FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,KCHOL,45848098914,45243219896,44668436172,45955638462,46020976165,47072776251,48894964866,45381037969,46649620418,48977192386,49017827955,87276638907,53842962716,47882417973,54803325312,83831943658,60529687481,66828917480,69139120895,82996217208,66810859102,69838065527,74068337919
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,KCHOL,8359918560,8033688571,6560040045,8120979052,8253160248,8059954116,7683449885,7028308245,7946395063,7524536049,7009414622,13336803331,8658574719,8211723413,9392364909,14168246229,8429457451,8756860968,9647626710,10901051203,8601432057,7814901890,9018604383
1AB,Finansal Yatırımlar,Short-Term Financial Investments,KCHOL,1132628124,1624095690,1261089207,824282293,1169663581,1120828206,1125475743,1084625178,771375183,990001018,1072620027,2123852231,1302702759,952739895,1439838110,1910529546,2079947810,2312978747,1852088057,2056838272,1061117469,1146527213,1692527464
1AC,Ticari Alacaklar,Short-Term Trade Receivables,KCHOL,2722110613,2244680330,2852063429,2755220983,3089939934,3400250118,3823858002,3518310492,4015487094,4481402579,4216958350,6562193039,4021826369,4134118811,4793261868,7022409999,4660829345,5830477447,5575952607,6468085279,5417445293,6220574494,5857061777
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,KCHOL,19854311327,20719638247,20117503026,21185075410,19957783666,19915903242,21383685086,17176814199,18473645310,18775189439,19446984870,36479767243,23624282096,19749899496,21168599140,34116230888,25732818858,28483273682,28382681197,35736278518,28606876938,30538400096,31917578929
1AE,Diğer Alacaklar,Short-Term Other Receivables,KCHOL,315222670,225357450,197960392,295171876,323654086,493637576,625100793,493147607,545827122,635391339,754960624,1037529362,518245969,522814423,632465544,1073570850,881379933,551827108,739647480,684536275,800212509,809471421,995993420
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,KCHOL,2059604649,2080720152,2314743890,2509430490,3033184227,3650956888,3820673675,3464240246,4402218297,5069386151,4344815304,7150384369,4174266982,3687571513,4230365347,5670519780,4494428573,5266790937,5251254297,5899099323,5156355313,4844445449,5032009350
1AG,Canlı Varlıklar,Short-Term Live Assets,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,KCHOL,11398008053,10309028955,11343272901,10238392509,10186607759,10427184420,10428750689,12612970868,10492263648,11499169752,12170170331,20574631646,11541239746,10509091752,12980675272,19593744596,14242075712,15626708590,17689870548,21250328338,17167419523,18376058715,19434293053
1AI,(Ara Toplam),(Subtotal),KCHOL,45841803996,45237209394,44646672890,45928552612,46013993502,47068714567,48890993873,45378416835,46647211716,48975076327,49015924127,87265161221,53841138640,47767959304,54637570189,83555251888,60520937682,66828917480,69139120895,82996217208,66810859102,69750379279,73948068376
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,KCHOL,6294918,6010503,21763282,27085850,6982664,4061684,3970993,2621134,2408702,2116060,1903828,11477685,1824076,114458670,165755123,276691770,8749799,0,0,0,0,87686249,120269542
1AK,Duran Varlıklar,LONG TERM ASSETS,KCHOL,38283354402,38019102035,36278874610,38818473771,37048217197,37599351533,38379657541,31047704636,32332953729,31661654145,30255175910,63124599616,32999510105,29397671398,30197221615,56132859521,39811802026,42243798901,43522650479,55697951083,44445824754,47203434106,48726095196
1B,Ticari Alacaklar,Trade Receivables,KCHOL,58960267,56625191,51143030,70208942,88906340,90992192,85343414,58114281,57373819,72907785,57374529,98441170,54305340,42907505,36461752,49506126,31969230,33297552,41366196,46312398,41920299,40439662,45380649
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,KCHOL,19618334422,18631682153,18115484149,18535766411,17922458397,18090265297,17760432290,14032876507,13809669929,13138068706,11749715666,18733984625,11358571592,9683489501,9134835558,12881900764,9009479464,9093363904,9385826081,11930180108,9876670799,10782394430,11406535583
1BB,Diğer Alacaklar,Other Receivables,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,KCHOL,8385540682,9250808110,8723751127,9844566847,9505040524,9605600685,10582079487,8848573354,10178817608,10569339960,10644339509,20239323083,12916540719,11964236014,12966746883,19002519387,13300869415,13466199183,13317545528,16964639387,12338972926,13846138389,14227518903
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,KCHOL,883452556,884160163,883859288,1125720129,891533306,963956117,1117295295,908784543,725951785,817899517,909824925,2819720265,1118002064,1075470823,1365529060,3380149400,2378523108,2453071737,2684648577,3535286155,2727462553,2853533070,3021624949
1BE,Canlı Varlıklar,Long-Term Live Assets,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,KCHOL,59579427,56855226,49864284,51763424,45822463,42878368,41639215,27634239,24922631,21751980,19442058,136450993,18553456,13645360,12798075,121561274,87714416,100987371,105229284,98090013,80060898,78719193,59184832
1BFA,Stoklar,Stoklar,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,KCHOL,5330842361,5186676391,4767797250,5182614259,4759606273,4767875436,4909711057,3831947877,3759195349,3588805373,3560696255,13645686526,4128977788,3672689180,3803726391,13504830238,9704021816,11036694207,11633467418,15113101668,12376056267,12594241995,12896954422
1BGA,Şerefiye,Goodwill,KCHOL,537793056,523620305,478592748,501234141,462581407,490418703,686391703,418033401,409725032,374879099,347074509,2601430707,366222287,309320593,303143003,2374327344,1711776055,1809927232,1887252249,2472123849,2023857038,2037932905,2090924832
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,KCHOL,1304395199,1271745314,1174355798,1238647060,1148855026,1127736060,1136049806,963154347,999330174,916733947,854169070,2477578475,901197636,820113183,818092321,2354965702,1708467827,2083362475,2305448695,2928256605,2963759823,2998889793,3056929026
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,KCHOL,1184299476,1249409379,1137650975,1320141402,1152651424,1177929829,1171669009,977832697,1418092952,1103222138,1011524625,521567371,1204671718,889151746,822832349,994021966,735694233,973839375,944459884,1078777214,778565142,830645728,720679339
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,KCHOL,920156955,907519802,896375963,947811159,1070762037,1241698847,889046265,980753389,949874450,1058045640,1101014764,1850416400,932467505,926647494,933056224,1469077321,1143286462,1193055864,1217406568,1531183686,1238499010,1140498940,1200362660
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,KCHOL,84131453316,83262321931,80947310783,84774112234,83069193363,84672127784,87274622407,76428742605,78982574147,80638846532,79273003865,150401238522,86842472821,77280089371,85000546926,139964803179,100341489506,109072716381,112661771374,138694168291,111256683856,117041499633,122794433115
1BM,KAYNAKLAR,LIABILITIES,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,KCHOL,54438139634,53723155714,53202762741,55766136666,56103506138,57287183845,59507858452,53147382611,57703793364,59975157327,57438412094,100797779201,63232418516,56693532177,61408408080,91343650500,65999053909,73074808501,75024998172,92435038740,73575040242,78379751032,82471285376
2AA,Finansal Borçlar,Short-Term Financial Loans,KCHOL,10667137127,9917178032,9714641137,9649821734,10250616967,10405816649,9531772893,9249606830,11193054523,11479042800,11246178438,19875507154,10482389852,9079112163,10053489390,17694336974,12995615825,13807172202,13731734074,18678872382,14414609198,15247360119,17109202147
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,KCHOL,3071969156,2861491795,2933863279,3907004722,4486579944,5300147311,5771538366,5361192241,6400117707,7609240267,6122798605,9046124279,5030436006,5046966323,6562386057,9137677891,6011699378,7802452768,7163080524,8892583658,6631098729,7086485618,7211026031
2AAGAB,Diğer Borçlar,Other Short-Term Loans,KCHOL,718650156,647232441,610259071,548347303,509265178,395151048,468014953,357822212,368462032,547807014,489505716,1118780696,743649611,602173980,1216692190,1480402695,1006443315,953039808,1601755284,1809732352,1914562943,1832745577,2106364353
2AAGAC,Müşteri Söz. Doğan Yük.,None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,KCHOL,35857743372,35943274305,35705400196,36877764742,36282725758,36655669338,38662060937,33350408148,34548474853,35248913093,34352003277,62207932949,41312083720,37712875344,38197403923,55123578818,40172615293,44168154160,45411482484,54237069971,43374901212,46172247842,47422129019
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),KCHOL,67980096,195307272,58670006,213540033,42885934,51728171,160993310,192091665,752896034,40326036,456609926,500587230,368463294,109046912,385838256,356105021,241160539,258534969,115234404,126622709,114316073,79497845,88620928
2AAGE,Borç Karşılıkları,Short-Term Provisions,KCHOL,268771709,267452556,273821689,252752028,274269015,292456675,303691607,276941511,314337027,363845034,326996890,571268418,396970992,370125553,386385182,534360981,401810559,551857517,573831639,685707393,594364284,512151993,484204552
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,KCHOL,3785724835,3891037415,3905943061,4315007736,4257163342,4186214653,4609786385,4359320003,4126451188,4685983081,4444319241,7477578475,4898425041,3669016916,4451214176,6814145189,5169709000,5533597078,6427879763,8004450275,6531187803,7449262039,8049738346
2AAGG,(Ara Toplam),(Subtotal),KCHOL,54437976449,53722973817,53202598439,55764238298,56103506138,57287183845,59507858452,53147382611,57703793364,59975157327,57438412094,100797779201,63232418516,56589317191,61253409174,91140607569,65999053909,73074808501,75024998172,92435038740,73575040242,78379751032,82471285376
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,KCHOL,163185,181898,164302,1898368,0,0,0,0,0,0,0,0,0,104214986,154998906,203042931,0,0,0,0,0,0,0
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,KCHOL,18183368837,18155988185,16982519379,17158842413,15846062008,16239151899,16052958345,14211862503,11801183346,10837180404,10835706362,17042440743,10307382816,9398444506,10858710712,15611214155,11000816236,11825983038,13010224530,15786494576,13449860838,14564256362,15316654482
2BA,Finansal Borçlar,Long-Term Financial Loans,KCHOL,15536101193,15636528773,14605065669,14810635973,13794607831,14261842247,13904410816,12190444095,10108313159,9147618354,8925833571,13423019432,8316742930,7503092433,9038357763,12111504071,8510586329,9212322831,10256329993,12526953502,10546496906,11217007766,11999490159
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBA,Ticari Borçlar,Long-Term Trade Payables,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BBB,Diğer Borçlar,Other Long-Term Loans,KCHOL,31504976,30245788,26699029,27896996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251019594,255598758,260042904
2BBBA,Müşteri Söz.Doğan Yük.,None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,KCHOL,366867431,306631318,283531328,412982765,283357592,301923895,482220248,437804239,239613257,253044622,230588774,460655563,323174100,323197885,307700722,495332522,343313669,369040270,408776421,471925107,350084713,362424772,328799277
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,KCHOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
