FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,1165266342,1399915286,1489774257,2946734679,1836901000,1635095788,1821783308,2962054402,2233331695,1934770673,1712698340,2225696894,1935471048,2460672303,2422684120,TOASO
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,293294029,385973735,462237860,1057248665,814327229,636353171,786881135,1214876082,872617829,560220129,603120222,699683446,701116809,401488079,450644997,TOASO
1AB,Finansal Yatırımlar,Short-Term Financial Investments,29256,10844,9756,0,0,0,0,1996826,1238205,2421842,2329935,2881483,2105081,2094373,1954831,TOASO
1AC,Ticari Alacaklar,Short-Term Trade Receivables,503633375,651276166,608753241,1315557816,640782372,574651251,550297528,901664084,720947854,613724673,418930652,741178751,551263424,989911887,1001534573,TOASO
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,151107512,146325293,140241913,266792975,184673855,140037882,154978415,347691251,281612282,293863641,317510598,435423094,347519804,350787971,404865061,TOASO
1AE,Diğer Alacaklar,Short-Term Other Receivables,123163,189139,235984,25144,441114,462473,719828,565692,221249,575820,761940,51991,592937,630381,749274,TOASO
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1AF,Stoklar,Inventories,208531046,210267323,270797699,296474963,188352391,276602731,322507365,475466460,330237327,450032264,351424676,308792507,298862654,701755383,530928055,TOASO
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1AH,Diğer Dönen Varlıklar,Other Current Assets,8547959,5872785,7497803,10635116,8324039,6988280,6399037,19794007,26456950,13932304,18620317,37685622,34010340,14004230,26113016,TOASO
1AI,(Ara Toplam),(Subtotal),1165266342,1399915286,1489774257,2946734679,1836901000,1635095788,1821783308,2962054402,2233331695,1934770673,1712698340,2225696894,1935471048,2460672303,2416789806,TOASO
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5894314,TOASO
1AK,Duran Varlıklar,LONG TERM ASSETS,494636683,427577914,364435616,992999146,376385933,300184348,290463137,889212785,690748927,758146497,820758663,1027171647,829366993,1076733982,1090348087,TOASO
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,159876837,139459003,98099514,156186366,99800394,62775652,37062605,124469962,131656649,125068952,131697799,163681889,130734715,133156253,151638465,TOASO
1BB,Diğer Alacaklar,Other Receivables,24210,23305,24418,40466,25329,23502,23153,45234,30114,29922,24896,36589,28070,28132,28739,TOASO
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BC,Finansal Yatırımlar,Financial Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,4724997,4150940,3734618,8628764,5112363,3791902,3576716,7278825,5289362,5639450,5909369,8338361,6835255,6885719,6934774,TOASO
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
1BFAA,Kullanım Hakkı Varlıkları,None,602721,780821,659171,1760517,1047697,725253,635273,1461550,1081883,1021642,1054545,1341285,990387,915745,852204,TOASO
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,124343165,108327941,95651436,492923767,89200846,69123218,67349923,431599489,297929544,325798487,364071030,514031168,423794527,445329269,447648118,TOASO
1BGA,Şerefiye,Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,180937823,186239875,TOASO
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,129112354,106019807,88290167,298742686,75170004,58793062,55210457,208659300,129325616,122238234,112457076,147736974,106075615,107012036,95052403,TOASO
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,73569680,66669542,76277995,31267190,103843171,102638618,119404653,84677346,91447736,124728921,130000790,128171424,116003642,167952874,168480650,TOASO
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,2382719,2146555,1698298,3449391,2186129,2313140,7200357,31021081,33988022,53620888,75543158,63833957,44904781,34516131,33472858,TOASO
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,1659903025,1827493200,1854209874,3939733824,2213286932,1935280136,2112246445,3851267187,2924080622,2692917170,2533457003,3252868540,2764838041,3537406285,3513032207,TOASO
1BM,KAYNAKLAR,LIABILITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,1129353360,1278226092,1260892567,2295897982,1487695202,1240165097,1237171079,1741188961,1552064334,1239728237,998562569,941010536,1081871585,1778056711,1638462469,TOASO
2AA,Finansal Borçlar,Short-Term Financial Loans,349987725,301437806,282318336,446045911,313538394,240125862,243916648,329880744,271056932,346522793,346093761,388140798,318600084,395167536,361005036,TOASO
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,8252562,0,0,0,0,0,0,0,0,0,0,0,TOASO
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,710370171,908147070,909202462,1671455744,995113718,868662445,838899110,1153455663,769599921,737494534,500666423,402504526,479677906,1077197481,985070296,TOASO
2AAGAB,Diğer Borçlar,Other Short-Term Loans,13362362,1428041,729998,5016656,11070628,5382147,946766,2819408,310735447,3570988,2013867,3388364,160407124,133639997,128765295,TOASO
2AAGAC,Müşteri Söz. Doğan Yük.,None,2936339,2631295,2381994,9481903,3182752,2686938,2860497,7992221,5429328,5934262,6441629,8611551,7125367,13082557,2727072,TOASO
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,307976,167212,103977,740017,55608,41245,38905,678641,246695,0,0,0,0,0,0,TOASO
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,7312511,6268018,6555808,6605701,7303182,6139716,5194815,14402790,13510215,12739522,13025115,12248192,14224461,15089821,28036271,TOASO
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),1083643,4733815,11669568,38498665,64173173,46237746,47488369,59452889,73367683,20086543,22980560,0,0,3124705,0,TOASO
2AAGE,Borç Karşılıkları,Short-Term Provisions,31675862,31447632,32545372,71025998,48602602,46111227,59023190,97850417,68397612,64468714,66140159,91347638,71416171,93910792,98572109,TOASO
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,12316773,21965204,15385051,38774824,44655145,24777770,38802778,74656187,39720501,48910881,41201053,34769467,30420472,46843823,34286391,TOASO
2AAGG,(Ara Toplam),(Subtotal),1129353360,1278226092,1260892567,2295897982,1487695202,1240165097,1237171079,1741188961,1552064334,1239728237,998562569,941010536,1081871585,1778056711,1638462469,TOASO
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,281261022,210866914,163356709,263894138,152195666,82121216,100972800,304586709,266990224,237748721,244272303,640295869,494744236,547692277,604926338,TOASO
2BA,Finansal Borçlar,Long-Term Financial Loans,256323320,189374289,136241773,166157378,100147750,44819170,60790308,249311967,232197313,195947642,207549448,602020358,465283491,507415253,561670835,TOASO
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BBA,Ticari Borçlar,Long-Term Trade Payables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BBB,Diğer Borçlar,Other Long-Term Loans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BBBA,Müşteri Söz.Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,10480152,10196433,TOASO
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,68538,95918,71906,740017,41693,20642,9735,0,0,0,0,0,0,0,0,TOASO
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,24710608,21353991,27003789,96996744,52006223,37281404,40172756,55274742,34792911,41801078,36722855,38275511,29460745,29796872,33059069,TOASO
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,158557,42717,39241,0,0,0,0,0,0,0,0,-0,0,0,0,TOASO
2N,Özkaynaklar,SHAREHOLDERS EQUITY,249288642,338400194,429960597,1379941704,573396064,612993823,774102567,1805491518,1105026064,1215440212,1290622131,1671562135,1188222220,1211657298,1269643400,TOASO
2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,249288642,338400194,429960597,1379941704,573396064,612993823,774102567,1805491518,1105026064,1215440212,1290622131,1671562135,1188222220,1211657298,1269643400,TOASO
2OA,Ödenmiş Sermaye,Share Capital,34098271,29955546,26951127,26692291,26058224,19327705,18230876,16954153,15459009,15204362,14627368,14146753,13215731,12558901,12024549,TOASO
2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2OCB,Değer Artış Fonları,Market Value Surpluses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,48806765,42877050,38576657,117545911,52798132,39161023,36938671,129607342,125023158,132285337,138616690,178696795,162277282,163475073,168265411,TOASO
2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),206174174,181125310,162959180,248779522,431942380,320376968,302195873,387445179,466646694,484395459,491181657,608014460,476111192,479844345,494008215,TOASO
2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),77002012,180058533,272978746,500429159,126821261,284998222,454514293,738430791,86756453,131640703,147069056,185300659,-3712405,40243065,70481944,TOASO
2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,-116792580,-95616245,-71505113,486494822,-64223934,-50870095,-37777146,533054053,411140751,451914351,499127360,681806008,540330420,515535913,524863281,TOASO
2ODA,Azınlık Payları,Minority Interests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,1659903025,1827493200,1854209874,3939733824,2213286932,1935280136,2112246445,3851267187,2924080622,2692917170,2533457003,3252868540,2764838041,3537406285,3513032207,TOASO
3B,Sürdürülen Faaliyetler,Continuing Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOASO
