FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,KONTR,0,23067067,28555019,37807674,40561320,43454438,58728851,58331343,80250273,76269558,86702748,277103555,145818925,113837408,130695163,261181040,202672370,243860534,255581305,469025504,332282929,395218329,421647520
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,KONTR,0,2942300,2317630,7007861,4727520,9680262,5486294,5777653,13125863,7429663,7000067,103981214,36529162,13395528,12806791,33748790,26140168,38757471,16827605,81195076,9909314,5343149,11056400
1AB,Finansal Yatırımlar,Short-Term Financial Investments,KONTR,0,0,0,656813,470149,583622,2138047,3068906,5702147,7987201,6215489,11866097,15520586,7995827,122195,2058786,588322,1447115,1186372,1352020,133739,135066,136430
1AC,Ticari Alacaklar,Short-Term Trade Receivables,KONTR,0,8846441,9794025,15236896,19250406,16100524,24314499,29491062,35790942,31996104,28618795,73480999,38090900,36865926,43324665,64589548,37384356,52366765,46846535,94500774,44440456,99383503,105343174
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,KONTR,0,5330137,4491402,3417232,3723902,3259659,3950914,2719085,4602450,4501892,5186488,7095882,3830016,3796643,4703298,8876667,5038268,7783514,9601826,21483726,29320059,27584811,24867728
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,KONTR,0,525825,915158,86572,447385,337377,780163,306823,388113,276232,347279,2922881,3901452,5150987,7195533,37025823,32501386,42999376,49720599,82892813,81308562,109922418,98563948
1AF,Stoklar,Inventories,KONTR,0,364165,6490142,8050996,6531060,6366940,10372383,10034556,11075521,11596341,19737941,40256555,24479608,20200356,28136988,46049566,36987623,43101384,61113191,96948270,79205631,75403891,92156944
1AG,Canlı Varlıklar,Short-Term Live Assets,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,KONTR,0,5058199,4546661,3351303,5410898,7126053,11686551,6933258,9565237,12482125,19596689,37499928,23467201,26432142,34405694,68831859,64032248,57404909,70285179,90652825,87965169,77445490,89522897
1AI,(Ara Toplam),(Subtotal),KONTR,0,23067067,28555019,37807674,40561320,43454438,58728851,58331343,80250273,76269558,86702748,277103555,145818925,113837408,130695163,261181040,202672370,243860534,255581305,469025504,332282929,395218329,421647520
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,KONTR,0,5079704,4463832,5255194,6032946,6301066,9595823,12096722,14881437,22908725,31603389,114566508,96442340,106508772,175692181,307798227,236169477,295987884,310740507,434901914,397912495,409599211,422046300
1B,Ticari Alacaklar,Trade Receivables,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,2064258,1442278,2561177,373911,286943,247856,233153,1727905,232678,1399699,264673
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,KONTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,KONTR,0,0,0,0,0,59793,59171,157955,302691,460453,450399,0,4567749,11673,4766181,28177,20475,0,0,12173,0,0,0
