FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,2927152726,3373906383,3477136928,6619597694,3829589844,3274307063,3629102166,5525132700,3675039451,4546574792,4464431215,4762842106,3307627750,3329284997,3393168854,SISE
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,970236028,927518902,910429062,2220617766,1163696620,817567840,1142028695,1848590805,1187028315,2034038157,1823243443,1904274410,954855618,972937477,1018552725,SISE
1AB,Finansal Yatırımlar,Short-Term Financial Investments,183732806,289525145,316459053,336718663,168760358,247389059,345004084,347252478,129126350,19995287,24126146,117338297,21945488,61206132,62793736,SISE
1AC,Ticari Alacaklar,Short-Term Trade Receivables,822935316,1035681668,1044551614,1745230568,1075609502,997151406,953744695,1344855907,936441831,1010452360,1039250113,926118882,888727167,867926224,834328742,SISE
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1AE,Diğer Alacaklar,Short-Term Other Receivables,32757050,29613454,49668501,39732970,30169170,56502690,69436119,49534371,25963931,59105315,65436612,22739423,19822830,29006490,74995888,SISE
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,10184676,13671891,10454881,9476884,8151325,8952864,5292751,10340507,6934540,7090220,4892679,5170238,8638991,8281566,9307939,SISE
1AF,Stoklar,Inventories,694292290,786161257,861847931,1837011157,1162615725,995099344,942120907,1611140065,1118632094,1180955837,1252067608,1507397177,1202682212,1221312807,1215068804,SISE
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1AH,Diğer Dönen Varlıklar,Other Current Assets,213014560,291734067,276314326,430809684,220587144,151643860,171474914,313418568,270912391,234937617,255414613,279803679,210955444,168614301,178121020,SISE
1AI,(Ara Toplam),(Subtotal),2927152726,3373906383,3469725368,6619597694,3829589844,3274307063,3629102166,5525132700,3675039451,4546574792,4464431215,4762842106,3307627750,3329284997,3393168854,SISE
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,7411560,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1AK,Duran Varlıklar,LONG TERM ASSETS,3861092781,3983115257,3812606012,8807759022,4871858890,4530089487,4481438708,8737998698,6314484133,6676752409,6990107599,9398017506,7801742177,8094987290,8138188429,SISE
1B,Ticari Alacaklar,Trade Receivables,2591,0,0,0,0,0,0,1729,1206,1186,1199,31798,0,0,0,SISE
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1BB,Diğer Alacaklar,Other Receivables,10690081,5883209,4905321,8944747,5698934,1199903,895318,1271087,1037949,1485162,1565713,1949202,1149848,1120229,1106379,SISE
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1BC,Finansal Yatırımlar,Financial Investments,80429979,75415483,51030611,70718343,43536935,33609758,34164187,49879897,35536335,78192810,80216953,60191141,49169206,46734887,1387633,SISE
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,122483854,127276442,92315210,166370809,104117512,101527198,112328156,188681238,131649414,122106564,139700490,137994798,124421455,139784339,148271375,SISE
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,100168650,87998790,71761310,488421631,268464441,199123373,187823306,536292500,389711040,415506807,435390946,563982868,462318938,510373979,525327741,SISE
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
1BFAA,Kullanım Hakkı Varlıkları,None,35829099,44064848,45443103,99603940,65439290,75765648,83570043,125318619,91101145,90843203,87811892,107630367,90949603,98455933,95221805,SISE
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,2204610632,2256690691,2146423424,5593481849,2932728348,2674785888,2643497739,5710322061,4115440922,4382242461,4624915088,6179564790,5227984627,5374405612,5466710877,SISE
1BGA,Şerefiye,Goodwill,306120231,303473705,301234793,71460602,43723772,52378622,51584154,62387789,42811746,42743840,42987640,52943765,41980219,42753162,41570238,SISE
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,801070345,794009190,784085198,1898205264,1120889471,1103369785,1101885802,1668991058,1159711689,1170327684,1177525547,1679101403,1334488353,1410631135,1406269913,SISE
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,105185665,126332303,127750497,76224909,80598349,80673609,64879968,79824016,46133640,73798171,108905610,188107758,228451883,213828757,216728505,SISE
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,94501654,161970596,187656546,334326927,206661837,207655704,200810034,315028703,301349046,299504520,291086521,426519616,240828045,256899258,235593965,SISE
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,6788245508,7357021640,7289742940,15427356716,8701448733,7804396550,8110540874,14263131398,9989523584,11223327201,11454538814,14160859612,11109369927,11424272287,11531357283,SISE
1BM,KAYNAKLAR,LIABILITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,1607944556,1954981188,1946571278,3128842622,2062480639,1657435407,2049617990,3266467331,2188203694,1913570744,1740084692,2823874778,2446184618,2773574087,2720507797,SISE
2AA,Finansal Borçlar,Short-Term Financial Loans,825392369,1065766143,1047340355,1635049434,1073309290,855453853,1257822942,1921875299,1205642044,1020534525,816621780,1189877178,1441873171,1824151320,1687085081,SISE
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,413993044,468297087,506128093,996759502,512896580,473950660,462858966,828453815,511113976,519560290,536721276,861985332,550811446,597222298,577932956,SISE
2AAGAB,Diğer Borçlar,Other Short-Term Loans,124681420,52927615,47942605,57526105,147695932,36847806,34503756,64687993,103045487,33865587,26550077,386369784,70157241,17523259,15881760,SISE
2AAGAC,Müşteri Söz. Doğan Yük.,None,6941590,9933499,7401534,19603246,12345292,7779865,9971633,14202324,11068867,11188555,11174636,8257980,10738363,10690087,10445005,SISE
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,52807311,78694118,58905353,121507367,52054170,60715357,46235251,98550827,68075508,72796812,61387055,75730423,79227118,70296264,66555400,SISE
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),29335834,44829972,52247239,7274343,53258894,22833248,17695289,18624137,2657404,3953803,5836056,9403582,1619429,4960565,6621029,SISE
2AAGE,Borç Karşılıkları,Short-Term Provisions,54673100,67138946,57974515,100130899,81029352,57662623,77636112,88291394,106102104,95007861,126682103,120129285,121562945,98425968,170986590,SISE
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,100119890,167393808,168631583,190991725,129891129,142191994,142894042,231781542,180498306,156663312,155111709,172121215,170194906,150304327,184999976,SISE
2AAGG,(Ara Toplam),(Subtotal),1607944556,1954981188,1946571278,3128842622,2062480639,1657435407,2049617990,3266467331,2188203694,1913570744,1740084692,2823874778,2446184618,2773574087,2720507797,SISE
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,1493141951,1440504751,1393727233,3038938608,1685771584,1827596754,1792965033,2834088392,2131772159,3423405960,3674127463,3951473564,2640971700,2559783836,2658555082,SISE
2BA,Finansal Borçlar,Long-Term Financial Loans,1284166059,1221152629,1184375030,2491507260,1437899916,1574735713,1550734267,2252906111,1720563512,3028248640,3261478271,3450616481,2183632793,2036930278,2138566145,SISE
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BBA,Ticari Borçlar,Long-Term Trade Payables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BBB,Diğer Borçlar,Other Long-Term Loans,226822,235331,232642,449818,290445,139971,135601,4840817,3527900,3542616,3572442,159237,389071,108233,106201,SISE
2BBBA,Müşteri Söz.Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,17511917,16735145,15533929,23435832,13320339,10542103,10835083,16948795,11152686,10666924,10553587,11757422,3671621,4193392,3953648,SISE
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,158300269,168100219,162053352,326406577,181725940,170997387,159070517,285185461,170698036,190133433,184008104,198356141,159419221,150019190,146969862,SISE
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SISE
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,27636785,28291096,24395459,183620115,44297887,52505373,54254284,259253712,218312927,156416788,177080436,264479421,261204508,229171313,248347851,SISE
