FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,1226499540,1491957116,1462774565,1964294042,1465305455,1187930931,1640771640,1991839559,1322040094,1470825749,1455061976,1823732714,1646568324,1586413002,1751976836,ENJSA
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,40116480,108325066,92137009,736339900,520975933,240294284,330295778,220364718,83031295,94655576,250188166,336709479,295535250,154365072,229416208,ENJSA
1AB,Finansal Yatırımlar,Short-Term Financial Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENJSA
1AC,Ticari Alacaklar,Short-Term Trade Receivables,682442118,846030710,891138847,500294149,337805845,290971063,568125246,760442707,614430026,786910322,555788664,725819182,662567711,704498699,777945966,ENJSA
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENJSA
1AE,Diğer Alacaklar,Short-Term Other Receivables,76163876,98477539,80729567,163814809,144913330,163498199,198252826,268312621,138067933,149475784,167832019,220820351,223861557,248675789,253772269,ENJSA
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,206119738,294009075,257210780,204915422,209803617,0,0,0,0,0,0,0,0,ENJSA
1AF,Stoklar,Inventories,56991714,74046695,89349939,165472240,106929142,111406670,127580690,193211116,107345193,105841637,129976128,136764698,95453207,118725523,126203008,ENJSA
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENJSA
1AH,Diğer Dönen Varlıklar,Other Current Assets,370785351,365077106,103299465,104363869,97470424,176845293,206713484,549508397,379165646,333942430,351276998,403619005,369150599,360147919,364639384,ENJSA
1AI,(Ara Toplam),(Subtotal),1226499540,1491957116,1462774565,1964294042,1465305455,1187930931,1640771640,1991839559,1322040094,1470825749,1455061976,1823732714,1646568324,1586413002,1751976836,ENJSA
