FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,AKSEN,455119208,501089882,449185911,466019551,413471905,602756331,627101704,533895003,521873473,562593156,600405009,1003990405,601797293,526727135,546340268,836703211,610967420,449130156,397533201,525738395,424142428,553339668,556883819
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,AKSEN,46973718,67533139,39547746,42268880,5129990,53561110,44569739,39294684,19226441,14161211,45497230,82450536,76970400,36182278,51983109,38914904,37594984,37916213,23176530,37419237,78174719,166771353,192206001
1AB,Finansal Yatırımlar,Short-Term Financial Investments,AKSEN,0,0,0,0,0,110117642,66122232,44408229,11470542,33750914,21497944,26952714,500395,1488792,0,42900387,49622038,0,0,0,0,0,0
1AC,Ticari Alacaklar,Short-Term Trade Receivables,AKSEN,321579724,371990225,356736556,364015823,350921002,359569738,394830144,398989262,442630611,468540017,485684429,810781490,457054404,423233619,428523678,662390324,442601179,287503067,269572377,354156907,248132452,267404510,248396011
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,AKSEN,23774965,6849737,6100312,10280846,8503171,9466847,11330827,7550568,6395445,6261523,5778016,5128993,3104911,3106625,7166382,2795799,1935390,1923886,2138584,2599497,2069284,2279392,2113812
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,AKSEN,30445349,24118724,16894453,18610033,18088499,17781940,39850896,16876589,12868397,18143645,16124864,17114784,22278725,29986312,25311209,43864180,37832158,57418146,35332580,48906333,37543680,43998371,45872877
1AG,Canlı Varlıklar,Short-Term Live Assets,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,AKSEN,32345451,30598057,29906844,30843968,30829244,52259055,70397867,26775671,29282036,21735845,25822525,61561888,41888458,32729509,33355890,45837618,41381671,64368845,67313130,82656421,58222293,72886042,68295118
1AI,(Ara Toplam),(Subtotal),AKSEN,455119208,501089882,449185911,466019551,413471905,602756331,627101704,533895003,521873473,562593156,600405009,1003990405,601797293,526727135,546340268,836703211,610967420,449130156,397533201,525738395,424142428,553339668,556883819
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,AKSEN,901408499,866086043,788453638,812478748,763656901,778288791,825577959,1012539360,1021557298,1003619040,955925892,1943036236,1156741651,1067093443,1067639938,1895394360,1481553032,1635337437,1830100252,2411765067,2042454222,2159557583,2238414749
1B,Ticari Alacaklar,Trade Receivables,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,AKSEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
