FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,38580000,44405000,44404000,45780000,45780000,45887000,46997000,47221000,47676000,47701000,129505000,110939000,112537000,113525000,120233000,127014000,135507000,145588000,157841000,168208000,170800000,207519000,207519000,GARAN
1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,36698000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,35158000,38580000,44405000,44404000,45780000,45780000,45887000,46997000,47221000,47676000,47701000,129505000,110939000,112537000,113525000,120233000,127014000,135507000,145588000,157841000,168208000,170800000,207519000,207519000,GARAN
1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,33032000,33032000,33032000,33032000,33032000,33032000,33032000,33032000,33032000,33032000,33032000,31492000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,3666000,3666000,3666000,3666000,3666000,3666000,3666000,3666000,3666000,3666000,3666000,3666000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),4025228039,4209375347,4592301000,4446499000,4696715000,4819237000,5091019000,5173864000,5543903000,5851570000,6162919000,6539471000,6633669000,6187435000,7731949000,7024751000,7476328000,8036373000,7939658000,8551720000,8607425000,9365632000,10950946000,11372006000,12167747000,13078265000,14033103000,19922934000,21411318000,23380691000,25569085000,28984541000,32034554000,42734641000,47691772000,56809903000,62558277000,68207481000,77041787000,79710765000,90106462000,109469713000,119873058000,GARAN
1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,3920992000,4105139347,4488065000,4342263000,4592479000,4715001000,4986783000,5069628000,5439667000,5747334000,6058683000,6435099000,6529297000,6083063000,7627577000,6941211000,7392788000,7936781000,7835286000,8447700000,8503405000,9261612000,10846926000,11267986000,12063727000,13063541000,14016322000,19901127000,21389532000,23355217000,25507927000,28939861000,31978919000,42640131000,47159797000,56336843000,62251538000,67090293000,75910707000,78596971000,89064169000,107602275000,117995723000,GARAN
1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,104236000,104236000,104236000,104236000,104236000,104236000,104236000,104236000,104236000,104236000,104236000,104372000,104372000,104372000,104372000,83540000,83540000,99592000,104372000,104020000,104020000,104020000,104020000,104020000,104020000,14724000,16781000,21807000,21786000,25474000,61158000,44680000,55635000,94510000,531975000,473060000,306739000,1117188000,1131080000,1113794000,1042293000,1867438000,1877335000,GARAN
1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1ALC,12.3 Diğer,12.3 Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,337343000,478780000,819770000,680997000,537046000,253937000,283059000,589214000,634882000,524828000,522522000,648275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,27813000,46846000,56452000,68099000,29164000,10137000,4604000,84366000,101158000,60396000,64100000,102105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,309530000,431934000,763318000,612898000,507882000,243800000,278455000,504848000,533724000,464432000,458422000,546170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),1326965000,1344580000,1373890000,3074225000,3074331000,3095701000,3194174000,3388748000,3382356000,3447057000,3457737000,3769379000,3774944000,3827628000,3912999000,4106029000,5009722000,4994319000,4936288000,4991224000,4970532000,4889987000,5062353000,5319461000,5214990000,4996882000,4979484000,5194941000,6692595000,6807062000,6808377000,9969267000,11780922000,14215742000,14737633000,18928030000,19535123000,23911247000,24403537000,32682801000,35016585000,37345823000,37632949000,GARAN
1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),168883000,168209000,166870000,182590000,209376000,213988000,215239000,239013000,244756000,240439000,249219000,285654000,279838000,284021000,290302000,300551000,315450000,302799000,331344000,350882000,383303000,417460000,436365000,454552000,469223000,587822000,607287000,771668000,827694000,860958000,909498000,1023989000,1019850000,1099510000,1244627000,1795702000,1866699000,2056554000,2316299000,2790450000,3556227000,4417132000,4848355000,GARAN
1AOA,15.1 Şerefiye,17.1 Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AOB,15.2 Diğer,17.2 Other,168883000,168209000,166870000,182590000,209376000,213988000,215239000,239013000,244756000,240439000,249219000,285654000,279838000,284021000,290302000,300551000,315450000,302799000,331344000,350882000,383303000,417460000,436365000,454552000,469223000,587822000,607287000,771668000,827694000,860958000,909498000,1023989000,1019850000,1099510000,1244627000,1795702000,1866699000,2056554000,2316299000,2790450000,3556227000,4417132000,4848355000,GARAN
1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),146320000,145174000,144028000,381270000,381290000,381312000,610083000,670370000,670423000,672553000,680274000,690588000,691779000,686698000,684738000,690700000,690700000,690792000,702991000,703141000,703141000,708565000,735466000,704701000,704701000,741529000,741529000,814148000,814149000,1380408000,1380408000,1815310000,2378380000,2729282000,2732097000,3071140000,3071176000,4516451000,4148123000,4572379000,4586939000,5329842000,5333121000,GARAN
1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,575624000,404171000,312335000,381541000,461016000,507373000,282678000,127709000,192947000,210791000,222759000,356684000,1156325000,1292785000,1464381000,1365489000,1211076000,1686240000,1741026000,1710519000,2237222000,2688273000,2403185000,3509508000,3200427000,3795826000,3778030000,4226924000,8694458000,6069890000,5925513000,6769614000,11851597000,14451947000,14680290000,19834272000,23426695000,26356600000,22138150000,20195258000,20334771000,26974128000,23488343000,GARAN
1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,0,43899000,60564000,0,0,0,0,0,0,0,0,0,0,0,0,60043000,250000,0,0,0,0,0,0,0,11537000,0,0,0,0,0,0,0,0,0,0,0,0,0,337996000,0,0,3510170000,4012569000,GARAN
1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,575624000,360272000,251771000,381541000,461016000,507373000,282678000,127709000,192947000,210791000,222759000,356684000,1156325000,1292785000,1464381000,1305446000,1210826000,1686240000,1741026000,1710519000,2237222000,2688273000,2403185000,3509508000,3188890000,3795826000,3778030000,4226924000,8694458000,6069890000,5925513000,6769614000,11851597000,14451947000,14680290000,19834272000,23426695000,26356600000,21800154000,20195258000,20334771000,23463958000,19475774000,GARAN
1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),166268000,224430000,296172000,346979000,384697000,415259000,475512000,589726000,670475000,749474000,755362000,775428000,756153000,801234000,816195000,786709000,799039000,916480000,1355307000,1291274000,1013442000,1013193000,878891000,768033000,636748000,615860000,557595000,532647000,468796000,487015000,722791000,767582000,814698000,792770000,2106852000,2122307000,2233909000,2353114000,3014383000,3743846000,3728878000,4173471000,4502554000,GARAN
1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,166268000,224430000,296172000,346979000,384697000,415259000,475512000,589726000,670475000,749474000,755362000,775428000,756153000,801234000,816195000,786709000,799039000,916480000,1355307000,1291274000,1013442000,1013193000,878891000,768033000,636748000,615860000,557595000,532647000,468796000,487015000,722791000,767582000,814698000,792770000,2106852000,2122307000,2233909000,2353114000,3014383000,3743846000,3728878000,4173471000,4502554000,GARAN
1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,3517892000,3415858000,4318085000,4487697000,5322937000,4163269000,3959403000,3776898000,3675826000,4392049000,3637924000,4440589000,5276741000,6321724000,7455619000,11167879000,4878361000,5208573000,6351929000,13315066000,17950398000,18431772000,20874978000,12673903000,13452152000,13676006000,14397310000,18226062000,21547682000,31739339000,39165756000,42149692000,41146385000,130767785000,67049970000,74219945000,76603107000,70560900000,88746208000,98919841000,94004088000,113662696000,129858210000,GARAN
1Z,AKTİF TOPLAMI,TOTAL ASSETS,232245242039,235912119347,260699632000,254342586000,264329736000,261528910000,269637820000,284155400000,300420134000,308683446000,311042321000,325232274000,327254349000,349143726000,410777396000,359477202000,384384133000,383650570000,374334636000,391152270000,417415752000,447893222000,479713596000,492797820000,515335554000,550378754000,573537999000,758880152000,851249242000,981659025000,1092879649000,1152171637000,1307934518000,1669363820000,1742966220000,1930055336000,2164981179000,2313106065000,2496244207000,2607672475000,3035025457000,3246037748000,3498971972000,GARAN
2A,I. MEVDUAT,I. DEPOSITS,128803433000,132043136000,149357659000,140899332000,149021314000,154718126000,150937190000,161231597000,167443778000,175574469000,176832457000,181116005000,191083324000,206058589000,243864764000,217279349000,236154911000,231801830000,231061693000,248751091000,266698278000,276061771000,308814311000,321511595000,332595955000,368584142000,385477886000,513239557000,578085316000,658683610000,754520504000,790663958000,909235789000,1219610377000,1251555678000,1383704435000,1505820726000,1601676538000,1735834218000,1821373263000,2198631482000,2216545928000,2340162121000,GARAN
2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,1414289000,1290511000,2640251000,1566920000,1643735000,1920111000,1880079000,1970471000,2655943000,2472341000,2383591000,2168095000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
2AB,1.2 Diğer,1.2 Other,127389144000,130752625000,146717408000,139332412000,147377579000,152798015000,149057111000,159261126000,164787835000,173102128000,174448866000,178947910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,3133867000,2395834000,3332963000,2263637000,2753615000,2590439000,1653932000,3496622000,2594711000,2346882000,2189956000,2752730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GARAN
