FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1ABC,2.2.3 Krediler,2.2.3 Loans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ABD,2.2.4 Diğer Menkul Değerler,2.2.4 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,18849000,2311000,12697000,6696334000,6821169000,6973261000,6204196000,6756951000,7274839000,7309361000,7450054000,0,8711650000,8755635000,8748816000,9054374000,1747264000,2163962000,2019764000,2268353000,2348470000,2837070000,2910275000,4896180000,5883107000,7560428000,7870966000,8451403000,9127959000,9828818000,9600361000,AKBNK
1AC,III. BANKALAR,III. BANKS,5912845000,8099098000,7747955000,7858297000,5317737000,5441609000,7788715000,9972809000,6719311000,6851650000,5940684000,8116779000,7705076000,11881810000,36045311000,18001985000,23385360000,17190310000,16149579000,16596746000,17768400000,12251850000,23139830000,14740357000,23400828000,24197402000,26883842000,48652436000,40984004000,43397669000,40876417000,31605716000,29519657000,39591228000,47178777000,43502938000,46713002000,66506851000,36860509000,35571820000,112711474000,85945478000,39028656000,AKBNK
1AD,IV. PARA PİYASALARINDAN ALACAKLAR,IV. RECEIVABLES FROM MONEY MARKETS,4851428000,3300972000,0,0,0,0,2476557000,0,30754000,546336000,481367000,1552161000,2078867000,1465723000,7655610000,539374000,0,16352000,0,0,2546136000,0,508492000,488179000,0,55031000,585403000,2823223000,1390115000,803484000,828451000,1459782000,7756952000,39974413000,9302870000,1409959000,1378300000,0,0,0,0,0,13533539000,AKBNK
1ADA,4.1 Bankalararası Para Piyasasından Alacaklar,4.1 Interbank Money Market Placements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ADB,4.2 İMKB Takasbank Piyasasından Alacaklar,4.2 Receivables From Istanbul Stock Exchange Money Market,0,0,0,0,0,0,0,0,30754000,546336000,481367000,1552161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ADC,4.3 Ters Repo İşlemlerinden Alacaklar,4.3 Receivables From Reverse Repurchase Agreements,4851428000,3300972000,0,0,0,0,2476557000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AE,V. SATILMAYA HAZIR FİNANSAL VARLIKLAR (Net),V.AVAILABLE VAILABLE FOR SALE FINANCIAL ASSETS (Net),37446854000,35053801000,38114540000,41459707000,41906711000,38341247000,36925096000,32523464000,36208023000,36226632000,37533036000,40806570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AEA,5.1 Sermayede Payı Temsil Eden Menkul Değerler,5.1 Securities Representing Share in Equity,12323000,12832000,12832000,128629000,129631000,54989000,62214000,67176000,76502000,78331000,86732000,97875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AEB,5.2 Devlet Borçlanma Senetleri,5.2 Government Debt Securities,30404530000,29948070000,32399350000,35306201000,36180763000,32540644000,31317376000,29240863000,31482482000,31543983000,33701683000,36816619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AEC,5.3 Diğer Menkul Değerler,5.3 Other Marketable Securities,7030001000,5092899000,5702358000,6024877000,5596317000,5745614000,5545506000,3215425000,4649039000,4604318000,3744621000,3892076000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AF,VI. KREDİLER,VI. LOANS,130002914000,134166161000,141051396000,141763483000,142647217000,147951179000,153975090000,161827908000,171263357000,172393951000,177949101000,190508967000,199262091000,198723013000,206403546000,186376300000,196827570000,196785622000,192603405000,203834175000,209551439000,231474822000,250477749000,253318528000,268407862000,277019991000,298308212000,353371830000,415663486000,466812554000,506078256000,560350188000,617813142000,701537381000,785552538000,870105637000,975074537000,1100126219000,1204108469000,1286770857000,1352893538000,1446276405000,1614303829000,AKBNK
1AFA,6.1 Krediler,6.1 Short Term,129851367000,134016760000,140906298000,141616170000,142500187000,147804135000,153829700000,161672938000,171108191000,172241534000,177796684000,190356348000,199262091000,198723013000,206403546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870105637000,0,0,0,1286770857000,1352893538000,1446276405000,1614303829000,AKBNK
1AFB,6.1.1 Bankanın Dahil Olduğu Risk Grubuna Kullandırılan Krediler,6.1.1 Loans Granted To The Bank's Risk Group,2858564000,3627825000,3984162000,3987210000,3859741000,4138532000,4594046000,4943470000,5353684000,5072885000,5434737000,5906865000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AFC,6.1.2 Diğer,6.1.2 Other,126992803000,130388935000,136922136000,137628960000,138640446000,143665603000,149235654000,156729468000,165754507000,167168649000,172361947000,184449483000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AFD,6.2 Takipteki Krediler,6.3 Loans Under Follow-Up,2409375000,2762660000,3083147000,3373323000,3197313000,3496186000,3851463000,4267191000,4494452000,3952780000,4140679000,4532711000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AFE,6.3 Özel Karşılıklar (-),6.4 Specific Provisions (-),2257828000,2613259000,2938049000,3226010000,3050283000,3349142000,3706073000,4112221000,4339286000,3800363000,3988262000,4380092000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AG,VII. FAKTORİNG ALACAKLARI,VII. FACTORING RECEIVABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AH,VIII. VADEYE KADAR ELDE TUTULACAK YATIRIMLAR (Net),VIII. HELD TO MATURITY INVESTMENT (Net),10668067000,10122760000,10775430000,10688242000,10623530000,10749274000,10933029000,17976682000,18408000000,18261260000,17836389000,18883032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AHA,8.1 Devlet Borçlanma Senetleri,8.1 Government Debt Securities,10668067000,10122760000,10775430000,10688242000,10623530000,10749274000,10933029000,15461717000,15800953000,15723324000,15255324000,16143379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AHB,8.2 Diğer Menkul Değerler,8.2 Other Marketable Securities,0,0,0,0,0,0,0,2514965000,2607047000,2537936000,2581065000,2739653000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,5521000,5521000,5521000,5521000,5521000,5521000,5521000,8421000,14107000,14795000,14795000,18129000,18129000,18129000,18129000,18129000,18957000,18957000,18957000,18957000,18957000,19528000,19528000,19528000,19528000,20956000,20956000,20956000,20956000,20956000,AKBNK
1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,5521000,5521000,5521000,5521000,5521000,5521000,5521000,8421000,14107000,14795000,14795000,18129000,18129000,18129000,18129000,18129000,18957000,18957000,18957000,18957000,18957000,19528000,19528000,19528000,19528000,20956000,20956000,20956000,20956000,20956000,AKBNK
1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,3923000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),902896000,1292155000,1415157000,1350741000,2754963000,1361493000,1418773000,3334164000,1576085000,3622915000,3876741000,4133098000,4415874000,4863765000,6055139000,5452141000,5948982000,6293069000,6176640000,6730785000,6988372000,7759792000,9133895000,9605628000,10315356000,11282795000,11545174000,16060130000,17742194000,19160636000,20801664000,23528038000,25685431000,35762129000,40796138000,46651674000,50896418000,53793195000,59791037000,60818121000,67531981000,77555303000,83286746000,AKBNK
1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,902896000,1292155000,1415157000,1350741000,2754963000,1361493000,1418773000,3334164000,1576085000,3622915000,3876741000,4133098000,4415874000,4863765000,6055139000,5452141000,5948982000,6293069000,6176640000,6730785000,6988372000,7759792000,9133895000,9605628000,10315356000,11282795000,11545174000,16060130000,17742194000,19160636000,20801664000,23528038000,25685431000,34983549000,38046340000,43661136000,47616641000,50415039000,56249579000,57035213000,63351442000,73181779000,78659954000,AKBNK
1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778580000,2749798000,2990538000,3279777000,3378156000,3541458000,3782908000,4180539000,4373524000,4626792000,AKBNK
1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ALC,12.3 Diğer,12.3 Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,552206000,615411000,911970000,648858000,547906000,180886000,150136000,806736000,945004000,849656000,807614000,1134854000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,552206000,615411000,911970000,648858000,543828000,180886000,150136000,712398000,845924000,775259000,733603000,1003406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,0,0,0,0,4078000,0,0,94338000,99080000,74397000,74011000,131448000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),832387000,807177000,782824000,790401000,760993000,734526000,732686000,875202000,3325729000,3313679000,3289943000,3416438000,3464742000,3521122000,3643262000,3948417000,4390813000,4381055000,4848576000,4863982000,4996565000,5241781000,5282509000,5956500000,5855284000,5796403000,5796749000,5829227000,6079482000,6405663000,11299410000,15127282000,15285101000,16032799000,16388468000,23991524000,24662771000,25842921000,26447798000,36587220000,37570990000,37640433000,37972515000,AKBNK
1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),236593000,228151000,217832000,220664000,220250000,221548000,222230000,356672000,349104000,342426000,330572000,471650000,475840000,510187000,534683000,624243000,631931000,616883000,648417000,933979000,947547000,1038516000,1056875000,1168372000,1159420000,1180724000,1205775000,1465639000,1571842000,2018818000,2079403000,2652021000,2658645000,2828464000,3000543000,3767983000,4301288000,4791558000,5230297000,6447391000,6746929000,7543501000,8227756000,AKBNK
1AOA,15.1 Şerefiye,17.1 Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AOB,15.2 Diğer,17.2 Other,236593000,228151000,217832000,220664000,220250000,221548000,222230000,356672000,349104000,342426000,330572000,471650000,475840000,510187000,534683000,624243000,631931000,616883000,648417000,933979000,947547000,1038516000,1056875000,1168372000,1159420000,1180724000,1205775000,1465639000,1571842000,2018818000,2079403000,2652021000,2658645000,2828464000,3000543000,3767983000,4301288000,4791558000,5230297000,6447391000,6746929000,7543501000,8227756000,AKBNK
1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,0,11452000,164401000,146184000,14052000,0,0,14295000,0,0,0,9075000,121589000,351488000,178228000,285627000,601308000,0,0,2438000,0,0,366480000,88226000,83700000,0,0,73610000,6328192000,5666927000,0,192285000,125181000,1380565000,0,54509000,0,4334098000,3687633000,2068763000,1778894000,3399622000,498764000,AKBNK
1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116509000,262217000,601308000,0,0,0,0,0,366480000,0,0,0,0,0,0,5666927000,0,0,0,1380565000,0,0,0,0,3687633000,680721000,677891000,0,0,AKBNK
1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,0,11452000,164401000,146184000,14052000,0,0,14295000,0,0,0,9075000,121589000,351488000,61719000,23410000,0,0,0,2438000,0,0,0,88226000,83700000,0,0,73610000,6328192000,0,0,192285000,125181000,0,0,54509000,0,4334098000,0,1388042000,1101003000,3399622000,498764000,AKBNK
1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),159462000,169162000,174291000,179537000,182341000,31148000,42394000,42343000,43995000,46870000,49829000,57520000,66214000,82099000,86248000,90305000,102195000,114748000,857564000,636017000,163650000,226259000,177877000,173416000,192837000,201095000,241070000,170756000,154277000,306686000,246784000,565378000,517843000,453445000,402147000,475836000,3636022000,3476071000,3412749000,3464212000,3501540000,3571356000,3654822000,AKBNK
1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,159462000,169162000,174291000,179537000,182341000,31148000,42394000,42343000,43995000,46870000,49829000,57520000,66214000,82099000,86248000,90305000,102195000,114748000,857564000,636017000,163650000,226259000,177877000,173416000,192837000,201095000,241070000,170756000,154277000,306686000,246784000,565378000,517843000,453445000,402147000,475836000,3636022000,3476071000,3412749000,3464212000,3501540000,3571356000,3654822000,AKBNK
1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,1344935000,1483843000,2082672000,1497616000,1980402000,2541544000,2713896000,2352512000,3166639000,3280493000,2478376000,3296128000,4301111000,4316422000,7618554000,6038884000,5020787000,5721521000,6245536000,5426550000,6716624000,7555686000,8364914000,2819328000,2867985000,3640655000,4457653000,4447094000,6126947000,9688617000,16611115000,19757384000,24501316000,24639331000,28233677000,26094613000,27350078000,33474897000,47496635000,42503163000,43110525000,58907479000,61218462000,AKBNK
1Z,AKTİF TOPLAMI,TOTAL ASSETS,219187921000,221063137000,236148463000,234808988000,242436045000,247352649000,256513694000,272824693000,282980247000,292562149000,293065411000,316030868000,322354348000,340935554000,392457232000,327642125000,356833265000,344764245000,351448288000,360501112000,393932331000,414858399000,453588860000,446100801000,481130610000,497145202000,552507431000,708911295000,789045783000,922168300000,1003480579000,1075186455000,1185169058000,1434576257000,1612957984000,1789174174000,1959704440000,2180575592000,2277956968000,2515596654000,2706720796000,2818347573000,3028775669000,AKBNK
2A,I. MEVDUAT,I. DEPOSITS,119302232000,125740861000,140962985000,138942497000,140475794000,140812275000,151305993000,158878192000,165599525000,173220430000,172207709000,184904449000,193563180000,198446282000,221344266000,188391053000,206505163000,206234830000,214848036000,224054527000,248480648000,237291670000,269214476000,268570195000,283660823000,295656274000,320295797000,413260734000,470213980000,581131200000,624915178000,679324762000,774590444000,946732894000,1070043185000,1218108326000,1307172660000,1403593766000,1504756655000,1562097372000,1673573010000,1803889006000,1926816379000,AKBNK
2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,4380788000,5211906000,5290195000,4735297000,5235216000,5367022000,5310664000,5219063000,6582993000,6423690000,5666013000,6222625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
2AB,1.2 Diğer,1.2 Other,114921444000,120528955000,135672790000,134207200000,135240578000,135445253000,145995329000,153659129000,159016532000,166796740000,166541696000,178681824000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,1519909000,1449963000,2501881000,1446874000,1964241000,2327877000,1508375000,4513808000,4910305000,4030567000,3552205000,5520253000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKBNK
2C,III. ALINAN KREDİLER,III. FUNDS BORROWED,23013339000,22176214000,25420165000,23713338000,22652284000,26247554000,27643143000,30066936000,30959155000,28995224000,28131103000,29671780000,31303489000,40034602000,44186448000,39727165000,38556597000,32696384000,30953571000,31371096000,32308608000,33959537000,39556823000,36264001000,38892508000,38928527000,35981309000,53496813000,58030439000,67203667000,73351273000,64396760000,64242273000,76770224000,80499056000,94828506000,95996379000,95466976000,98649777000,95383543000,111385156000,128386386000,146421254000,AKBNK
2D,IV. PARA PİYASALARINA BORÇLAR,IV. FUNDS FROM MONEY MARKET,28182412000,23855095000,20804215000,22829108000,27556560000,27271608000,24495020000,25383017000,22615494000,22530074000,23437553000,27283040000,24487838000,21489012000,30069645000,13062199000,16494910000,9625652000,10144696000,8811764000,17236883000,33351735000,23819269000,19007866000,34741347000,29658613000,57200082000,61006635000,63820780000,49757850000,43975385000,54029855000,64580034000,103350071000,109768506000,89831382000,126152732000,225933588000,182553689000,324370032000,346317711000,249994622000,249712281000,AKBNK
