FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,1429028677,1347252178,1351520636,2230045590,1485740783,1124844605,1140741012,1810762327,1345681495,1456144964,1722019337,2310664316,2042752784,2126679075,2166429118,ULKER
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,203574385,199147585,202964139,814086056,513945945,338544624,353057318,570695561,391499184,508581190,682493410,933634657,632688000,688011474,711138003,ULKER
1AB,Finansal Yatırımlar,Short-Term Financial Investments,432714427,381401560,308393443,18516015,166773,152959,129986,207078,142037,141826,141154,193164,152457,151234,150187,ULKER
1AC,Ticari Alacaklar,Short-Term Trade Receivables,399363931,346862516,379616755,649903000,496402871,382408696,397183585,590747542,505721194,460120510,539497023,777185380,723665621,666174935,712294140,ULKER
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULKER
1AE,Diğer Alacaklar,Short-Term Other Receivables,64712313,71300730,75411786,137011691,91488394,82216733,85554401,105949924,88502548,71574047,73692152,94186002,79205972,66597743,60859779,ULKER
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULKER
1AF,Stoklar,Inventories,255388754,256405634,291187251,454643605,287715475,253392360,242993692,410806238,278232943,316703360,321765026,419851340,504815601,592054536,554240457,ULKER
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULKER
1AH,Diğer Dönen Varlıklar,Other Current Assets,73274866,92134153,93947262,155885223,96021326,68129233,61822030,132355983,81583590,99024032,104430571,85613773,102225133,113689152,127746551,ULKER
1AI,(Ara Toplam),(Subtotal),1429028677,1347252178,1351520636,2230045590,1485740783,1124844605,1140741012,1810762327,1345681495,1456144964,1722019337,2310664316,2042752784,2126679075,2166429118,ULKER
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULKER
