FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,PGSUS,1008349545,962128592,828725927,742593232,702445173,1118515541,1179953402,950132168,973527302,1121507068,1147488203,1105984509,1330298622,1499518322,1696639087,1627652132,1772659629,1776122765,2087923264,2466854284,1763946361,1830765518,2029071420
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,PGSUS,502865763,603451922,520033955,485095703,466222120,695903893,738161389,522487813,473813773,582492894,629278421,563648669,565466880,615280079,815746064,545189901,875220225,937740310,1376160638,1641643347,825749555,992892989,1212884481
1AB,Finansal Yatırımlar,Short-Term Financial Investments,PGSUS,0,0,0,21649990,0,19478607,20964026,42347993,53155149,32188021,38989827,120721399,273753687,372607050,384013099,628477752,367423905,283346638,246797644,393855212,516209501,381116275,433611465
1AC,Ticari Alacaklar,Short-Term Trade Receivables,PGSUS,26681339,27200703,23173602,26569755,24914492,97999958,39522401,25250715,43289577,81127407,92421205,62729429,56901329,81850930,82539408,56589557,89935050,89383640,89900654,95798078,76728406,122245567,107490754
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,PGSUS,125158928,74980126,48569819,12259075,9643721,8474566,9499147,9529696,16130547,12105674,10523291,10027847,7568500,7664262,3527377,6259890,5862531,5422206,2242313,3771528,9242655,22797165,17570400
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,PGSUS,12416278,11938974,11418192,12308897,10762553,10798466,11146518,10584744,12231563,26240528,26050860,26783350,27367964,30050922,33515615,36460711,40998894,33710891,41236162,54140185,44790476,48785421,51594367
1AG,Canlı Varlıklar,Short-Term Live Assets,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,PGSUS,341227237,244556869,225530360,184709812,190902287,285860051,347148657,316858416,374906692,333911886,333987007,322073815,399240261,392065079,377297524,354674322,393219024,426519079,331585852,277645934,291225769,262928101,205919952
1AI,(Ara Toplam),(Subtotal),PGSUS,1008349545,962128592,828725927,742593232,702445173,1118515541,1166442138,927059377,973527302,1068066411,1131250612,1105984509,1330298622,1499518322,1696639087,1627652132,1772659629,1776122765,2087923264,2466854284,1763946361,1830765518,2029071420
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,PGSUS,0,0,0,0,0,0,13511264,23072791,0,53440657,16237592,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,PGSUS,2444196566,2809713127,2904752111,3168592850,3124518267,3192127667,3072464863,3016246276,3200390537,3293916337,3333131215,4008421130,4018136854,4156838097,4197721817,5220302334,5127696878,5480946349,5993291495,7587719031,6426281595,6954279297,7308784267
1B,Ticari Alacaklar,Trade Receivables,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,PGSUS,22337963,20815146,19572867,27606188,28616296,29679240,29118984,28887424,27251855,31238797,33751464,36647139,30465719,32574807,41151394,60318734,63078818,61797063,82912468,110719677,89130813,90048848,92731786
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,PGSUS,29952127,30824051,31408747,9837294,31092098,119772047,121226607,162808862,188466223,213598432,251013705,228329112,79618986,53024142,54047337,56770488,81837501,133397605,133954113,163997867,201313600,162505927,165366523
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,PGSUS,9549534,9849468,9774570,10388013,9647370,9897170,10366042,12425219,18806194,18550628,18745315,19533949,20095327,19404546,19828609,20429462,20865711,21718525,22385572,27534078,22611216,23655965,24240725
1BE,Canlı Varlıklar,Long-Term Live Assets,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,PGSUS,1951359007,2264203598,2314799377,2662423629,2652303844,2672130080,2525405492,2448536191,2546716656,2623759293,2641539762,3136426204,3326031028,3484695596,3357373863,3848898599,3702193455,3939879285,4316097886,5440359881,4443984284,4866963252,5128105942
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,PGSUS,270448984,271945295,286323202,192735894,177133442,174293478,152036519,138908926,136903218,124345746,129619708,187625187,192246392,183323976,324742537,351890236,373151956,419427108,481119880,614121270,540050166,593155237,610616266
1BGA,Şerefiye,Goodwill,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,PGSUS,13731196,13760203,14240548,14950953,14436912,14598614,14158216,13775610,13733863,13129932,12521833,15318794,16467642,16574046,17179666,21820134,22450628,23430310,24158438,31355534,31653455,35688893,37325278
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,PGSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428928712,418294681,435026943,420450376,556633297,483984348,454999473,434726687
