FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,612742660,657341206,772029312,800010997,844059454,831723877,1083158280,1139508194,1011876847,1054343643,1272448270,1109583121,895519365,992717344,1203694326,TAVHL
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,182519453,224327139,255404563,274583814,273551580,250397339,474737548,595240630,484316866,548731987,673928648,459650937,338992644,357355648,514616633,TAVHL
1AB,Finansal Yatırımlar,Short-Term Financial Investments,130734886,93805253,111035408,160733878,126931123,149730804,194566142,199539288,147283636,99611802,174446369,200716902,134685928,157269167,213270894,TAVHL
1AC,Ticari Alacaklar,Short-Term Trade Receivables,115544924,135215201,156631325,132213965,164207674,148195875,196766171,133462953,152049710,168681691,182129423,178217985,168671079,225365916,233716355,TAVHL
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1AE,Diğer Alacaklar,Short-Term Other Receivables,34845569,37215093,17083403,15268311,19904471,15628537,16653176,15298546,18178774,14318373,18470796,26995018,22366118,28286263,27185967,TAVHL
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1AF,Stoklar,Inventories,21585842,17980697,59391929,53205798,73418787,43922867,30958944,37338741,43836617,51536401,48732480,58292687,49582409,55315706,46018816,TAVHL
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1AH,Diğer Dönen Varlıklar,Other Current Assets,127511986,148797824,172482684,164005232,186045821,177144950,168385182,157562400,165174192,170455219,173679924,184809002,180334939,168233992,168032375,TAVHL
1AI,(Ara Toplam),(Subtotal),612742660,657341206,772029312,800010997,844059454,785020371,1082067163,1138442558,1010839795,1053335472,1271387640,1108682531,894633118,991826692,1202841040,TAVHL
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,46703505,1091118,1065636,1037052,1008171,1060630,900590,886247,890652,853286,TAVHL
1AK,Duran Varlıklar,LONG TERM ASSETS,3690092884,3563609104,3458234216,3702200993,3711792233,3855925063,3831867826,4110411104,4132147194,4178436323,4317333343,5230489438,4244151669,4745428535,4766124031,TAVHL
1B,Ticari Alacaklar,Trade Receivables,8259624,5284458,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BB,Diğer Alacaklar,Other Receivables,242030757,214312820,230327025,231784166,219722115,166130748,167812149,179434749,206133424,198655022,207226183,289018994,259699448,242575102,250886113,TAVHL
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BC,Finansal Yatırımlar,Financial Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,761589661,732896581,712959072,778466795,725397909,723680768,712278750,833252519,783011322,788352699,801310700,945850980,738195392,779321443,777794553,TAVHL
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAVHL
1BFAA,Kullanım Hakkı Varlıkları,None,62315477,56634494,51494063,55978860,76146770,72404908,67988332,75500741,117817002,129733133,134857456,160040777,140252315,213440536,210867836,TAVHL
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,432266717,466842805,475934908,503147608,527501850,601926354,656026289,748521666,800975680,863912964,950319198,1253423218,1017186186,806942410,824561874,TAVHL
1BGA,Şerefiye,Goodwill,239490708,230009106,221553571,233282618,236558699,236606403,232778787,239031613,238240270,235628776,242728677,291301504,236617962,250008641,250254969,TAVHL
