FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,95834563,81686641,72614934,153237935,101609669,92050785,104643915,157667448,85918172,97833561,122388825,192620218,154342319,169026334,188195452,NTHOL
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,65071505,49949100,41632156,97534914,66874212,61758241,68439656,100073784,37487695,42418315,49778132,74493971,61842775,72833615,83994315,NTHOL
1AB,Finansal Yatırımlar,Short-Term Financial Investments,31232,0,27460,80557,0,84926,23408,42182,23590,25422,5324,0,0,0,0,NTHOL
1AC,Ticari Alacaklar,Short-Term Trade Receivables,15164551,12743212,10795225,17959962,7635529,5222037,4511850,5944499,3547935,3818575,9636071,27536926,21116280,21194829,23592743,NTHOL
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1AE,Diğer Alacaklar,Short-Term Other Receivables,975284,342618,338545,566143,345949,379557,1572267,7289336,7668967,6194683,8668793,14916815,14928278,14177543,14614926,NTHOL
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1AF,Stoklar,Inventories,4559609,6848157,6829648,13488042,8583319,7769003,11589587,15203229,10673518,11853898,12650947,13687354,9260950,10785434,12620318,NTHOL
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1AH,Diğer Dönen Varlıklar,Other Current Assets,10032383,11803554,12991900,23608317,18170661,16837021,18507147,29114417,26516467,33522668,41649558,61985152,47194036,50034914,53373151,NTHOL
1AI,(Ara Toplam),(Subtotal),95834563,81686641,72614934,153237935,101609669,92050785,104643915,157667448,85918172,97833561,122388825,192620218,154342319,169026334,188195452,NTHOL
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1AK,Duran Varlıklar,LONG TERM ASSETS,1128247753,1011240461,930419338,2350036782,1354781893,1026050886,979465215,2543329931,1982670389,2110775331,2205817480,2808104147,2301605791,2349253725,2428947010,NTHOL
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BB,Diğer Alacaklar,Other Receivables,782222,324690,306631,539344,329845,274840,278714,417445,342572,400452,441600,647131,604170,684611,752665,NTHOL
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BC,Finansal Yatırımlar,Financial Investments,162547,142798,128476,851004,124246,92154,86925,780434,567129,604647,633599,816802,669562,674513,694273,NTHOL
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,13964238,13987482,13990822,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,283023644,245019325,223189986,629978806,371569956,275844698,259491650,648778996,471391991,502594381,526590741,704430094,577447857,582219710,599382179,NTHOL
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
1BFAA,Kullanım Hakkı Varlıkları,None,19502853,21875245,18886907,61727685,14028497,10104602,9247685,135511422,92417140,93567308,95086667,98332541,78457592,80607022,80742780,NTHOL
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,755047086,689981357,627130076,1487232650,857250857,648322162,617674141,1631680394,1322355180,1408286134,1474205866,1957983306,1617049377,1652154856,1712896978,NTHOL
1BGA,Şerefiye,Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTHOL
