FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,FROTO,2522126415,2629245861,2927151245,3275953422,3170685426,2720331651,3824071168,3204736988,3412133051,3776034125,4297331677,9305313795,5981960256,5393522552,5950527529,10623898506,8199622491,8466973511,9213321290,11596559222,10011529245,10478595312,10302877451
3B,Sürdürülen Faaliyetler,Continuing Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C,Satış Gelirleri,Net Sales,FROTO,1531820981,2329276853,4230494941,7036797077,2194991499,3395097115,5633966378,7966397382,1995065150,4079516811,6966416321,19413556605,6519405468,12787030720,18598790202,24957689239,5539600387,10309749011,16709911617,22702369452,4437955751,9747157498,15072545084
3CA,Satışların Maliyeti (-),Cost Of Sales,FROTO,-1356584434,-2059161777,-3725762378,-6156471282,-1915714829,-2940679169,-4905397947,-6716651969,-1728894910,-3483516841,-6051479692,-17210794920,-5713756986,-11103315647,-15696524410,-21610174195,-4950073633,-9257467311,-15047257063,-20618907220,-4054411364,-8925346826,-13810802340
3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,FROTO,175236547,270115076,504732563,880325795,279276670,454417946,728568432,1249745413,266170240,595999970,914936629,2202761685,805648482,1683715073,2902265792,3347515045,589526754,1052281700,1662654554,2083462232,383544387,821810671,1261742745
3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CB,Diğer Gelir ve Giderler,Other Income (Expenses),FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),FROTO,175236547,270115076,504732563,880325795,279276670,454417946,728568432,1249745413,266170240,595999970,914936629,2202761685,805648482,1683715073,2902265792,3347515045,589526754,1052281700,1662654554,2083462232,383544387,821810671,1261742745
3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),FROTO,-26065430,-42472428,-75807620,-120036943,-28254023,-55978255,-83980701,-148300099,-34359814,-72926382,-106317436,-315748517,-78736212,-201713990,-303942433,-415889476,-86090881,-176250724,-303164653,-399864298,-94668405,-194624241,-299966901
3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),FROTO,-18599801,-29028471,-45371869,-73523259,-22963483,-39197289,-58427790,-82959877,-20441806,-44965777,-75820101,-223644093,-86465298,-175686012,-288670767,-389567883,-87044486,-165338265,-268524845,-335731411,-59496581,-113615264,-173248697
3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),FROTO,-19809511,-31509611,-43908356,-65378594,-17490502,-34768297,-51366312,-76247382,-19803990,-39074501,-59010898,-171609459,-81143258,-185444351,-264882123,-321669458,-60175763,-131017083,-188545446,-235422214,-48752587,-97486236,-158136517
3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,FROTO,35497798,51399624,106820402,121632237,51486105,76274887,102481019,236524092,57846417,94358224,119506420,389823342,110756628,600852701,745329136,960586827,163997571,252526334,410927385,489078204,137691520,333789609,464375174
3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),FROTO,-16464615,-23365121,-36387064,-59187100,-29693976,-45577906,-70910686,-121329223,-25919206,-51803005,-75888975,-240230420,-103816589,-299577420,-370880137,-513959457,-123698024,-248445495,-365977509,-495603185,-104009779,-210201136,-317052904
3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,FROTO,129794989,195139068,410078057,683832136,232360791,355171085,566363962,1057432924,223491841,481588528,717405639,1641352538,566243754,1422146001,2419219467,2667015598,396515172,583756467,947369486,1105919328,214308555,539673404,777712901
3H,Net Faaliyet Kar/Zararı,Net Operating Profits,FROTO,110761805,167104565,339644719,621386999,210568662,324474105,534793629,942238055,191564629,439033310,673788194,1491759616,559303714,1120870720,2044770468,2220388228,356215624,579675628,902419610,1112444309,180626814,416084931,630390631
3HA,Yatırım Faaliyetlerinden Gelirler,None,FROTO,191670,180862,378500,362716,332743,312301,304049,276074,257717,349106,818821,2230874,4340,12979,42254,174145912,30788663,45952129,132697150,264574202,68626291,184915360,249701042
3HAA,Yatırım Faaliyetlerinden Giderler (-),None,FROTO,-46773,-112344,-108100,-193382,0,-185809,-4283580,-4208447,-1161265,-1159634,-1385146,-4034183,-156401,-149236,-4656706,-4488274,0,-213934,-12677757,-23261686,-10757,-2426120,-2929432
3HAB,Diğer Gelir ve Giderler,None,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0
3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,None,FROTO,129939886,195207586,410348457,684001470,232693534,355297577,562384430,1053500551,222588292,480778000,716839314,1639549229,566091693,1422009744,2414605016,2836673236,427303835,629494663,1067388879,1347231843,282924090,722162644,1024484511
3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),FROTO,32879677,67323023,142110871,264011691,104059838,162159865,297953632,651165610,109323123,303246251,373489415,801091087,164712987,467550969,703721815,907509666,119621820,203495013,354458395,547807042,144963591,390511056,546075910
3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),FROTO,-62757402,-124910219,-209764040,-363409278,-91357924,-163517688,-281001938,-731375729,-168362295,-404074728,-507716637,-909069170,-142769159,-640211145,-911995640,-870462277,-105801207,-169458823,-309382032,-483007311,-174045862,-679714485,-859271985
3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,FROTO,144897,68518,270399,169334,332743,126492,-3979532,-3932373,-903548,-810528,-566325,-1803309,-152061,-136257,-4614452,169657638,30788663,45738195,120019393,241312515,68615534,182489240,246771610
3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,FROTO,100062161,137620390,342695288,584603883,245395448,353939754,579336124,973290433,163549120,379949522,582612092,1531571146,588035521,1249349568,2206331191,2873720625,441124448,663530852,1112465242,1412031574,253841818,432959215,711288435
3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,FROTO,2875044,2722958,-5964676,12320519,296417,3301972,1954474,12800463,36969119,57086889,66045467,137397203,-120077515,-269741315,-348450341,98601613,-40867757,7091598,-52654461,70829339,-74915565,-86473856,-132478019
3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),FROTO,-761609,-621134,-2869560,-5663287,-1742177,-3286382,-5566655,-8621708,-2310221,-3409848,-4619016,-13037127,-177939568,-170517738,-168746602,-166014485,-4509015,-11251148,-23941760,-47987821,-11915948,-23608675,-51748110
3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,FROTO,3636653,3344091,-3095116,17983806,2038594,6588354,7521129,21422171,39279340,60496737,70664484,150434330,57862053,-99223577,-179703740,264616098,-36358742,18342745,-28712701,118817160,-62999617,-62865181,-80729909
3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,FROTO,102937205,140343347,336730611,596924402,245691865,357241725,581290598,986090896,200518239,437036412,648657560,1668968349,467958005,979608253,1857880849,2972322238,400256691,670622450,1059810781,1482860913,178926254,346485359,578810417
3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,FROTO,102937205,140343347,336730611,596924402,245691865,357241725,581290598,986090896,200518239,437036412,648657560,1668968349,467958005,979608253,1857880849,2972322238,400256691,670622450,1059810781,1482860913,178926254,346485359,578810417
3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3LB,Azınlık Payları,Minority Interests,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Z,Ana Ortaklık Payları,Parent Shares,FROTO,102937205,140343347,336730611,596924402,245691865,357241725,581290598,986090896,200518239,437036412,648657560,1668968349,467958005,979608253,1857880849,2972322238,400256691,670622450,1059810781,1482860913,178926254,346485359,578810417
3ZD,Hisse Başına Kazanç,Earnings per Share,FROTO,0,0,1,2,1,1,2,3,1,1,2,5,1,3,5,8,1,0,0,4,1,0,0
3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,0,4,1,0,0
3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,0,4,1,0,0
3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,FROTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,0,4,1,0,0
4B,Amortisman Giderleri,Depreciation & Amortization,FROTO,35765678,68455724,100067098,130426062,34078789,64630785,95293676,118122888,21061014,39245729,78607108,433090723,123123611,220990830,296792501,367465097,94013189,189165242,308585905,408739242,96710291,204554124,320506107
4BA,Kıdem Tazminatı,Severance Payments,FROTO,812306,1533004,2212643,2827161,795802,1493948,2181647,2641189,708597,1330191,0,4761297,0,91997963,0,11837068,12822209,13097113,0,6181391,10042973,14049298,0
