FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,5023190712,5018888410,4913793371,8221121930,5400756105,4893420733,5476739298,8387305273,5592305866,7352672562,6995490734,8143393501,6879784557,7613732807,7475599279,ARCLK
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,1138504177,896041494,1100974876,2157671898,1529485611,1108089804,1444729089,2388669811,1440803899,1376208336,1003718072,1803373713,1159460243,1508955602,1718076625,ARCLK
1AB,Finansal Yatırımlar,Short-Term Financial Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1AC,Ticari Alacaklar,Short-Term Trade Receivables,1972666007,2024502378,1836335563,2986796124,2065059778,1953509911,2185244549,3256597810,2259434757,3171010421,3134184656,3297832094,2982854254,3291538365,3014047439,ARCLK
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1AE,Diğer Alacaklar,Short-Term Other Receivables,0,0,0,20938981,0,0,0,16031982,16262104,21596732,17362042,36214804,18862548,23471356,36999971,ARCLK
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1AF,Stoklar,Inventories,1594885259,1696106977,1722111782,2715699498,1605028351,1532862781,1597542915,2322916589,1602299837,2317917489,2385753324,2545351628,2338233797,2325459882,2227500794,ARCLK
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1AH,Diğer Dönen Varlıklar,Other Current Assets,317135268,402237559,254371149,340015428,201182366,298958237,249222745,403089081,273505268,465939584,454472640,460621262,380373714,376620148,391219385,ARCLK
1AI,(Ara Toplam),(Subtotal),5023190712,5018888410,4913793371,8221121930,5400756105,4893420733,5476739298,8387305273,5592305866,7352672562,6995490734,8143393501,6879784557,7526045353,7387844215,ARCLK
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,87687454,87755065,ARCLK
1AK,Duran Varlıklar,LONG TERM ASSETS,1960824496,1923014307,2020221053,4186644405,2240980779,2118185051,2137176110,4250197482,3050647207,4590347055,4854757844,5971279378,4954050437,5015799625,4986193557,ARCLK
1B,Ticari Alacaklar,Trade Receivables,3397552,2654181,2026078,3728539,2212135,1529788,1729527,1670493,1202433,1057403,1618869,1236736,0,7748089,8893164,ARCLK
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BB,Diğer Alacaklar,Other Receivables,0,0,0,0,0,0,0,0,0,0,0,0,12630433,0,0,ARCLK
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BC,Finansal Yatırımlar,Financial Investments,753231,1410846,1634748,7730301,1683726,1638680,1904397,6939063,4517401,4978820,5338404,8337616,6562060,6441234,7406497,ARCLK
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,56998875,55123776,50069049,109434978,59256194,49302811,46617990,71286244,64824973,65373221,68817143,88626989,79725034,79227803,78788623,ARCLK
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BFAA,Kullanım Hakkı Varlıkları,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,980519112,967888374,1071827502,2366189996,1119707106,1048650153,1051586815,2183002818,1556786783,2435002113,2550653346,3222910381,2645305640,2649695622,2626972363,ARCLK
1BGA,Şerefiye,Goodwill,223066867,210898666,199540645,403130739,223135378,203176972,201379968,355878886,245167328,246402344,247406802,303316004,243393377,245107705,246498668,ARCLK
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,559407577,526218831,494430711,1019397929,510990890,508894030,508861883,974203104,703467487,1017428061,1070311270,1288711207,1070251813,1098448423,1115724575,ARCLK
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,128330071,150540158,186496300,204202114,264843077,243275196,257223656,402963077,298489686,616532737,677039304,817270020,698174564,774016688,740756993,ARCLK
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,8351212,8279473,14196021,72829810,59152274,61717421,67871873,254253797,176191117,203572356,233572705,240870425,198007517,155114060,161152673,ARCLK
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,6984015208,6941902716,6934014424,12407766336,7641736885,7011605784,7613915409,12637502755,8642953073,11943019617,11850248577,14114672879,11833834994,12629532432,12461792836,ARCLK
1BM,KAYNAKLAR,LIABILITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,3779074300,4335660340,4249934024,6986988362,4870094852,4311413667,4509430759,6746245774,4518664836,6635294220,6211462152,7851369134,6841564610,7930430946,7847291518,ARCLK
2AA,Finansal Borçlar,Short-Term Financial Loans,1317619395,1819111339,1879701274,3098891042,2299902282,1767296982,1725999490,2812466388,1779143509,1994481699,1694136620,2209750453,2094286152,3265929987,3424276290,ARCLK
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,1865412828,1810358927,1680874564,2720382340,1738550173,1721391556,1932907971,2653672439,1914099575,3305424278,3078895897,3633646200,3150390657,3089811566,2856199112,ARCLK
2AAGAB,Diğer Borçlar,Other Short-Term Loans,89332288,91201876,98955374,154597107,171834551,147372514,115259134,207805794,119072985,146888701,161686272,206933659,193303563,224913092,258048536,ARCLK
2AAGAC,Müşteri Söz. Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),4908651,8950657,12993947,4421471,7504039,7686048,18085320,20651650,9197152,28002268,3529847,9744590,12061654,2615617,5935245,ARCLK
2AAGE,Borç Karşılıkları,Short-Term Provisions,180421932,222695700,189086249,340171578,239232742,218275969,224423102,310781146,233645884,359647076,364646354,481708592,400236667,746397881,670386253,ARCLK
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,321379207,383341841,388322616,668524824,413071066,449390597,492755743,740868358,463505732,800850198,908567162,1309585641,991285917,600762803,632446082,ARCLK
2AAGG,(Ara Toplam),(Subtotal),3779074300,4335660340,4249934024,6986988362,4870094852,4311413667,4509430759,6746245774,4518664836,6635294220,6211462152,7851369134,6841564610,7930430946,7847291518,ARCLK
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,1669144952,1145829769,1327434253,2322368300,1409991974,1384216146,1795232006,2975250260,2063554459,2465902759,2939890821,3599414879,2886047413,2809959309,2833154039,ARCLK
2BA,Finansal Borçlar,Long-Term Financial Loans,1359166434,831521562,736804405,1425867499,924895350,910690308,1329760483,2176658031,1521804097,1692732802,2106612214,2689181362,2096771027,1886589731,1906762342,ARCLK
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2BBA,Ticari Borçlar,Long-Term Trade Payables,0,0,0,0,0,0,0,0,0,0,0,0,0,897685,0,ARCLK
2BBB,Diğer Borçlar,Other Long-Term Loans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2BBBA,Müşteri Söz.Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARCLK
