FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,870919917,707291586,625339366,1121417890,640740789,456422651,491270719,844842906,626266328,603929017,650931967,759939395,589919766,592429757,579159135,KRDMD
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,359193403,241614889,152193288,113863579,165995224,52683138,28928411,159380294,111518883,35906162,70800193,67881342,46945552,47993056,35351182,KRDMD
1AB,Finansal Yatırımlar,Short-Term Financial Investments,1345,11295714,3603862,136281,19182486,8768061,1979048,43807,138292,357090,522821,22595,2815385,3279405,3393838,KRDMD
1AC,Ticari Alacaklar,Short-Term Trade Receivables,206172228,110377673,106784554,252362952,128698625,75168673,127836597,172787419,107952608,91568971,131982674,114673838,110123711,97958744,131990306,KRDMD
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1AE,Diğer Alacaklar,Short-Term Other Receivables,9609123,11918644,13059400,39138685,14398083,12113437,13647673,13627973,15183552,16625967,11798356,26088548,20317332,16772413,10552510,KRDMD
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1AF,Stoklar,Inventories,190182898,245513351,285315160,611040935,279666831,244199666,245385371,411547972,289339569,336199984,327860789,427124122,332775994,344100795,340954090,KRDMD
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1AH,Diğer Dönen Varlıklar,Other Current Assets,105760920,86571315,64383102,104875459,32799541,63489676,73493619,87455440,102133424,123270843,107967134,124148949,76941793,82325342,56917208,KRDMD
1AI,(Ara Toplam),(Subtotal),870919917,707291586,625339366,1121417890,640740789,456422651,491270719,844842906,626266328,603929017,650931967,759939395,589919766,592429757,579159135,KRDMD
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1AK,Duran Varlıklar,LONG TERM ASSETS,444724922,395423450,365038871,1277085535,376863119,294432047,279885622,1164360903,841821489,892356798,939438403,1230006513,1007187448,1016507257,1059229731,KRDMD
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1BB,Diğer Alacaklar,Other Receivables,13768,26945,13146,24888,15002,12076,11387,223913,125075,139630,274386,276925,263689,368931,442350,KRDMD
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
1BC,Finansal Yatırımlar,Financial Investments,22682,19927,17928,156750,17334,12857,12127,143749,104459,111373,84206,108552,88985,89641,92268,KRDMD
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,1023354,1126525,1320804,2560062,1716638,1147880,1761274,3487387,2388928,3983766,4464275,6054927,5125450,5353062,5643658,KRDMD
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRDMD
