FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,TTRAK,338383464,295758867,355739812,493595807,406802933,422840216,396740089,369948504,415995204,426742630,431225748,1038443183,589171525,514211801,598254946,1224223952,912192405,685008296,650727342,815514496,736793866,624906404,587017579
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,TTRAK,170161559,124998198,181805747,254339723,182371960,166340286,125252344,117320962,118098700,92045631,149734672,388522873,235281563,249650652,261820702,603677475,402635224,169807869,144558555,234014158,291355249,194568536,132950686
1AB,Finansal Yatırımlar,Short-Term Financial Investments,TTRAK,0,0,0,0,0,0,0,0,0,0,0,36947523,5933288,290195,273727,551243,348141,737719,769920,1057428,787563,801232,1337105
1AC,Ticari Alacaklar,Short-Term Trade Receivables,TTRAK,75963199,81890658,75106148,107046753,94549809,115411831,96884859,94696142,88691547,110141143,102162827,184890817,137821807,90623888,81720364,118258702,149853433,150901805,133571770,153705565,159155424,99171036,86552920
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,TTRAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,TTRAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,TTRAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,TTRAK,83460072,80776613,91141413,117166538,116796129,120696324,152979358,130259903,171904652,187310014,146232136,338068216,160025755,138743045,215733307,425710763,310186968,298389974,312310312,345783510,234342568,262023832,302801794
1AG,Canlı Varlıklar,Short-Term Live Assets,TTRAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,TTRAK,8798635,8093398,7686503,15042793,13085036,20391775,21623527,27671497,37300305,37245842,33096113,90013754,50109111,34904020,38706847,76025769,49168640,65170929,59516785,80953835,51153062,68341768,63375073
1AI,(Ara Toplam),(Subtotal),TTRAK,338383464,295758867,355739812,493595807,406802933,422840216,396740089,369948504,415995204,426742630,431225748,1038443183,589171525,514211801,598254946,1224223952,912192405,685008296,650727342,815514496,736793866,624906404,587017579
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,TTRAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,TTRAK,148889630,139177184,124615322,124215427,115249971,120909710,119166571,87674996,90192339,92576626,91032555,349881504,136722119,112333316,131737926,364688307,284082922,331719115,340704056,459707562,386641552,380202811,389015072
