FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,ENKAI,2958011396,3146111589,3252216786,3584531462,4069552921,4341935280,4635719939,5097508650,4430790807,3768781408,3411140626,3529794363,3506892869,3537929848,3633312514,4040352884,4249053723,4138827075,4422103650,5668300655,4445781988,4664924295,5077193109
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,ENKAI,889746410,1051288455,1093598414,1333953610,1665758321,1608823124,1710935185,2058001048,1704787534,1290759493,1224069243,1024444640,1057330700,1089329638,1123012215,1227871474,1227447347,1126335992,1124182111,1501650643,1096471030,1073708367,1308749880
1AB,Finansal Yatırımlar,Short-Term Financial Investments,ENKAI,1288296133,1319653855,1383391749,1457696396,1652727916,1880299106,2062264096,2204024114,1854866505,1499845010,1194560616,1475460976,1468059131,1522303128,1602496135,1801666085,2025791285,1922959012,2060561545,2673751703,2171971840,2235738639,2368210915
1AC,Ticari Alacaklar,Short-Term Trade Receivables,ENKAI,311429613,313520239,262519121,328980586,256005779,337032280,347168138,275298959,248981212,322205627,331248161,312411061,278249825,310694444,299835266,362628063,283699619,344476833,399388722,549891762,351780635,399788232,476006527
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,ENKAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,ENKAI,1131049,1233900,1191316,2801539,2746979,2760151,2773624,13489478,13782658,13683933,7018181,7133461,7385578,7580249,8039051,13410701,16002300,5258672,5574490,5617889,12771920,5231084,4068915
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,ENKAI,45290891,12410619,21599624,15427368,35219883,21398130,35906571,22330787,18310976,18210156,37655791,28204516,27154598,23861366,28601692,62412915,46517518,56976643,76703606,90854810,107473179,153083336,85375022
1AF,Stoklar,Inventories,ENKAI,284762288,301052002,307783472,264407281,276957246,288081855,262115352,255279413,308579739,321016332,332229343,371657218,336097937,287734290,291829104,285367515,367487695,393575701,441201521,488381055,417547874,468893109,469289782
1AG,Canlı Varlıklar,Short-Term Live Assets,ENKAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,ENKAI,114248272,123666837,158714558,158245187,157771437,181452064,193424139,248821763,261317762,283514504,265865212,293979714,317627816,281887428,265358455,272846806,267964049,275430846,300669056,338685723,272238295,313839708,350849943
1AI,(Ara Toplam),(Subtotal),ENKAI,2934904657,3122825906,3228798254,3561511967,4047187560,4319846709,4614587104,5077245563,4410626385,3749235055,3392646547,3513291587,3491905586,3523390543,3619171917,4026203558,4234909812,4125013699,4408281050,5648833585,4430254773,4650282475,5062550984
