FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,TRALT,860276077,832339581,788503773,862193819,862073422,898775860,916709540,703395417,671852900,689134524,579442219,969206438,638996237,514019390,418180668,560336506,391496216,380126196,404589161,507152978,448215718,456775201,513767123
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,TRALT,731315354,765161112,715413587,796720707,802934011,835057441,856434201,665429641,347384390,187523934,30501075,12496423,52294166,10479636,6251623,12733077,24903876,31901914,33853726,3810215,45794067,100897735,155377138
1AB,Finansal Yatırımlar,Short-Term Financial Investments,TRALT,0,0,0,0,0,0,0,0,277477478,379713625,502118898,858564382,507980279,455826607,356723292,459341297,316657082,292411564,305634755,390900130,322760449,273292642,288996960
1AC,Ticari Alacaklar,Short-Term Trade Receivables,TRALT,24463,22464,19958,13723,23859,18054,72179,15352,28370,39182,29431,16015,20951,51953,63808,19938,136132,78850,107248,111185,56378,61740,33645
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,TRALT,65587480,2372402,3475702,4374723,3244533,3415978,4678509,4058639,5267910,79954408,6476032,7858477,8476271,4063882,3110771,7502416,2393271,1628782,633248,169351,6853572,5196220,652308
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,TRALT,58600167,60526001,63039324,54632637,49378837,52471050,53161504,31905415,35933440,40483183,39129317,67963111,52827057,41120775,47061620,66468280,42578996,42726020,54537468,98182709,42220534,46914931,31923303
1AG,Canlı Varlıklar,Short-Term Live Assets,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,TRALT,4748614,4257603,6555201,6452030,6492183,7813337,2363146,1986370,5761312,1420192,1187467,22282084,17397513,2476536,4969554,14271497,4826859,11379066,9822716,13979388,3941354,3626307,9213258
1AI,(Ara Toplam),(Subtotal),TRALT,860276077,832339581,788503773,862193819,862073422,898775860,916709540,703395417,671852900,689134524,579442219,969180493,638996237,514019390,418180668,560336506,391496216,380126196,404589161,507152978,421626354,429989576,486196611
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,TRALT,0,0,0,0,0,0,0,0,0,0,0,25945,0,0,0,0,0,0,0,0,26589363,26785625,27570512
1AK,Duran Varlıklar,LONG TERM ASSETS,TRALT,174172301,233183867,236555845,265388621,242435018,251095919,262766654,203000899,224716882,141820998,105222859,422782511,140196635,118428426,185201852,569997999,424736857,464971066,486882820,643078978,515711152,543034155,597998826
1B,Ticari Alacaklar,Trade Receivables,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,TRALT,115019,62160455,83193582,97919060,83441756,91303718,94749339,77502509,76463396,147861,1382970,2302317,27456509,22629959,25453949,37806370,29048498,24948077,32423287,1698370,1421114,832931,1222199
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,TRALT,38118666,37491066,33577296,40469816,36031316,30413413,30482096,21493073,51534013,45265646,14599102,96172539,14469559,9854540,14723802,115532343,91051584,94128532,77991838,97965342,78668383,72735856,79951469
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BE,Canlı Varlıklar,Long-Term Live Assets,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,TRALT,15382056,14686164,15266411,15863011,14058124,13409308,13056383,8652662,7838988,6851133,6132082,40040199,510324,378514,357033,0,0,0,0,49341335,13786941,13817529,14149167
1BFA,Stoklar,Stoklar,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,TRALT,2227304,1929691,1454637,1660366,1322055,5158293,5040418,3278439,2594060,1927040,1412347,4480621,1383327,831362,598228,1047902,472798,374179,311417,278478,170007,78619,49060
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,TRALT,88506268,92379258,81410342,88726035,84180534,85459699,93223453,71303602,66150305,61579017,59866915,226052477,66873691,55774925,63546124,237516115,180920739,225107845,262092738,363358626,319074793,358696210,412133684
1BGA,Şerefiye,Goodwill,TRALT,2129758,2044636,1804872,1511160,1346633,1291643,1262803,841159,765984,672921,605430,5085042,585372,434178,409538,4663240,3388677,3612982,3785885,0,0,0,0
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,TRALT,181570,134491,92323,147053,363155,344760,340098,297985,257783,218855,185801,401986,324321,315660,258186,597227,2087399,1856240,1478622,1366127,975506,811858,668854
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,TRALT,14476183,14096273,12392032,14807540,16230937,18155568,18514250,14251105,15116650,13230286,12040146,0,15434808,13773348,12116787,49641793,26818196,48041739,41492050,42706490,36769679,40355216,43748485
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,TRALT,13035478,8261834,7364348,4284580,5460507,5559517,6097813,5380364,3995704,11928238,8998065,48247331,13158726,14435940,67738205,123193009,90948967,66901473,67306985,86364211,64844728,55705936,46075909
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,TRALT,1034448378,1065523448,1025059617,1127582440,1104508440,1149871779,1179476193,906396315,896569782,830955522,684665078,1391988949,779192873,632447815,603382520,1130334505,816233072,845097262,891471981,1150231956,963926869,999809356,1111765949
1BM,KAYNAKLAR,LIABILITIES,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,TRALT,69656917,69833710,69616286,82649777,93248849,99092101,95545674,83785441,73502029,62778317,66153859,93899157,94297887,74693733,63810217,89813064,73712419,56649293,45898808,62323640,55536440,55890250,75216779
2AA,Finansal Borçlar,Short-Term Financial Loans,TRALT,817291,690978,420798,724232,627278,2095125,2198775,1501086,1586661,1371005,1222611,1768791,13591032,14623496,14069277,19163007,121631,197413,146917,174248,85294,49055,22438
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,TRALT,9544633,8725257,11234581,13935582,11533306,17642107,14674237,14812626,10264330,10886325,9687744,13521994,10726138,4827326,9475753,14641877,11377676,5964854,7828479,7065249,7163878,18228592,16476783
2AAGAB,Diğer Borçlar,Other Short-Term Loans,TRALT,839474,97440,51376,83684,357520,133856,72179,144986,69424,43975,69965,6570254,19467214,20130617,151280,42080,9970195,17531724,1505888,5400487,2009029,7722569,6622737
2AAGAC,Müşteri Söz. Doğan Yük.,None,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,TRALT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
