FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,TUPRS,3485301527,3995324630,3226011563,4208666703,4686748513,5019946872,5564912137,4981306373,5350072970,7209823981,6565774764,10543987081,5254266774,4969700266,7170778167,9847565926,6565290691,6442055417,6754311534,6586334422,4735166373,5756840381,6493079054
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,TUPRS,1670634050,2651576982,1402366923,2733748571,2535069178,2226952932,2338203497,1585874785,1317283254,2230477012,2161133187,4190147341,2027592533,1791400872,3043350835,4764529234,2673938028,2671961545,2999394368,2609621489,1233581965,2269436909,2815933321
1AB,Finansal Yatırımlar,Short-Term Financial Investments,TUPRS,0,0,0,0,0,0,0,0,17923347,16393352,120013206,187817265,12592168,2556669,114991030,34358811,126838107,4093227,14989512,852,687,728,770
1AC,Ticari Alacaklar,Short-Term Trade Receivables,TUPRS,671961863,251071111,602051196,247612173,450503069,690507251,892761032,1033227140,1308747843,1617545263,1579331989,1883956492,889471852,1184044052,1534904251,1979771899,1198163655,1366930118,1180754977,1315614948,1174499216,1340509113,1336473103
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,TUPRS,9823748,6721902,5956066,2618698,2708373,2427121,2737085,1540178,1662836,1885821,4484290,3573244,3296313,3143497,5491905,6248419,32157367,9431935,12485921,6765052,10147963,13894490,16585677
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,TUPRS,805358201,802781854,931447941,1036047466,1364991128,1732414471,1828086795,1779190145,2327284073,2809883593,1895674075,3173858104,1845533620,1524955005,1902664625,2176800921,1926304864,1982820561,1865727287,2139159428,1745676923,1451994529,1504577650
1AG,Canlı Varlıklar,Short-Term Live Assets,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,TUPRS,327523665,283172781,284189436,188639794,333476765,367645097,503123728,581474126,377171617,533638940,805138017,1104634636,475780287,463600172,569375520,885856642,607888670,406818031,680959468,515172653,571259618,681004612,819508533
1AI,(Ara Toplam),(Subtotal),TUPRS,3485301527,3995324630,3226011563,4208666703,4686748513,5019946872,5564912137,4981306373,5350072970,7209823981,6565774764,10543987081,5254266774,4969700266,7170778167,9847565926,6565290691,6442055417,6754311534,6586334422,4735166373,5756840381,6493079054
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,TUPRS,4257035174,4107832981,3677510752,4350030541,3680208853,3609324164,3549590309,2976239572,2605173799,2378057503,2300453426,8017857997,2620310093,2063735427,1984734704,8109358116,5909647875,6272949068,6485992189,9529937323,7843569542,7948192649,8180248596
1B,Ticari Alacaklar,Trade Receivables,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,TUPRS,0,0,475908,538701,491080,471027,670077,426646,557848,2986867,4647021,6957826,3739824,7611830,7778240,17106876,14834249,17285231,15647451,22830876,18592392,19423772,19898200
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,TUPRS,164679328,150469112,144856687,178466775,150730146,151349257,175712407,161024189,146921063,139512084,137981361,404182095,155592929,134850597,159578539,406039307,281875889,295439573,325589234,463241976,361844837,372129663,397383073
1BE,Canlı Varlıklar,Long-Term Live Assets,TUPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
