FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,BIMAS,1383431285,1366555466,1330399809,1498216395,1331644566,1274695431,1358437799,1049284281,1356556006,1381045628,1456983522,2494015909,1875072286,1521033336,1883698206,2666114210,2363816025,2253169592,2447570072,2627613022,2780698927,2492206725,2769141928
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,BIMAS,397067538,420013128,223174526,149702396,110230074,173457721,182821182,112113982,135716030,99229843,60128126,191914264,89392062,153898939,118892657,176575058,148848551,142840844,83358122,99903685,210245601,73373195,86147407
1AB,Finansal Yatırımlar,Short-Term Financial Investments,BIMAS,60631163,71126832,250740903,358386724,222170775,147223749,242388667,111704411,24250350,44841236,125764307,177013613,120689032,99289166,257948771,165548246,142964141,0,486056052,192508571,410619659,268917799,371533924
1AC,Ticari Alacaklar,Short-Term Trade Receivables,BIMAS,339291499,285990519,270978213,351855180,313442715,307311492,323330710,282739085,353684796,366742035,407167437,622283045,469704865,381086681,504385619,789423321,645409664,598869130,667767922,842192904,714342901,715873949,803024535
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,BIMAS,2980324,2559259,2603204,1823563,1891305,5080900,5135308,4165880,5035769,4956325,5410277,9666186,8463451,21275087,12870123,9691265,22048442,11223373,2802955,26024374,21227398,15278456,22898494
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,BIMAS,514584365,495389979,485268471,568890713,615522012,602740027,578539884,501231184,729989293,781307979,767903041,1302614617,1016630828,726236857,875970393,1337866456,1189103408,1138232797,1063775909,1316121368,1270852917,1260843782,1333745334
1AG,Canlı Varlıklar,Short-Term Live Assets,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,BIMAS,68876396,91475749,97634493,67557819,68387685,38881542,26222047,37329739,107879769,83968211,90610335,190524183,170192049,139246606,113630642,187009864,215441818,362003448,143809113,150862121,153410452,157919543,151792235
1AI,(Ara Toplam),(Subtotal),BIMAS,1383431285,1366555466,1330399809,1498216395,1331644566,1274695431,1358437799,1049284281,1356556006,1381045628,1456983522,2494015909,1875072286,1521033336,1883698206,2666114210,2363816025,2253169592,2447570072,2627613022,2780698927,2492206725,2769141928
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,BIMAS,1439143508,1420000875,1358752543,1654109408,1567465831,1609730448,1657801113,1228265483,1203784772,1164371892,1144870123,4237830878,2087352901,1712457943,1741609896,4585930190,3480906053,3846240691,4103887574,5742290513,4797648208,4929201455,5088350881
1B,Ticari Alacaklar,Trade Receivables,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,BIMAS,1133632,1139085,1092169,1315134,1269183,1373981,1331160,1580394,1094145,2398960,2220881,4850897,2805845,2420988,2388281,6719744,4839907,5061745,5070109,7106416,5301623,3731024,3865869
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,BIMAS,71071944,62619065,55276068,70421247,62754172,60191585,58847602,73208642,66665871,58566387,52692418,184066784,109055754,80887992,76297674,216073215,157015020,167408143,175420522,193263765,158425557,159594950,164271601
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BE,Canlı Varlıklar,Long-Term Live Assets,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,BIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,BIMAS,673578516,668597039,664724318,726357851,700477652,724564795,733110349,530697896,524333413,515144026,506785755,1587828796,678227363,603722941,640315686,1848286952,1439493501,1604232499,1715872742,2271223542,1943865733,1991194125,2023229529
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,BIMAS,680896604,674125738,622135536,838316224,786514603,802395382,821619653,591487531,575410168,547041351,544291913,2405447576,1225433817,963813511,955809378,2430168050,1806583374,1995903762,2135301865,3196752358,2643066155,2729883805,2833844922
1BGA,Şerefiye,Goodwill,BIMAS,0,0,0,0,0,0,0,1005092,2813244,2471452,2223576,1180547,699455,518794,489353,1082624,786709,838794,878929,1133075,928828,935688,963094
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,BIMAS,6177619,6323244,5612526,5847269,5175763,5132649,4874923,3985921,3557063,3108906,2730958,9300182,2630890,3292629,3348538,7835124,4233635,4480056,5499071,6580584,5156065,5574394,7195106
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,BIMAS,1805971,2121654,2646854,3630847,4005131,4718661,24999719,21312963,21595935,17867824,14872979,5049648,38723043,28228307,24238752,3409921,9984850,10209455,3371930,4496242,4580678,5556711,5295323
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,BIMAS,4479222,5075049,7265072,8220835,7269327,11353396,13017708,4987044,8314932,17772985,19051644,40106449,29776733,29572780,38722234,72354559,57969057,58106236,62472405,61734533,36323569,32730757,49685438
