FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,2197769837,2308147489,2362471634,4127300021,2751791034,2683124710,2888214359,5020293612,3383441732,3433117898,3631938068,4034772852,4198636797,4368400674,4470915910,TCELL
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,1282367579,1316385264,1312208753,2283587444,1423646484,1354111003,1423958288,2446777728,1508140900,1526196963,2369886989,2446371068,2865713081,2928763325,2942328867,TCELL
1AB,Finansal Yatırımlar,Short-Term Financial Investments,58834248,149949315,260563925,420778080,265904742,403708561,488651717,434234808,317779190,280861327,195459051,244196436,144236646,262863932,351547848,TCELL
1AC,Ticari Alacaklar,Short-Term Trade Receivables,351110785,367655799,323373473,593005766,486386714,379749358,394780500,543269981,444797703,465285097,483945440,593003671,533080032,546881976,557357461,TCELL
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,152435912,143571061,149814954,288237188,197120462,167759764,190752242,286008755,179666642,190272067,195827075,253470592,199542075,202300690,208507417,TCELL
1AE,Diğer Alacaklar,Short-Term Other Receivables,33921506,31048324,28999520,12806481,32979341,6339178,3962043,12599716,7371165,342524,229971,12015068,6558359,4487145,4599967,TCELL
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,85576568,80182070,90636262,166157645,99348909,87319209,99718041,156256048,110406356,151476982,145710232,184555721,152693842,151466578,151818016,TCELL
1AF,Stoklar,Inventories,31999864,22701511,17731254,26424728,21593929,19407722,21681069,26461261,18351884,21208625,21797791,23940883,22252278,18367217,19692725,TCELL
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCELL
1AH,Diğer Dönen Varlıklar,Other Current Assets,201523374,196654145,179143493,336302691,224810452,264729915,264710457,277248477,221971797,220986854,219081518,277219412,274560484,253269810,235063610,TCELL
1AI,(Ara Toplam),(Subtotal),2197769837,2308147489,2362471634,4127300021,2751791034,2683124710,2888214359,4182856775,2808485635,2856630440,3631938068,4034772852,4198636797,4368400674,4470915910,TCELL
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,837436837,574956096,576487458,0,0,0,0,0,TCELL
1AK,Duran Varlıklar,LONG TERM ASSETS,2939106353,2757044766,2524058355,8417499253,2972827005,2580792088,2550802560,7076015096,5343434373,5680803398,5924547853,8183027438,6852889778,7120022204,7347278460,TCELL
1B,Ticari Alacaklar,Trade Receivables,18351894,17228573,16988751,26279842,16956035,12890497,11758660,15953044,9181816,6075298,4993871,11641411,8267788,4740558,4907459,TCELL
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,11655062,12371640,12641857,25081678,17662734,18079174,21788886,29058061,16858513,14735520,11848958,13029541,8151199,6904331,6169003,TCELL
1BB,Diğer Alacaklar,Other Receivables,16214342,16035084,15780154,33047299,25651716,27374447,30956683,29330447,15043502,16727383,17502026,27730622,23190542,21062885,29686207,TCELL
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,4156920,3259463,2579438,5898302,3809087,3163945,3304127,4958344,3338311,5955761,5359292,5855732,4074965,6699898,7163794,TCELL
1BC,Finansal Yatırımlar,Financial Investments,118663484,131537978,132641857,185554879,135248595,118873504,81804164,31699925,150702705,202990759,263399459,632187402,533839011,512934990,588273563,TCELL
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,57108876,59510466,54247551,202919443,58858285,43685561,43193685,287355322,207087461,197625018,187414525,187876622,131172500,101894962,95057886,TCELL
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCELL
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,1799298,1289167,1115184,9560378,592408,448905,507256,6969683,4938628,5133327,5255087,6648189,5327182,4815434,4834350,TCELL
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TCELL
