FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,34355644014,37017581869,35100931323,63371364083,43180130552,40094971666,43376887698,63841668492,43109353504,47229706313,47863799898,64803656623,52768467187,50732205418,52405109592,SAHOL
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,4190629386,3784262974,3581130815,5704015748,3740057953,4535230502,3423420550,4672996782,3039906226,3601956528,3212558707,3966853183,4833399694,4088605560,3349489414,SAHOL
1AB,Finansal Yatırımlar,Short-Term Financial Investments,2130551915,2506880549,2282251282,5732407858,4395890774,3505177506,3617728579,4936478792,3587705327,3698817922,3904820391,4917753528,4941104703,4259604570,4584585105,SAHOL
1AC,Ticari Alacaklar,Short-Term Trade Receivables,374876667,376688954,364095547,579762385,368860474,331543047,314261248,468398748,345884317,356965149,382763315,528762307,426011175,468190915,456094859,SAHOL
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,18803419102,19433147549,18887234491,36020781390,24741132595,21495716439,24452078684,34875878039,23972684457,25800160619,26919926395,34585128725,27164250681,27298751846,29108758417,SAHOL
1AE,Diğer Alacaklar,Short-Term Other Receivables,397229515,389331991,351801845,676497971,574986085,526890675,698128418,663523480,481973342,534691914,774024808,912402002,669977771,820281043,818285251,SAHOL
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAHOL
1AF,Stoklar,Inventories,654052443,667362953,744666803,1214550075,805644941,709669883,743634690,1159403722,861363917,878751874,855003086,1112669159,869366359,851722755,878278205,SAHOL
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAHOL
1AH,Diğer Dönen Varlıklar,Other Current Assets,7778488083,9829485783,8875055708,13379459481,8525223058,8971800453,10111637789,17031858141,10699099389,12231698479,11684624150,18619932563,13731992536,12810310180,13068959299,SAHOL
1AI,(Ara Toplam),(Subtotal),34329247110,36987160753,35086236491,63307474909,43151795881,40076028504,43360889958,63808537704,42988616975,47103042484,47733720851,64643501467,52636102919,50597466870,52264450550,SAHOL
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,26396904,30421115,14694832,63889174,28334671,18943161,15997739,33130788,120736529,126663829,130079046,160155156,132364268,134738549,140659041,SAHOL
1AK,Duran Varlıklar,LONG TERM ASSETS,28134678146,26340485280,27022309280,50296439569,28483617611,24167259022,24887144607,43487136884,31510726975,33245280809,34465494420,44276374862,34543334699,36366094433,37887468399,SAHOL
1B,Ticari Alacaklar,Trade Receivables,75971,75847,75679,124760,76663,75455,75439,126342,1589495,337902,345732,94506,75435,75404,75370,SAHOL
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,12025160023,10882539212,10727589491,17377318332,10036662254,8461884219,7017323379,11940543957,8525894953,9934062727,10507194851,13592039139,10589153797,11271146075,12165280052,SAHOL
1BB,Diğer Alacaklar,Other Receivables,58020800,69239848,63836277,140172913,103528231,60733834,82544082,80737506,69597076,65536881,64772003,56871411,44269368,49099250,68693990,SAHOL
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAHOL
1BC,Finansal Yatırımlar,Financial Investments,11040528591,10769806907,11533487691,20452740604,13299512190,11019937069,12842248779,19379332413,14275976298,14262468519,14535711753,18377965474,14032732722,14963999382,15249799911,SAHOL
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,589630920,594727704,636294759,3529480301,926752363,782311052,1006403741,3771059601,2757629175,2871256215,3031473766,3923406902,3079686153,3136421165,3269790604,SAHOL
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAHOL
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,28293927,27743748,27343050,129247491,33831706,30959002,31469810,128713621,92297982,96784004,96638309,121618699,99089833,99953984,102244118,SAHOL
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAHOL
1BFAA,Kullanım Hakkı Varlıkları,None,151407918,152047581,146171862,412626628,191693368,166805092,167239991,456400769,342767441,361304504,376732568,473631000,404031221,412374788,436200315,SAHOL
