FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,AEFES,1991932082,2189355262,2173804950,2115322561,1990216766,2712870433,2268624543,1847065079,2460808879,2903093030,3000013476,4581797833,3114232898,3282703869,3262773901,4412355508,3225561440,3865590401,3663895912,4304629373,2640768072,3039157825,2913693533
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,AEFES,771963230,968425352,1080532307,1146951982,935325868,1403685300,1050038563,768393245,1058419750,1270990390,1422698670,2099442451,1203324091,1341890752,1481843688,2020527037,1197762185,1506364455,1511713216,1924638734,731289142,949896012,1020145401
1AB,Finansal Yatırımlar,Short-Term Financial Investments,AEFES,107943630,47789512,28599830,5186944,818507,92917,244646,5515165,43041498,61282936,47642639,66881433,74051845,56419929,27764348,18396273,20176387,90849072,38137439,8039868,12691859,12954934,48572854
1AC,Ticari Alacaklar,Short-Term Trade Receivables,AEFES,442572818,575764860,458538024,369317341,444512397,678348302,555668447,383214334,481950421,748121368,607583508,693445761,656032375,832202701,756117954,752990441,805973114,1084718947,928185270,773120074,827730621,1045950910,891734421
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,AEFES,27545392,27497921,26267673,21866886,25378261,26866224,30311316,11856137,29001125,27672095,40957196,68264147,68991651,7165901,13440677,22537833,23144888,25680137,30933987,45042089,53358223,38478765,30721665
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,AEFES,381806123,394703523,359718009,364436477,387950077,422630780,420009781,442093462,573384390,636432354,685254014,1256989750,821007098,809790642,761853715,1217935052,796391620,872472503,822139048,1072060994,634229192,634169078,584351492
1AG,Canlı Varlıklar,Short-Term Live Assets,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,AEFES,259190002,175167092,203604337,205532041,195955424,181246909,212351790,235992736,275011696,158593887,195877448,396774290,290825837,235233943,221753519,379968872,382113247,285505287,332786952,481727614,381469034,357708126,338167699
1AI,(Ara Toplam),(Subtotal),AEFES,1991021196,2189348261,2157260179,2113291671,1989940533,2712870433,2268624543,1847065079,2460808879,2903093030,3000013476,4581797833,3114232898,3282703869,3262773901,4412355508,3225561440,3865590401,3663895912,4304629373,2640768072,3039157825,2913693533
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,AEFES,910887,7002,16544771,2030891,276232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,AEFES,4806648332,5067044125,4628376426,4687234787,4590073854,4635756161,4774540671,4556955066,4201294916,5102634650,4695338910,9738326553,4205518923,4009729451,3867753008,8572158331,6182030912,6520255525,6580871469,8195140171,6816317225,6880938049,7005029027
1B,Ticari Alacaklar,Trade Receivables,AEFES,227000,253811,240401,241097,241584,239653,240823,0,267467,153013,63120,168375,77654,158874,85612,63578,39328,27368,17553,10647,33039,4195,50094
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,AEFES,12324546,12618627,9568901,9085393,8254244,10222519,9638990,8467460,8773894,7919408,7091057,11600149,5829016,7155696,14990702,19499480,6028426,6714277,10309808,12592997,9315134,8728512,12525973
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,AEFES,120641,116549,102882,107498,96274,92687,90393,61559,56058,49247,44308,586910,42840,31775,29972,532699,387094,412707,432473,653306,1272738722,1272733043,1272760572
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,AEFES,20460989,17678215,0,0,0,0,0,0,0,58653,48889,23585896,41016,22150,18049,23973,490978,512417,464009,699690,531801,494494,502001
1BE,Canlı Varlıklar,Long-Term Live Assets,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,AEFES,19154144,21257093,1042595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,AEFES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
