FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,EKGYO,3048025222,3093995624,2911181659,3059579157,2844630251,2628404305,2598042273,1916019471,2041429809,1957035120,1842761359,5827906577,2401185649,1891458275,1948124225,5429156395,3925350270,4396717986,4810827324,6467359292,5056026690,5008654866,5641750606
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,EKGYO,187990580,291493691,433369473,262500706,209230649,168841293,168809152,272177338,262092406,358052890,183675595,528367179,445427615,467293657,550765952,747020003,144598591,232326237,94095809,280603198,114422777,186770504,265725922
1AB,Finansal Yatırımlar,Short-Term Financial Investments,EKGYO,2280027,5737729,38712240,41171445,139195,13685,13379,37445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31950334
1AC,Ticari Alacaklar,Short-Term Trade Receivables,EKGYO,377436451,383676027,335491489,334152731,361392073,368774595,332999494,200546993,132284380,151156703,159359102,275379618,164753333,146698364,170355757,372519048,192717570,282762724,222660192,182607087,202469914,276337498,474492877
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,EKGYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,EKGYO,180972119,175427613,141955783,124121383,113559251,65198427,65492833,41314162,40726498,37067472,29956447,49944694,46442271,36218998,24598046,44500039,11183140,10682737,15675389,32870269,21416541,26862661,18561166
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,EKGYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,EKGYO,1991874497,1954006418,1720472947,2043987111,1932861116,1795046746,1905244927,1315175841,1519938555,1319066106,1398524210,4688546445,1582388184,1084393458,1078448954,4050841536,3030336203,3789275938,4373486579,5796812591,4609884891,4396460902,4758162432
1AG,Canlı Varlıklar,Short-Term Live Assets,EKGYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,EKGYO,307471549,283654146,241179728,253645781,227447967,230529560,125482489,86767693,86387970,91691949,71246004,285668642,162174246,156853798,123955517,214275769,546514766,81670351,104909354,174466148,107832567,122223302,92857875
1AI,(Ara Toplam),(Subtotal),EKGYO,3048025222,3093995624,2911181659,3059579157,2844630251,2628404305,2598042273,1916019471,2041429809,1957035120,1842761359,5827906577,2401185649,1891458275,1948124225,5429156395,3925350270,4396717986,4810827324,6467359292,5056026690,5008654866,5641750606
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,EKGYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,EKGYO,611549343,590745533,629425459,664315659,551886749,574530871,570550115,377781023,368928769,329963454,269705370,646702114,258690418,250873458,235090680,486339327,305096928,305988147,320386309,687406721,577598517,569881519,995902731
1B,Ticari Alacaklar,Trade Receivables,EKGYO,455409253,454632339,477348510,499280746,391686409,416107131,417892518,268384183,270025778,236328888,186836153,322786195,192141413,200754012,173024174,219591100,111732213,94053483,99176304,154231924,151724574,155600893,146956466
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,EKGYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
