HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,4,KARSN,2000-05-30 23:00:00,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,78.63,1887000,0.9887671428571421,"Net tutar 78,63",H,78.63,2400000.3600000143,2400000.3600000143,4,Nakit Temettü,Cash Dividend,1.0
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,9,KARSN,2001-06-07 23:00:00,0.0,0.0,0,0.0,0,0,0,0,100,2400000,0,0,0,0.0,0,0.5,,H,0.0,2400000.3600000143,4800000.360000014,9,Bedelsiz Temettü,Stock Dividend,1.9999998500000165
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,2,KARSN,2003-06-01 23:00:00,0.0,0.0,0,0.0,0,0,300,14400000,0,0,0,0,0,0.0,0,0.25,,H,0.0,4800000.360000014,19200000.360000014,2,Bedelsiz Sermaye Artırımı,Bonus Issue,3.999999775000008
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2006-05-14 23:00:00,108.33333,20800000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.584838709677419,,H,0.0,19200000.360000014,40000000.360000014,1,Bedelli Sermaye Artırımı,Rights Issue,2.083333313020833
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2007-03-08 23:00:00,150.0,60000000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.744827586206896,,H,0.0,40000000.360000014,100000000.36000001,1,Bedelli Sermaye Artırımı,Rights Issue,2.4999999864999998
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2009-08-07 00:00:00,50.0,50000000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.9154231343283581,,H,0.0,100000000.36000001,150000000.36,1,Bedelli Sermaye Artırımı,Rights Issue,1.4999999981999999
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,90,KARSN,2010-04-20 00:00:00,0.0,0.0,0,30.37,45552567,1000,0,0,0,0,0,0,0,0.0,0,1.0,,E,0.0,150000000.36,195552567.36,90,Birleşme,Merger,1.3036837792711589
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2011-09-13 00:00:00,32.96,64447432.64,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.962185593220339,,H,0.0,195552567.36,260000000.0,1,Bedelli Sermaye Artırımı,Rights Issue,1.3295657710356537
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2013-07-16 00:00:00,76.92307,200000000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.9215967213114751,,H,0.0,260000000.0,460000000.0,1,Bedelli Sermaye Artırımı,Rights Issue,1.7692307692307692
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2016-10-13 00:00:00,30.43478,140000000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.9827157407407401,,H,0.0,460000000.0,600000000.0,1,Bedelli Sermaye Artırımı,Rights Issue,1.3043478260869565
KARSN,Karsan Otomotiv,31,9,9.35,,0,0,0,-62135596800000,1,KARSN,2019-11-14 00:00:00,50.0,300000000.0,1000,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.9291338582677161,,H,0.0,600000000.0,900000000.0,1,Bedelli Sermaye Artırımı,Rights Issue,1.5
