HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
BAGFS,Bandırma Gübre Fabrikaları A.Ş,42,9,28.82,,0,0,0,-62135596800000,1,BAGFS,2021-11-26,200,90000000,1000,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.358006402664692,,H,0.0,45000000,135000000,1,Bedelli Sermaye Artırımı,Rights Issue,3.0
BAGFS,Bandırma Gübre Fabrikaları A.Ş,42,9,28.82,,0,0,0,-62135596800000,4,BAGFS,2023-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99363,17541401.0,0.995534845360824,,H,11.69426,135000000,135000000,4,Nakit Temettü,Cash Dividend,1.0
