HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
THYAO,Türk Hava Yolları,17,9,270.25,AL,800397.71,579.9983405797101,1.146154821756559,1761782400000,4,THYAO,2025-06-16,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,344.20289,4750000000.0,0.986949653080568,,H,292.57245,1380000000,1380000000,4,Nakit Temettü,Cash Dividend,1.0
THYAO,Türk Hava Yolları,17,9,270.25,AL,800397.71,579.9983405797101,1.146154821756559,1761782400000,4,THYAO,2025-09-02,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,344.20289,4750000000.0,0.9898013955555551,,H,292.57245,1380000000,1380000000,4,Nakit Temettü,Cash Dividend,1.0
