HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2020-03-23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,312.0,1094839200.0,0.9331619537275061,,H,265.2,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2021-03-24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,642.0,2252842200.0,0.9693556085918851,,H,545.7,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2021-11-19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,377.0,1322930700.0,0.983281596452328,,H,320.45,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2022-03-24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1300.0,4561830000.0,0.9588607594936701,,H,1170.0,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2022-11-30,0,0,0,0.0,0,0,0,0,0,0,0,0,0,570.0,2000187000.0,0.987127370924861,,H,513.0,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2023-03-13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1425.0,5000467500.0,0.9768292682926821,,H,1282.5,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2023-10-30,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2976.0,10443081600.0,0.9649469964664311,,H,2678.4,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2024-04-08,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4330.0,15194403000.0,0.96447908121411,,H,3897.0,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2024-11-22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1425.0,5000467500.0,0.98598820058997,,H,1282.5,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,4,FROTO,2025-04-03,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1710.0,6000561000.0,0.9835734870317001,,H,1453.5,350910000,350910000,4,Nakit Temettü,Cash Dividend,1.0
FROTO,Ford Otosan,31,9,94.45,AL,539714.9,153.80436579179846,0.628421024794054,1761782400000,2,FROTO,2025-05-07,0,0,0,0.0,0,0,900,3158190000,0,0,0,0,0,0.0,0.0,0.1,,H,0.0,350910000,3509100000,2,Bedelsiz Sermaye Artırımı,Bonus Issue,10.0
