HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
FONET,Fonet Bilgi Teknolojileri,43,9,2.83,,0,0,0,-62135596800000,2,FONET,2023-12-11,0,0,0,0,0,0,260.0,104000000,0,0,0,0,0,0,0,0.27777779013915405,,H,0,40000000,144000000,2,Bedelsiz Sermaye Artırımı,Bonus Issue,3.6
FONET,Fonet Bilgi Teknolojileri,43,9,2.83,,0,0,0,-62135596800000,2,FONET,2025-10-20,0,0,0,0,0,0,550.0,792000000,0,0,0,0,0,0,0,0.15384616141732202,,H,0,144000000,936000000,2,Bedelsiz Sermaye Artırımı,Bonus Issue,6.5
