HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2011-03-27 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,22500000,0.9720670391061451,,H,5.0,450000000.0,450000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,2,ISGYO,2011-06-06 00:00:00,0,0,0,0,0,0,33.33,150000000.0,0.0,0.0,0,0,0,0.0,0,0.7500186440677961,,H,0.0,450000000.0,600000000.0,2,Bedelsiz Sermaye Artırımı,Bonus Issue,1.3333333333333333
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2012-03-29 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,30000000,0.9596774193548381,,H,5.0,600000000.0,600000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2013-03-27 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,30000000,0.9659863945578231,,H,5.0,600000000.0,600000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2013-05-15 00:00:00,0,0,0,0,0,0,0.0,0.0,5.0,30000000.0,0,0,0,0.0,0,0.9523810650887571,,H,0.0,600000000.0,630000000.0,9,Bedelsiz Temettü,Stock Dividend,1.05
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2014-03-24 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,31500000,0.9593495934959351,,H,5.0,630000000.0,630000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2014-05-22 00:00:00,0,0,0,0,0,0,0.0,0.0,8.0,50400000.0,0,0,0,0.0,0,0.9259262773722621,,H,0.0,630000000.0,680400000.0,9,Bedelsiz Temettü,Stock Dividend,1.08
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2015-03-24 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.0,47628000,0.958333333333333,,H,7.0,680400000.0,680400000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2015-05-20 00:00:00,0,0,0,0,0,0,0.0,0.0,9.64138,65600000.0,0,0,0,0.0,0,0.912064324324324,,H,0.0,680400000.0,746000000.0,9,Bedelsiz Temettü,Stock Dividend,1.096413874191652
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2016-03-28 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.0,52220000,0.9615384615384611,,H,7.0,746000000.0,746000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2016-05-09 00:00:00,0,0,0,0,0,0,0.0,0.0,13.94,104000000.0,0,0,0,0.0,0,0.877655080213903,,H,0.0,746000000.0,850000000.0,9,Bedelsiz Temettü,Stock Dividend,1.1394101876675604
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2017-03-28 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.5,63750000,0.9525316455696201,,H,7.5,850000000.0,850000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2017-04-27 00:00:00,0,0,0,0,0,0,0.0,0.0,7.5,63750000.0,0,0,0,0.0,0,0.93023288590604,,H,0.0,850000000.0,913750000.0,9,Bedelsiz Temettü,Stock Dividend,1.075
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2018-03-27 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7.5,68531250,0.9436090225563911,,H,7.5,913750000.0,913750000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2018-05-04 00:00:00,0,0,0,0,0,0,0.0,0.0,4.92476,45000000.0,0,0,0,0.0,0,0.9530636363636361,,H,0.0,913750000.0,958750000.0,9,Bedelsiz Temettü,Stock Dividend,1.0492476060191518
