HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,3,ISGYO,2000-05-14 23:00:00,15,10500000,1000,0,0,0,14.67,10272000.0,0.33,228000.0,0,0,0,0.0,0,0.8008430136986301,,H,0.0,69999999.99599999,90999999.99599999,3,Bedelli ve Bedelsiz Sermaye Artırımı,Rights and Bonus Issue,1.300000000017143
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,3,ISGYO,2001-04-15 23:00:00,20,18200000,1000,0,0,0,16.702,15198959.34,3.298,3001040.664,0,0,0,0.0,0,0.80086606060606,,H,0.0,90999999.99599999,127400000.0,3,Bedelli ve Bedelsiz Sermaye Artırımı,Rights and Bonus Issue,1.4000000000615387
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,1,ISGYO,2001-09-09 23:00:00,85,108290000,1000,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.9679451162790691,,H,0.0,127400000.0,235690000.0,1,Bedelli Sermaye Artırımı,Rights Issue,1.85
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,3,ISGYO,2004-12-14 23:00:00,20,47138000,1000,0,0,0,20.0,47138000.0,0.0,0.0,0,0,0,0.0,0,0.780730697674418,,H,0.0,235690000.0,329966000.0,3,Bedelli ve Bedelsiz Sermaye Artırımı,Rights and Bonus Issue,1.4
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2005-05-24 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.36,17682887,0.9714893617021271,,H,5.36,329966000.0,329966000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2006-05-24 23:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4.849606929,16002054,0.9784462222222221,,H,4.849606929,329966000.0,329966000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,9,ISGYO,2007-06-04 23:00:00,0,0,0,0,0,0,31.3776874,103535700.0,5.0,16498300.0,0,0,0,0.0,0,0.7332578431372551,,H,0.0,329966000.0,450000000.0,9,Bedelsiz Temettü,Stock Dividend,1.3637768739809557
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2008-05-26 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,22500000,0.9532710280373831,,H,5.0,450000000.0,450000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2009-03-31 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,22500000,0.9462365591397851,,H,5.0,450000000.0,450000000.0,4,Nakit Temettü,Cash Dividend,1.0
ISGYO,İş GYO,15,9,19.12,AL,28571,29.80026075619296,0.5585910437339411,1761782400000,4,ISGYO,2010-03-29 00:00:00,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5.0,22500000,0.9695121951219511,,H,5.0,450000000.0,450000000.0,4,Nakit Temettü,Cash Dividend,1.0
