HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2020-04-14,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,18.0,900000000.0,0.9737991266375541,,H,16.40974,5000000000,5000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,9,ENKAI,2020-05-27,0,0,0,0.0,0,0,0.0,0,12.0,600000000,0,0,0,0.0,0.0,0.8928571661237781,,H,0.0,5000000000,5600000000,9,Bedelsiz Temettü,Stock Dividend,1.12
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2021-04-13,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,35.71428,2000000000.0,0.9554684538653361,,H,30.35713,5600000000,5600000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2022-01-05,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,20.0,1120000000.0,0.9872122762148331,,H,18.0,5600000000,5600000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2022-04-13,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,50.0,2800000000.0,0.9692874711739881,,H,45.0,5600000000,5600000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,9,ENKAI,2022-06-06,0,0,0,0.0,0,0,0.0,0,7.14285,400000000,0,0,0,0.0,0.0,0.9333333944954121,,H,0.0,5600000000,6000000000,9,Bedelsiz Temettü,Stock Dividend,1.0714285714285714
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2023-04-12,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,36.3333,2180000000.0,0.9886529356652091,,H,33.24196,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2024-01-03,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,50.0,3000000000.0,0.9853372425417731,,H,45.0,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2024-05-14,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,125.0,7500000000.0,0.9675829883925571,,H,114.62001,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2025-04-16,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,200.0,12000000000.0,0.9687500000000001,,H,170.0,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2025-06-11,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,31.66666,1900000000.0,0.9950209589629231,,H,26.91666,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
ENKAI,Enka İnşaat,22,9,73.8,AL,612000,102,0.382113821138211,1762732800000,4,ENKAI,2025-10-08,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,83.333333,5000000000.0,0.9880095971223021,,H,70.833333,6000000000,6000000000,4,Nakit Temettü,Cash Dividend,1.0
