HISSE_KODU,HisseTanim,SEKTOR_KODU,BHG_GRUP_KODU,PRICE_TL,ONERI,HEDEF_PD_YTL1,HEDEF_FIYAT,GETIRI_POT,TARIH,SHHE_TIP_KODU,SHHE_HS_KODU,SHHE_TARIH,SHHE_BDLI_ORAN,SHHE_BDLI_TUTAR,SHHE_BDLI_NOM_TUTAR,SHHE_RHK_ORAN,SHHE_RHK_TUTAR,SHHE_RHK_NOM_TUTAR,SHHE_BDSZ_IK_ORAN,SHHE_BDSZ_IK_TUTAR,SHHE_BDSZ_TM_ORAN,SHHE_BDSZ_TM_TUTAR,SHHE_BDSZ_BU_ORAN,SHHE_BDSZ_BU_TUTAR,SHHE_NM_SER_CARPANI,SHHE_NAKIT_TM_ORAN,SHHE_NAKIT_TM_TUTAR,SHHE_FIYAT_AYAR_OR,SHHE_ACIKLAMA,SHHE_AYAR_KUL,SHHE_NAKIT_TM_ORAN_NET,HSP_BOLUNME_ONCESI_SERMAYE,HSP_BOLUNME_SONRASI_SERMAYE,SHT_KODU,SHT_TANIMI,SHT_TANIMI_YD,SPLIT_RATIO
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,9,SASA,2021-04-27,0,0,0,0.0,0,0,0.0,0.0,34.93975,290000000.0,0,0,0,0.0,0.0,0.741071468085106,,H,0.0,830000000.2000031,1120000000.2000031,9,Bedelsiz Temettü,Stock Dividend,1.3493975902772524
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,9,SASA,2022-05-05,0,0,0,0.0,0,0,0.0,0.0,100.0,1120000000.0,0,0,0,0.0,0.0,0.5,,H,0.0,1120000000.2000031,2240000000.200003,9,Bedelsiz Temettü,Stock Dividend,1.9999999998214257
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2022-11-07,0,0,0,0.7067,15830245,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,2240000000.200003,2255830245.200003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.0070670736600833
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2022-12-07,0,0,0,0.34589000000000003,7802851,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,2255830245.200003,2263633096.200003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.003458970823094
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2023-01-11,0,0,0,1.7210400000000001,38958121,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,2263633096.200003,2302591217.200003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.017210439741935
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,2,SASA,2023-05-23,0,0,0,0.0,0,0,2.28445,52601757.75,127.71554,2940766824.35,0,0,0,0.0,0.0,0.43478262634971404,,H,0.0,2302591217.200003,5295959799.300003,2,Bedelsiz Sermaye Artırımı,Bonus Issue,2.2999999998870817
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2023-08-14,0,0,0,0.048760000000000005,2582311,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,5295959799.300003,5298542110.300003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.0004876001891747
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2023-10-24,0,0,0,0.43618,23111684,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,5298542110.300003,5321653794.300003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.00436189493617
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2024-05-27,0,0,0,1.66039,88360324,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,,E,0.0,5321653794.300003,5410014118.300003,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.0166039219038718
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,2,SASA,2024-08-12,0,0,0,0.0,0,0,700.0,37870098826.7,0.0,0.0,0,0,0,0.0,0.0,0.12500000569216702,,H,0.0,5410014118.300003,43280112945.0,2,Bedelsiz Sermaye Artırımı,Bonus Issue,7.999999999741216
SASA,Sasa Polyester Sanayi A.Ş.,13,9,3.11,,0,0,0,-62135596800000,7,SASA,2024-12-13,0,0,0,1.23729,535502416,1000,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,Erdemoğlu Holding A.Ş,E,0.0,43280112945.0,43815615361.0,7,Rüçhan Hakkı Kısıtlanarak,Restrictive Preemptive Rights,1.012372944051244
