AUC,Precision,Recall,F1,Fold AUCs
0.6651271478390139,0.6285559174809989,0.6394329896907216,0.6339478006935573,"[0.5951031025684597, 0.7426297465922536, 0.6069628923207134, 0.6330204336057246, 0.66088902406972]"
