AUC,Precision,Recall,F1,Fold AUCs
0.6754212469659272,0.6347515031585357,0.614138438880707,0.6242748605860998,"[0.5807606511465652, 0.7892535984682794, 0.6316318007690715, 0.6252198683300458, 0.659191669669584]"
