AUC,Precision,Recall,F1,Fold AUCs
0.675629766728712,0.6486698272146691,0.6095729013254787,0.6285139418787844,"[0.6184218337914087, 0.7552080801143539, 0.6214389493303405, 0.6365123002963001, 0.6689852309986692]"
