AUC,Precision,Recall,F1,Fold AUCs
0.6443914751888319,0.6192871626891281,0.584720176730486,0.6015074615559427,"[0.494790973342475, 0.7366887989004275, 0.6278873533235998, 0.6897399219543852, 0.5777450454837908]"
