AUC,Precision,Recall,F1,Fold AUCs
0.6422283070263136,0.607875948237394,0.6018777614138439,0.6048619847554207,"[0.494790973342475, 0.7532068645950653, 0.6278873176537026, 0.6897399219543852, 0.56701147441455]"
