AUC,Precision,Recall,F1,Fold AUCs
0.6463580071883308,0.6001679645747442,0.5788659793814434,0.5893245370717445,"[0.5214566434967307, 0.7315842452171403, 0.6515608576241765, 0.6484344596152368, 0.5993345342029306]"
