AUC,Precision,Recall,F1,Fold AUCs
0.6564002221125074,0.5873866195896998,0.7105301914580265,0.6431166061252375,"[0.5592963565884023, 0.8048969996393536, 0.6375541094503683, 0.693978259941423, 0.685893569326954]"
