date,open,high,low,close,volume,symbol
2020-01-02,0.628049,0.639757,0.6146685,0.6314,18318236.0,GSDHO
2020-01-03,0.6109052,0.6272127,0.5812171,0.6063,17554819.0,GSDHO
2020-01-06,0.6150866,0.6439384,0.57285434,0.6188,100198123.0,GSDHO
2020-01-07,0.6556463,0.67320836,0.6230313,0.6565,125712916.0,GSDHO
2020-01-08,0.639757,0.6523012,0.6272127,0.6272,57329857.92,GSDHO
2020-01-09,0.6665181,0.6941154,0.6439384,0.6774,91275367.72,GSDHO
2020-01-10,0.6886795,0.70665973,0.6690269,0.6816,80085242.0,GSDHO
2020-01-13,0.6966243,0.70665973,0.6857526,0.7067,43219151.0,GSDHO
2020-01-14,0.7020601,0.7150225,0.6815712,0.715,39311830.0,GSDHO
2020-01-15,0.7304937,0.76101816,0.689934,0.761,123487010.0,GSDHO
2020-01-16,0.7898699,0.8153766,0.7568367,0.7736,124679797.0,GSDHO
2020-01-17,0.78568846,0.80701375,0.7568367,0.7652,89556032.0,GSDHO
2020-01-20,0.799069,0.8237394,0.76519954,0.8028,152005995.0,GSDHO
2020-01-21,0.82499385,0.84882784,0.80283225,0.8028,161088733.0,GSDHO
2020-01-22,0.7898699,0.8153766,0.76519954,0.7652,68113107.0,GSDHO
2020-01-23,0.76812655,0.78192526,0.7526552,0.7568,36395615.0,GSDHO
2020-01-24,0.763527,0.7861066,0.74429244,0.7568,49243762.0,GSDHO
2020-01-27,0.74429244,0.76519954,0.7150225,0.7192,45925689.0,GSDHO
2020-01-28,0.7158588,0.7359296,0.70247823,0.7025,39351224.0,GSDHO
2020-01-29,0.69746053,0.7150225,0.67320836,0.6774,32397439.0,GSDHO
2020-01-30,0.6539738,0.67320836,0.639757,0.6565,33459850.0,GSDHO
2020-01-31,0.6652636,0.6815712,0.6523012,0.6607,38360193.0,GSDHO
2020-02-03,0.6865889,0.70665973,0.6606641,0.6983,54661317.0,GSDHO
2020-02-04,0.70958674,0.71920395,0.70247823,0.7067,28154921.0,GSDHO
2020-02-05,0.716277,0.7359296,0.70247823,0.7025,40267761.0,GSDHO
2020-02-06,0.71125925,0.71920395,0.69829684,0.7025,25333499.0,GSDHO
2020-02-07,0.69829684,0.7108411,0.67738974,0.6858,16220630.0,GSDHO
2020-02-10,0.67028135,0.6941154,0.6439384,0.6565,30422482.0,GSDHO
2020-02-11,0.67279017,0.6941154,0.6481198,0.6816,36771218.0,GSDHO
2020-02-12,0.70665973,0.7233854,0.67738974,0.6983,56093365.0,GSDHO
2020-02-13,0.70247823,0.7108411,0.6941154,0.7025,23755990.0,GSDHO
2020-02-14,0.72589415,0.7484739,0.70247823,0.7443,74280509.0,GSDHO
2020-02-17,0.7668721,0.78192526,0.7484739,0.761,109943525.0,GSDHO
2020-02-18,0.751819,0.769381,0.7359296,0.7401,43838274.0,GSDHO
2020-02-19,0.73133004,0.7568367,0.7150225,0.7276,51230200.0,GSDHO
2020-02-20,0.6857526,0.7275667,0.6439384,0.6565,57055820.0,GSDHO
2020-02-21,0.67320836,0.689934,0.63557553,0.669,61427999.0,GSDHO
2020-02-24,0.6690269,0.689934,0.6439384,0.6858,25162883.0,GSDHO
2020-02-25,0.69160664,0.7108411,0.6648455,0.6983,77143524.0,GSDHO
2020-02-26,0.6903521,0.70247823,0.67320836,0.6899,46763910.0,GSDHO
2020-02-27,0.6652636,0.689934,0.63557553,0.6356,56351569.0,GSDHO
2020-02-28,0.5908344,0.6104871,0.5352215,0.5938,39454284.0,GSDHO
2020-03-02,0.61550474,0.63139415,0.5979428,0.6272,29718778.0,GSDHO
2020-03-03,0.6527194,0.6648455,0.639757,0.6607,30667666.0,GSDHO
2020-03-04,0.65815526,0.67320836,0.63557553,0.6398,40149790.0,GSDHO
2020-03-05,0.64937425,0.6606641,0.639757,0.6398,18965350.0,GSDHO
2020-03-06,0.61675924,0.6439384,0.60630566,0.6063,27022309.0,GSDHO
2020-03-09,0.55738306,0.58957994,0.5143145,0.5269,30373374.0,GSDHO
2020-03-10,0.54232997,0.57285434,0.4934073,0.4934,44940061.0,GSDHO
2020-03-11,0.49006218,0.5143145,0.46413743,0.485,32567445.0,GSDHO
2020-03-12,0.44490287,0.47250026,0.42650467,0.4307,25801844.0,GSDHO
2020-03-13,0.44615734,0.46831882,0.4181418,0.4558,29104535.0,GSDHO
2020-03-16,0.42106882,0.44323027,0.4139604,0.414,14270108.0,GSDHO
2020-03-17,0.3871993,0.4181418,0.3763276,0.3847,21989136.0,GSDHO
2020-03-18,0.38929006,0.40141612,0.3679648,0.3847,11982719.0,GSDHO
2020-03-19,0.38427234,0.3930533,0.3763276,0.3805,12483754.0,GSDHO
2020-03-20,0.3880356,0.39723474,0.38050908,0.3847,12402438.0,GSDHO
2020-03-23,0.37256438,0.38050908,0.36378336,0.3721,9747223.0,GSDHO
2020-03-24,0.39514402,0.40559757,0.3846905,0.4014,19435068.0,GSDHO
2020-03-25,0.4076883,0.42232323,0.3930533,0.4056,26997070.0,GSDHO
2020-03-26,0.4152148,0.43068606,0.39723474,0.4265,34755702.0,GSDHO
2020-03-27,0.4298498,0.44323027,0.4139604,0.4181,36954359.0,GSDHO
2020-03-30,0.4411396,0.459956,0.409779,0.46,33591453.0,GSDHO
2020-03-31,0.49048033,0.5059516,0.47668165,0.506,50267537.0,GSDHO
2020-04-01,0.52058655,0.5477658,0.48504448,0.5227,44747599.0,GSDHO
2020-04-02,0.50971484,0.5435843,0.48922592,0.506,28976391.0,GSDHO
2020-04-03,0.5000976,0.510133,0.48922592,0.4934,14720651.0,GSDHO
2020-04-06,0.51138747,0.5268587,0.49758878,0.5227,22317670.0,GSDHO
2020-04-07,0.53605783,0.55194724,0.5143145,0.5227,64234931.0,GSDHO
2020-04-08,0.52769494,0.53940296,0.5143145,0.531,35091295.0,GSDHO
2020-04-09,0.5523653,0.57285434,0.5352215,0.5645,79512870.0,GSDHO
2020-04-10,0.57369053,0.5937613,0.5561286,0.5729,49325557.0,GSDHO
2020-04-13,0.5695092,0.58539855,0.55194724,0.5645,36184419.0,GSDHO
2020-04-14,0.580799,0.58957994,0.56867284,0.5812,56718212.0,GSDHO
2020-04-15,0.57201797,0.5937613,0.5435843,0.5729,127538513.0,GSDHO
2020-04-16,0.57369053,0.58957994,0.56031007,0.5687,38271159.0,GSDHO
2020-04-17,0.5899981,0.60630566,0.57285434,0.5896,112647232.0,GSDHO
2020-04-20,0.5996154,0.6146685,0.58539855,0.6063,57802113.0,GSDHO
2020-04-21,0.59836096,0.60630566,0.58957994,0.5979,41741443.0,GSDHO
2020-04-22,0.6050513,0.6188499,0.5937613,0.6105,69079181.0,GSDHO
2020-04-24,0.61257774,0.6230313,0.60630566,0.6063,41864345.0,GSDHO
2020-04-27,0.61843175,0.6230313,0.6104871,0.6188,34436309.0,GSDHO
2020-04-28,0.628049,0.63557553,0.6188499,0.623,33153421.0,GSDHO
2020-04-29,0.6343211,0.6439384,0.6230313,0.6356,32409581.0,GSDHO
2020-04-30,0.628049,0.639757,0.60630566,0.6188,38191577.0,GSDHO
2020-05-04,0.60045165,0.6104871,0.58957994,0.6021,34168632.0,GSDHO
2020-05-05,0.63641185,0.6606641,0.5979428,0.6565,137015010.0,GSDHO
2020-05-06,0.6539738,0.67320836,0.63557553,0.6607,103367265.0,GSDHO
2020-05-07,0.6836618,0.70247823,0.6523012,0.6774,81438571.0,GSDHO
2020-05-08,0.6690269,0.6941154,0.6481198,0.669,53857061.0,GSDHO
2020-05-11,0.6706995,0.6815712,0.6606641,0.669,29147180.0,GSDHO
2020-05-12,0.69704247,0.71920395,0.6606641,0.7108,130917781.0,GSDHO
2020-05-13,0.7267305,0.7526552,0.70665973,0.7108,112587125.0,GSDHO
2020-05-14,0.698715,0.7150225,0.6815712,0.6983,52605586.0,GSDHO
2020-05-15,0.7183677,0.7359296,0.69829684,0.7067,76990269.0,GSDHO
2020-05-18,0.7246398,0.7317482,0.7150225,0.7234,58829067.0,GSDHO
2020-05-20,0.72380346,0.7359296,0.7150225,0.715,29331405.0,GSDHO
2020-05-21,0.71376806,0.7233854,0.70247823,0.7067,22625638.0,GSDHO
2020-05-22,0.72505796,0.740111,0.70247823,0.7359,105334443.0,GSDHO
2020-05-27,0.7505646,0.76101816,0.7275667,0.7401,69751840.0,GSDHO
2020-05-28,0.73885655,0.7526552,0.7275667,0.7359,35019061.0,GSDHO
2020-05-29,0.7125136,0.7233854,0.69829684,0.7108,35336055.0,GSDHO
2020-06-01,0.7309119,0.740111,0.71920395,0.7359,34933991.0,GSDHO
2020-06-02,0.7325845,0.74429244,0.71920395,0.7276,44472166.0,GSDHO
2020-06-03,0.7325845,0.740111,0.71920395,0.7317,60969787.0,GSDHO
2020-06-04,0.73007566,0.7359296,0.7233854,0.7276,27467895.0,GSDHO
2020-06-05,0.743038,0.76101816,0.7233854,0.7527,141547728.0,GSDHO
2020-06-08,0.76310885,0.77774376,0.7526552,0.7527,96367046.0,GSDHO
2020-06-09,0.75432783,0.7861066,0.7317482,0.7359,107064344.0,GSDHO
2020-06-10,0.73509336,0.7526552,0.71920395,0.7359,85410798.0,GSDHO
