date,bist100,cpi,eur_try,m2,tcmb_repo,us_cli,us_cpi,usd_try
2020-10-19,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-20,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-21,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-22,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-23,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-24,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-25,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-26,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-27,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-28,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-29,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-30,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-10-31,1353.36,487.38,9.484,3414449433.0,885.0,98.8,119.41363552,7.8203
2020-11-01,1353.36,498.58,9.484,3314555345.0,770.0,99.3,119.3407183,7.8203
2020-11-02,1197.98,498.58,6.5644,3314555345.0,770.0,99.3,119.3407183,5.9951
2020-11-03,1009.66,498.58,6.9455,3314555345.0,770.0,99.3,119.3407183,6.1151
2020-11-04,1009.66,498.58,6.9455,3314555345.0,770.0,99.3,119.3407183,6.1151
2020-11-05,977.92,498.58,7.6894,3314555345.0,770.0,99.3,119.3407183,7.096
2020-11-06,1091.55,498.58,7.7032,3314555345.0,770.0,99.3,119.3407183,6.7777
2020-11-07,1091.55,498.58,7.7032,3314555345.0,770.0,99.3,119.3407183,6.7777
2020-11-08,1110.05,498.58,8.585,3314555345.0,770.0,99.3,119.3407183,7.2996
2020-11-09,1102.7,498.58,8.8228,3314555345.0,770.0,99.3,119.3407183,7.4553
2020-11-10,1102.7,498.58,8.8228,3314555345.0,770.0,99.3,119.3407183,7.4553
2020-11-11,1279.22,498.58,9.7278,3314555345.0,770.0,99.3,119.3407183,8.2358
2020-11-12,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-13,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-14,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-15,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-16,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-17,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-18,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-19,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-20,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-21,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-22,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-23,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-24,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-25,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-26,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-27,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-28,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-29,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-11-30,1370.7,498.58,9.4932,3314555345.0,770.0,99.3,119.3407183,7.8499
2020-12-01,1370.7,504.81,9.4932,3326512024.0,877.0,99.7,119.45307502,7.8499
2020-12-02,1200.49,504.81,6.5777,3326512024.0,877.0,99.7,119.45307502,6.0271
2020-12-03,936.39,504.81,6.9669,3326512024.0,877.0,99.7,119.45307502,6.1502
2020-12-04,936.39,504.81,6.9669,3326512024.0,877.0,99.7,119.45307502,6.1502
2020-12-05,996.16,504.81,7.6509,3326512024.0,877.0,99.7,119.45307502,7.0676
2020-12-06,1098.35,504.81,7.7125,3326512024.0,877.0,99.7,119.45307502,6.7827
2020-12-07,1098.35,504.81,7.7125,3326512024.0,877.0,99.7,119.45307502,6.7827
2020-12-08,1114.18,504.81,8.5299,3326512024.0,877.0,99.7,119.45307502,7.2483
2020-12-09,1114.18,504.81,8.5299,3326512024.0,877.0,99.7,119.45307502,7.2483
2020-12-10,1178.35,504.81,9.3242,3326512024.0,877.0,99.7,119.45307502,7.9072
2020-12-11,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-12,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-13,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-14,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-15,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-16,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-17,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-18,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-19,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-20,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-21,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-22,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-23,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-24,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-25,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-26,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-27,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-28,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-29,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-30,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2020-12-31,1271.75,504.81,9.4921,3326512024.0,877.0,99.7,119.45307502,8.0477
2021-01-01,1271.75,513.3,9.4921,3306057972.0,848.0,100.1,119.96120254,8.0477
2021-01-02,1492.45,513.3,8.8718,3306057972.0,848.0,100.1,119.96120254,7.3216
2021-01-03,1527.45,513.3,8.942,3306057972.0,848.0,100.1,119.96120254,7.3708
2021-01-04,1426.56,513.3,9.7688,3306057972.0,848.0,100.1,119.96120254,8.3258
2021-01-05,1426.56,513.3,9.7688,3306057972.0,848.0,100.1,119.96120254,8.3258
2021-01-06,1432.04,513.3,10.3629,3306057972.0,848.0,100.1,119.96120254,8.499
2021-01-07,1372.78,513.3,10.3249,3306057972.0,848.0,100.1,119.96120254,8.6803
2021-01-08,1372.78,513.3,10.3249,3306057972.0,848.0,100.1,119.96120254,8.6803
2021-01-09,1474.13,513.3,9.8228,3306057972.0,848.0,100.1,119.96120254,8.3043
2021-01-10,1401.46,513.3,10.2933,3306057972.0,848.0,100.1,119.96120254,8.8785
2021-01-11,1536.32,513.3,10.998,3306057972.0,848.0,100.1,119.96120254,9.4813
2021-01-12,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-13,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-14,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-15,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-16,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-17,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-18,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-19,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-20,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-21,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-22,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-23,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-24,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-25,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-26,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-27,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-28,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-29,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-30,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-01-31,1857.4,513.3,14.6798,3306057972.0,848.0,100.1,119.96120254,12.9387
2021-02-01,1857.4,517.96,14.6798,3326645026.0,735.0,100.5,120.61791608,12.9387
2021-02-02,1511.43,517.96,8.7345,3326645026.0,735.0,100.5,120.61791608,7.2185
2021-02-03,1528.82,517.96,8.8059,3326645026.0,735.0,100.5,120.61791608,7.3029
2021-02-04,1430.19,517.96,9.5898,3326645026.0,735.0,100.5,120.61791608,8.1707
2021-02-05,1430.19,517.96,9.5898,3326645026.0,735.0,100.5,120.61791608,8.1707
2021-02-06,1430.73,517.96,10.3998,3326645026.0,735.0,100.5,120.61791608,8.5032
2021-02-07,1376.67,517.96,10.2889,3326645026.0,735.0,100.5,120.61791608,8.6768
2021-02-08,1399.65,517.96,10.0084,3326645026.0,735.0,100.5,120.61791608,8.4139
2021-02-09,1479.12,517.96,9.791,3326645026.0,735.0,100.5,120.61791608,8.2876
2021-02-10,1479.12,517.96,9.791,3326645026.0,735.0,100.5,120.61791608,8.2876
2021-02-11,1533.05,517.96,11.0216,3326645026.0,735.0,100.5,120.61791608,9.5287
2021-02-12,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-13,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-14,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-15,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-16,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-17,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-18,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-19,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-20,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-21,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-22,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-23,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-24,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-25,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-26,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-27,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-02-28,1880.06,517.96,15.1049,3326645026.0,735.0,100.5,120.61791608,13.3363
2021-03-01,1880.06,523.53,15.1049,3519147499.0,754.0,100.9,121.47228573,13.3363
2021-03-02,1533.55,523.53,8.607,3519147499.0,754.0,100.9,121.47228573,7.1372
2021-03-03,1531.05,523.53,8.7855,3519147499.0,754.0,100.9,121.47228573,7.3117
2021-03-04,1531.05,523.53,8.7855,3519147499.0,754.0,100.9,121.47228573,7.3117
2021-03-05,1421.15,523.53,9.9545,3519147499.0,754.0,100.9,121.47228573,8.2311
2021-03-06,1428.13,523.53,10.4895,3519147499.0,754.0,100.9,121.47228573,8.6066
2021-03-07,1428.13,523.53,10.4895,3519147499.0,754.0,100.9,121.47228573,8.6066
2021-03-08,1408.81,523.53,9.9677,3519147499.0,754.0,100.9,121.47228573,8.385
2021-03-09,1468.67,523.53,9.7911,3519147499.0,754.0,100.9,121.47228573,8.2633
2021-03-10,1468.67,523.53,9.7911,3519147499.0,754.0,100.9,121.47228573,8.2633
2021-03-11,1547.03,523.53,11.0413,3519147499.0,754.0,100.9,121.47228573,9.5171
2021-03-12,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-13,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-14,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-15,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-16,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-17,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-18,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-19,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-20,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-21,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-22,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-23,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-24,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-25,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-26,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-27,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-28,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-29,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-30,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-03-31,1910.41,523.53,15.1838,3519147499.0,754.0,100.9,121.47228573,13.4067
2021-04-01,1495.43,532.32,9.1164,3574864016.0,788.0,101.2,122.47065541,7.4194
2021-04-02,1534.9,532.32,8.5995,3574864016.0,788.0,101.2,122.47065541,7.1498
2021-04-03,1538.04,532.32,8.8679,3574864016.0,788.0,101.2,122.47065541,7.3391
2021-04-04,1538.04,532.32,8.8679,3574864016.0,788.0,101.2,122.47065541,7.3391
2021-04-05,1416.25,532.32,9.9885,3574864016.0,788.0,101.2,122.47065541,8.292
2021-04-06,1432.93,532.32,10.5091,3574864016.0,788.0,101.2,122.47065541,8.6231
2021-04-07,1432.93,532.32,10.5091,3574864016.0,788.0,101.2,122.47065541,8.6231
2021-04-08,1413.8,532.32,9.8906,3574864016.0,788.0,101.2,122.47065541,8.3229
2021-04-09,1413.8,532.32,9.8906,3574864016.0,788.0,101.2,122.47065541,8.3229
2021-04-10,1394.37,532.32,10.2484,3574864016.0,788.0,101.2,122.47065541,8.8469
2021-04-11,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-12,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-13,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-14,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-15,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-16,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-17,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-18,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-19,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-20,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-21,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-22,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-23,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-24,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-25,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-26,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-27,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-28,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-29,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-04-30,1575.67,532.32,11.1892,3574864016.0,788.0,101.2,122.47065541,9.657
2021-05-01,1489.56,537.05,9.0382,3676730667.0,841.0,101.3,123.45251553,7.3602
2021-05-02,1527.17,537.05,8.5559,3676730667.0,841.0,101.3,123.45251553,7.1324
2021-05-03,1541.98,537.05,8.9768,3676730667.0,841.0,101.3,123.45251553,7.4524
2021-05-04,1442.06,537.05,9.4646,3676730667.0,841.0,101.3,123.45251553,8.0362
2021-05-05,1420.0,537.05,9.9837,3676730667.0,841.0,101.3,123.45251553,8.3091
2021-05-06,1420.0,537.05,9.9837,3676730667.0,841.0,101.3,123.45251553,8.3091
2021-05-07,1392.64,537.05,10.2657,3676730667.0,841.0,101.3,123.45251553,8.6797
2021-05-08,1431.78,537.05,9.9891,3676730667.0,841.0,101.3,123.45251553,8.4193
2021-05-09,1431.78,537.05,9.9891,3676730667.0,841.0,101.3,123.45251553,8.4193
2021-05-10,1391.65,537.05,10.2822,3676730667.0,841.0,101.3,123.45251553,8.8522
2021-05-11,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-12,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-13,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-14,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-15,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-16,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-17,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-18,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-19,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-20,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-21,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-22,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-23,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-24,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-25,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-26,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-27,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-28,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-29,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-30,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-05-31,1583.59,537.05,11.199,3676730667.0,841.0,101.3,123.45251553,9.6884
2021-06-01,1505.42,547.48,9.0656,3763771681.0,864.0,101.3,124.59947124,7.3866
2021-06-02,1505.42,547.48,9.0656,3763771681.0,864.0,101.3,124.59947124,7.3866
2021-06-03,1505.42,547.48,9.0656,3763771681.0,864.0,101.3,124.59947124,7.3866
2021-06-04,1420.59,547.48,9.5622,3763771681.0,864.0,101.3,124.59947124,8.1394
2021-06-05,1427.73,547.48,10.0109,3763771681.0,864.0,101.3,124.59947124,8.34
2021-06-06,1427.73,547.48,10.0109,3763771681.0,864.0,101.3,124.59947124,8.34
2021-06-07,1382.58,547.48,10.287,3763771681.0,864.0,101.3,124.59947124,8.665
2021-06-08,1434.76,547.48,10.0976,3763771681.0,864.0,101.3,124.59947124,8.5262
2021-06-09,1474.72,547.48,9.8492,3763771681.0,864.0,101.3,124.59947124,8.295
2021-06-10,1371.69,547.48,10.2583,3763771681.0,864.0,101.3,124.59947124,8.8444
2021-06-11,1371.69,547.48,10.2583,3763771681.0,864.0,101.3,124.59947124,8.8444
2021-06-12,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-13,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-14,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-15,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-16,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-17,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-18,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-19,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-20,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-21,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-22,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-23,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-24,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-25,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-26,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-27,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-28,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-29,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-06-30,1927.39,547.48,15.4548,3763771681.0,864.0,101.3,124.59947124,13.6801
2021-07-01,1522.24,557.36,9.0397,3804781569.0,881.0,101.3,125.19885992,7.33
2021-07-02,1522.24,557.36,9.0397,3804781569.0,881.0,101.3,125.19885992,7.33
2021-07-03,1522.24,557.36,9.0397,3804781569.0,881.0,101.3,125.19885992,7.33
2021-07-04,1417.89,557.36,9.6191,3804781569.0,881.0,101.3,125.19885992,8.1441
2021-07-05,1441.33,557.36,9.9979,3804781569.0,881.0,101.3,125.19885992,8.3062
2021-07-06,1447.08,557.36,10.516,3804781569.0,881.0,101.3,125.19885992,8.682
2021-07-07,1390.58,557.36,10.2562,3804781569.0,881.0,101.3,125.19885992,8.6515
2021-07-08,1390.58,557.36,10.2562,3804781569.0,881.0,101.3,125.19885992,8.6515
2021-07-09,1454.74,557.36,9.8199,3804781569.0,881.0,101.3,125.19885992,8.2767
2021-07-10,1396.92,557.36,10.2876,3804781569.0,881.0,101.3,125.19885992,8.9065
2021-07-11,1396.92,557.36,10.2876,3804781569.0,881.0,101.3,125.19885992,8.9065
2021-07-12,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-13,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-14,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-15,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-16,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-17,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-18,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-19,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-20,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-21,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-22,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-23,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-24,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-25,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-26,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-27,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-28,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-29,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-30,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-07-31,1981.04,557.36,15.5503,3804781569.0,881.0,101.3,125.19885992,13.774
2021-08-01,1540.61,563.6,8.9342,3815142498.0,909.0,101.2,125.45750967,7.2733
2021-08-02,1534.91,563.6,8.4764,3815142498.0,909.0,101.2,125.45750967,7.0789
2021-08-03,1530.27,563.6,8.9643,3815142498.0,909.0,101.2,125.45750967,7.5096
2021-08-04,1416.55,563.6,9.7075,3815142498.0,909.0,101.2,125.45750967,8.1688
2021-08-05,1416.55,563.6,9.7075,3815142498.0,909.0,101.2,125.45750967,8.1688
2021-08-06,1447.59,563.6,10.4825,3815142498.0,909.0,101.2,125.45750967,8.6201
2021-08-07,1372.98,563.6,10.2469,3815142498.0,909.0,101.2,125.45750967,8.6657
2021-08-08,1372.98,563.6,10.2469,3815142498.0,909.0,101.2,125.45750967,8.6657
2021-08-09,1433.85,563.6,9.8506,3815142498.0,909.0,101.2,125.45750967,8.2981
2021-08-10,1398.0,563.6,10.2469,3815142498.0,909.0,101.2,125.45750967,8.8609
2021-08-11,1608.54,563.6,11.1995,3815142498.0,909.0,101.2,125.45750967,9.7
2021-08-12,2004.55,563.6,15.4101,3815142498.0,909.0,101.2,125.45750967,13.6667
2021-08-13,2004.55,563.6,15.4101,3815142498.0,909.0,101.2,125.45750967,13.6667
