date,usd_try,eur_try,cpi,bist100,m2,tcmb_repo,us_cpi,us_cli
2023-03-17,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-18,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-19,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-20,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-21,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-22,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-23,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-24,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-25,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-26,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-27,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-28,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-29,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-30,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-03-31,28.3063,30.0503,1269.75,7705.99,9073195173.0,1066.0,138.42164036,98.8
2023-04-01,18.7105,19.7818,1300.04,5523.49,9537845081.0,1179.0,139.1219208,98.9
2023-04-02,18.7105,19.7818,1300.04,5523.49,9537845081.0,1179.0,139.1219208,98.9
2023-04-03,18.7105,19.7818,1300.04,5523.49,9537845081.0,1179.0,139.1219208,98.9
2023-04-04,19.1788,20.8074,1300.04,4984.11,9537845081.0,1179.0,139.1219208,98.9
2023-04-05,19.4511,21.4672,1300.04,4484.35,9537845081.0,1179.0,139.1219208,98.9
2023-04-06,19.4511,21.4672,1300.04,4484.35,9537845081.0,1179.0,139.1219208,98.9
2023-04-07,26.0312,28.3448,1300.04,6003.9,9537845081.0,1179.0,139.1219208,98.9
2023-04-08,26.9498,29.4507,1300.04,7400.57,9537845081.0,1179.0,139.1219208,98.9
2023-04-09,26.6783,28.9377,1300.04,8141.33,9537845081.0,1179.0,139.1219208,98.9
2023-04-10,27.4518,28.7674,1300.04,8333.14,9537845081.0,1179.0,139.1219208,98.9
2023-04-11,27.4518,28.7674,1300.04,8333.14,9537845081.0,1179.0,139.1219208,98.9
2023-04-12,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-13,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-14,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-15,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-16,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-17,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-18,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-19,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-20,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-21,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-22,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-23,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-24,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-25,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-26,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-27,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-28,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-29,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-04-30,28.8553,31.4437,1300.04,8087.24,9537845081.0,1179.0,139.1219208,98.9
2023-05-01,18.7194,19.8472,1300.6,5116.41,9508104415.0,1196.0,139.47229031,99.0
2023-05-02,18.7194,19.8472,1300.6,5116.41,9508104415.0,1196.0,139.47229031,99.0
2023-05-03,18.7194,19.8472,1300.6,5116.41,9508104415.0,1196.0,139.47229031,99.0
2023-05-04,19.2001,20.9597,1300.6,4919.87,9508104415.0,1196.0,139.47229031,99.0
2023-05-05,19.4647,21.5293,1300.6,4400.76,9508104415.0,1196.0,139.47229031,99.0
2023-05-06,20.8447,22.4433,1300.6,5372.66,9508104415.0,1196.0,139.47229031,99.0
2023-05-07,26.0035,28.3464,1300.6,6106.76,9508104415.0,1196.0,139.47229031,99.0
2023-05-08,26.0035,28.3464,1300.6,6106.76,9508104415.0,1196.0,139.47229031,99.0
2023-05-09,26.735,28.866,1300.6,8236.14,9508104415.0,1196.0,139.47229031,99.0
2023-05-10,27.5316,28.8765,1300.6,8487.98,9508104415.0,1196.0,139.47229031,99.0
2023-05-11,27.5316,28.8765,1300.6,8487.98,9508104415.0,1196.0,139.47229031,99.0
2023-05-12,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-13,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-14,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-15,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-16,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-17,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-18,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-19,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-20,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-21,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-22,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-23,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-24,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-25,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-26,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-27,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-28,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-29,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-30,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-05-31,28.8515,31.3515,1300.6,8057.42,9508104415.0,1196.0,139.47229031,99.0
2023-06-01,18.7387,19.8886,1351.59,5341.96,10874575044.0,1123.0,139.92263438,99.1
2023-06-02,18.7948,20.5163,1351.59,4930.18,10874575044.0,1123.0,139.92263438,99.1
2023-06-03,18.8587,20.0195,1351.59,5392.31,10874575044.0,1123.0,139.92263438,99.1
2023-06-04,19.2266,21.0501,1351.59,4912.81,10874575044.0,1123.0,139.92263438,99.1
2023-06-05,19.2266,21.0501,1351.59,4912.81,10874575044.0,1123.0,139.92263438,99.1
2023-06-06,21.1465,22.6105,1351.59,5388.8,10874575044.0,1123.0,139.92263438,99.1
2023-06-07,26.0474,28.3518,1351.59,6141.14,10874575044.0,1123.0,139.92263438,99.1
2023-06-08,26.0474,28.3518,1351.59,6141.14,10874575044.0,1123.0,139.92263438,99.1
2023-06-09,26.7605,28.7642,1351.59,8181.67,10874575044.0,1123.0,139.92263438,99.1
2023-06-10,27.5264,28.9346,1351.59,8464.93,10874575044.0,1123.0,139.92263438,99.1
2023-06-11,28.3479,30.1554,1351.59,7868.02,10874575044.0,1123.0,139.92263438,99.1
2023-06-12,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-13,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-14,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-15,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-16,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-17,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-18,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-19,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-20,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-21,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-22,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-23,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-24,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-25,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-26,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-27,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-28,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-29,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-06-30,28.8705,31.2561,1351.59,7855.06,10874575044.0,1123.0,139.92263438,99.1
2023-07-01,28.8705,31.2561,1479.84,7855.06,11510220409.0,1196.0,140.1895389,99.2
2023-07-02,18.8092,20.2662,1479.84,4505.34,11510220409.0,1196.0,140.1895389,99.2
2023-07-03,18.8801,20.0857,1479.84,5381.9,11510220409.0,1196.0,140.1895389,99.2
2023-07-04,19.2361,20.9782,1479.84,4924.64,11510220409.0,1196.0,140.1895389,99.2
2023-07-05,19.2361,20.9782,1479.84,4924.64,11510220409.0,1196.0,140.1895389,99.2
2023-07-06,21.4565,22.9581,1479.84,5561.18,11510220409.0,1196.0,140.1895389,99.2
2023-07-07,26.0452,28.3161,1479.84,6187.09,11510220409.0,1196.0,140.1895389,99.2
2023-07-08,26.9545,29.4979,1479.84,7470.1,11510220409.0,1196.0,140.1895389,99.2
2023-07-09,26.7701,28.7368,1479.84,8337.67,11510220409.0,1196.0,140.1895389,99.2
2023-07-10,26.7701,28.7368,1479.84,8337.67,11510220409.0,1196.0,140.1895389,99.2
2023-07-11,28.3884,30.5031,1479.84,7844.8,11510220409.0,1196.0,140.1895389,99.2
2023-07-12,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-13,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-14,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-15,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-16,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-17,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-18,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-19,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-20,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-21,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-22,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-23,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-24,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-25,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-26,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-27,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-28,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-29,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-30,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-07-31,28.8793,31.1547,1479.84,7978.82,11510220409.0,1196.0,140.1895389,99.2
2023-08-01,28.8793,31.1547,1614.31,7978.82,11947306760.0,1291.0,140.80176836,99.2
2023-08-02,18.8087,20.1606,1614.31,7978.82,11947306760.0,1291.0,140.80176836,99.2
2023-08-03,18.8907,20.1549,1614.31,5438.38,11947306760.0,1291.0,140.80176836,99.2
2023-08-04,18.8907,20.1549,1614.31,5438.38,11947306760.0,1291.0,140.80176836,99.2
2023-08-05,19.4747,21.4749,1614.31,4561.94,11947306760.0,1291.0,140.80176836,99.2
2023-08-06,23.021,24.6248,1614.31,5554.0,11947306760.0,1291.0,140.80176836,99.2
2023-08-07,23.021,24.6248,1614.31,5554.0,11947306760.0,1291.0,140.80176836,99.2
2023-08-08,26.9651,29.6034,1614.31,7412.2,11947306760.0,1291.0,140.80176836,99.2
2023-08-09,26.8048,28.7117,1614.31,8325.3,11947306760.0,1291.0,140.80176836,99.2
2023-08-10,26.8048,28.7117,1614.31,8325.3,11947306760.0,1291.0,140.80176836,99.2
2023-08-11,28.4353,30.3973,1614.31,7860.88,11947306760.0,1291.0,140.80176836,99.2
2023-08-12,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-13,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-14,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-15,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-16,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-17,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-18,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-19,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-20,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-21,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-22,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-23,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-24,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-25,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-26,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-27,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-28,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-29,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-30,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-08-31,28.874,31.1103,1614.31,7913.76,11947306760.0,1291.0,140.80176836,99.2
2023-09-01,18.7498,19.704,1691.04,5170.97,12374659285.0,1276.0,141.15167927,99.3
2023-09-02,18.81,20.2127,1691.04,5170.97,12374659285.0,1276.0,141.15167927,99.3
2023-09-03,18.9135,19.9323,1691.04,5446.22,12374659285.0,1276.0,141.15167927,99.3
2023-09-04,18.9135,19.9323,1691.04,5446.22,12374659285.0,1276.0,141.15167927,99.3
2023-09-05,19.4837,21.5141,1691.04,4536.2,12374659285.0,1276.0,141.15167927,99.3
2023-09-06,23.3212,25.0103,1691.04,5626.49,12374659285.0,1276.0,141.15167927,99.3
2023-09-07,23.3212,25.0103,1691.04,5626.49,12374659285.0,1276.0,141.15167927,99.3
2023-09-08,26.982,29.6024,1691.04,7600.65,12374659285.0,1276.0,141.15167927,99.3
2023-09-09,26.982,29.6024,1691.04,7600.65,12374659285.0,1276.0,141.15167927,99.3
2023-09-10,27.558,29.0769,1691.04,8193.44,12374659285.0,1276.0,141.15167927,99.3
2023-09-11,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-12,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-13,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-14,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-15,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-16,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-17,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-18,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-19,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-20,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-21,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-22,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-23,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-24,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-25,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-26,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-27,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-28,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-29,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-09-30,28.4767,30.3965,1691.04,7841.46,12374659285.0,1276.0,141.15167927,99.3
2023-10-01,18.7538,20.0269,1749.11,4987.99,12789135293.0,1265.0,141.09756461,99.3
2023-10-02,18.8109,20.2313,1749.11,4987.99,12789135293.0,1265.0,141.09756461,99.3
2023-10-03,18.9295,19.9895,1749.11,5384.56,12789135293.0,1265.0,141.09756461,99.3
2023-10-04,19.2332,20.9964,1749.11,5092.31,12789135293.0,1265.0,141.09756461,99.3
2023-10-05,19.4909,21.4008,1749.11,4494.48,12789135293.0,1265.0,141.09756461,99.3
2023-10-06,19.4909,21.4008,1749.11,4494.48,12789135293.0,1265.0,141.09756461,99.3
2023-10-07,26.0381,28.337,1749.11,6270.41,12789135293.0,1265.0,141.09756461,99.3
2023-10-08,26.9892,29.6279,1749.11,7441.5,12789135293.0,1265.0,141.09756461,99.3
2023-10-09,26.9892,29.6279,1749.11,7441.5,12789135293.0,1265.0,141.09756461,99.3
2023-10-10,27.6559,29.127,1749.11,8442.79,12789135293.0,1265.0,141.09756461,99.3
2023-10-11,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-12,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-13,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-14,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-15,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-16,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-17,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-18,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-19,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-20,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-21,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-22,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-23,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-24,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-25,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-26,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-27,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-28,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-29,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-30,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-10-31,28.4759,30.463,1749.11,7771.34,12789135293.0,1265.0,141.09756461,99.3
2023-11-01,18.7555,20.1386,1806.5,4728.88,13049971609.0,1244.0,140.81323333,99.4
2023-11-02,18.7555,20.1386,1806.5,4728.88,13049971609.0,1244.0,140.81323333,99.4
2023-11-03,18.7555,20.1386,1806.5,4728.88,13049971609.0,1244.0,140.81323333,99.4
2023-11-04,19.238,20.981,1806.5,5124.25,13049971609.0,1244.0,140.81323333,99.4
2023-11-05,19.5134,21.3821,1806.5,4848.01,13049971609.0,1244.0,140.81323333,99.4
2023-11-06,19.5134,21.3821,1806.5,4848.01,13049971609.0,1244.0,140.81323333,99.4
2023-11-07,26.0564,28.5515,1806.5,6362.93,13049971609.0,1244.0,140.81323333,99.4
2023-11-08,26.9978,29.7365,1806.5,7714.38,13049971609.0,1244.0,140.81323333,99.4
2023-11-09,26.8087,28.7034,1806.5,8146.49,13049971609.0,1244.0,140.81323333,99.4
2023-11-10,27.6791,29.297,1806.5,8330.64,13049971609.0,1244.0,140.81323333,99.4
2023-11-11,27.6791,29.297,1806.5,8330.64,13049971609.0,1244.0,140.81323333,99.4
2023-11-12,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-13,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-14,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-15,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-16,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-17,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-18,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-19,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-20,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-21,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-22,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-23,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-24,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-25,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-26,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-27,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-28,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-29,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-11-30,28.8974,31.1567,1806.5,7728.44,13049971609.0,1244.0,140.81323333,99.4
2023-12-01,18.7581,20.1528,1859.38,4970.71,13665141252.0,1443.0,140.67336068,99.5
2023-12-02,18.7581,20.1528,1859.38,4970.71,13665141252.0,1443.0,140.67336068,99.5
2023-12-03,18.7581,20.1528,1859.38,4970.71,13665141252.0,1443.0,140.67336068,99.5
2023-12-04,19.2619,21.0043,1859.38,5146.11,13665141252.0,1443.0,140.67336068,99.5
2023-12-05,19.5389,21.3534,1859.38,4795.61,13665141252.0,1443.0,140.67336068,99.5
2023-12-06,23.4314,25.2323,1859.38,5588.98,13665141252.0,1443.0,140.67336068,99.5
2023-12-07,26.0721,28.6913,1859.38,6342.05,13665141252.0,1443.0,140.67336068,99.5
2023-12-08,26.0721,28.6913,1859.38,6342.05,13665141252.0,1443.0,140.67336068,99.5
2023-12-09,26.8414,28.797,1859.38,8159.9,13665141252.0,1443.0,140.67336068,99.5
2023-12-10,27.6894,29.3644,1859.38,8259.27,13665141252.0,1443.0,140.67336068,99.5
2023-12-11,27.6894,29.3644,1859.38,8259.27,13665141252.0,1443.0,140.67336068,99.5
2023-12-12,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-13,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-14,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-15,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-16,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-17,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-18,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-19,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-20,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-21,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-22,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-23,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-24,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-25,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-26,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
2023-12-27,28.9396,31.1556,1859.38,7748.85,13665141252.0,1443.0,140.67336068,99.5
