iter	Logloss
382	0.3623208744
383	0.3621321949
384	0.361808506
385	0.3615842219
386	0.3613237573
387	0.3610910452
388	0.3608309365
389	0.360592382
390	0.3603085635
391	0.3599669291
392	0.3598243522
393	0.3596426649
394	0.3593703932
395	0.3590694038
396	0.3589007548
397	0.3586573477
398	0.3584840182
399	0.3582975221
400	0.358105994
401	0.3579325811
402	0.3577048561
403	0.3574391672
404	0.3572653202
405	0.3570578441
406	0.3568938678
407	0.3567451693
408	0.3565851744
409	0.3564431719
410	0.3561986627
411	0.3560024924
412	0.3558685519
413	0.3557383483
414	0.3555074692
415	0.3553621665
416	0.3551979031
417	0.3549612613
418	0.3547971342
419	0.3545231949
420	0.3543205402
421	0.3541990489
422	0.3539082212
423	0.3537727525
424	0.3535871375
425	0.3533596903
426	0.353126636
427	0.3529766735
428	0.352751891
429	0.3524904515
430	0.3523339902
431	0.3521669781
432	0.3520048631
433	0.3518363737
434	0.3516755835
435	0.3514609198
436	0.3513051066
437	0.3511110462
438	0.3509648397
439	0.3508336782
440	0.350706018
441	0.3505044364
442	0.3503354757
443	0.3501454784
444	0.3499817137
445	0.3497795317
446	0.3496430886
447	0.3493727168
448	0.3491793918
449	0.3490142239
450	0.3488231143
451	0.3486337472
452	0.3484885026
453	0.348258047
454	0.3480099984
455	0.3477995104
456	0.3476721715
457	0.3475188942
458	0.3473259967
459	0.3471423039
460	0.3469614546
461	0.3467330724
462	0.3464905326
463	0.3463338306
464	0.3461836348
465	0.346043417
466	0.3459155429
467	0.3456866141
468	0.3454095556
469	0.3452942558
470	0.3451197972
471	0.3449103904
472	0.344659924
473	0.3443571038
474	0.3441384205
475	0.3440009628
476	0.3437799297
477	0.3436170278
478	0.3435059058
479	0.3433366123
480	0.3431379359
481	0.3429289687
482	0.3427109369
483	0.3425646672
484	0.3424193591
485	0.3422652849
486	0.3421433384
487	0.3419414407
488	0.3417470642
489	0.341579923
490	0.3413785998
491	0.3412067209
492	0.3410582772
493	0.3408627943
494	0.3406870574
495	0.3404477622
496	0.3403094592
497	0.3401738069
498	0.3400090677
499	0.3398708288
500	0.3397604765
501	0.3396252017
502	0.3394702843
503	0.3392883277
504	0.3390306443
505	0.3388941455
506	0.3387261231
507	0.3385549703
508	0.3384061259
509	0.3382239628
510	0.3379485797
511	0.3378202789
512	0.3376342473
513	0.3374910872
514	0.3372978033
515	0.3371983058
516	0.3370014705
517	0.3368540788
518	0.3366986069
519	0.3365230955
520	0.3363308449
521	0.3361933664
522	0.33597411
523	0.3358121265
524	0.3356886884
525	0.335549252
526	0.3354135173
527	0.3353007061
528	0.3351266984
529	0.3349540683
530	0.3347792025
531	0.3345928379
532	0.3344229373
533	0.33429534
534	0.3341541614
535	0.334032325
536	0.3338913028
537	0.333699995
538	0.3336065561
539	0.3333928444
540	0.3332166497
541	0.3330639532
542	0.3327810142
543	0.3326551629
544	0.3325183328
545	0.3322814134
546	0.3321478298
547	0.331986463
548	0.3317823733
549	0.331667778
550	0.3314459038
551	0.3312294056
552	0.3310653037
553	0.3309106897
554	0.3306825767
555	0.3305543133
556	0.3304124602
557	0.3302609028
558	0.3301489491
559	0.3300374025
560	0.3298037635
561	0.329682669
562	0.3295477769
563	0.3293834024
564	0.3292343558
565	0.3291107445
566	0.3289821251
567	0.328739783
568	0.3286172121
569	0.3284427371
570	0.3281930599
571	0.3280220477
572	0.3279111319
573	0.3277461058
574	0.3275360881
575	0.3274328579
576	0.3272421366
577	0.3270351432
578	0.326851854
579	0.3266554495
580	0.3265246842
581	0.3263869786
582	0.326218611
583	0.3260914359
584	0.3259362
585	0.3258427635
586	0.3257331329
587	0.325571505
588	0.3253047247
589	0.3252013822
590	0.3250958145
591	0.3249961581
592	0.3248820889
593	0.3247141936
594	0.3245721763
595	0.3243542987
596	0.3242680019
597	0.3241431818
598	0.3239627161
599	0.323770814
600	0.3235956648
601	0.3234614022
602	0.3232656574
603	0.3230681303
604	0.3229539328
605	0.3228154137
606	0.3225285125
607	0.3223604331
608	0.3221818263
609	0.3220260647
610	0.3219167275
611	0.3217434215
612	0.3215336632
613	0.3213542374
614	0.3211703965
615	0.3210517621
616	0.3209464743
617	0.3207864487
618	0.3206550833
619	0.3205155149
620	0.320371716
621	0.3201400012
622	0.3200391483
623	0.3198978264
624	0.319773872
625	0.319620916
626	0.3194907646
627	0.3193826567
628	0.3192725926
629	0.3191511636
630	0.3190571889
631	0.3188693459
632	0.3187385685
633	0.3186091749
634	0.3185161374
635	0.3184065949
636	0.3182960085
637	0.3181253031
638	0.3180282333
639	0.3178471315
640	0.3177291569
641	0.317634673
642	0.31752389
643	0.3173671173
644	0.3172546126
645	0.317073804
646	0.3168701214
647	0.3167382293
648	0.3165670445
649	0.3164376352
650	0.3162767393
651	0.3160284628
652	0.3159137361
653	0.3157541505
654	0.3155297466
655	0.315373612
656	0.3152225442
657	0.3151208869
658	0.3148975127
659	0.3147083471
660	0.314576474
661	0.3144242677
662	0.3142834688
663	0.3141820537
664	0.3140497694
665	0.3138830846
666	0.3137662848
667	0.3136744327
668	0.3135735451
669	0.3134737351
670	0.313280968
671	0.3131837986
672	0.3130223596
673	0.3128992218
674	0.3127412858
675	0.3125662491
676	0.312465245
677	0.3123363042
678	0.3121754691
679	0.3120766141
680	0.3119408675
681	0.3118689852
682	0.3117838779
683	0.3116676258
684	0.3115068857
685	0.3113859462
686	0.3112738916
687	0.3111363823
688	0.3110124843
689	0.3108748287
690	0.3107275261
691	0.3105624889
692	0.3103653795
693	0.3102049629
694	0.3100859433
695	0.3099474263
696	0.3098599252
697	0.3097270118
698	0.309543245
699	0.3094391937
