rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,110,0.038760044787191396,0.037760044787191395,0.11548192944764853,-0.07772188466045712,0.6666666666666666,0.0,1.0377600447871913,1.1154819294476486,0.9222781153395428
2025-01-16,107,107,-0.028399606674553032,-0.029399606674553033,0.0,-0.029399606674553033,0.3333333333333333,0.0,1.0072503076478814,1.1154819294476486,0.8951635015040122
2025-01-30,110,110,-0.005626045548455999,-0.006626045548455999,-0.0122626829063957,0.005636637357939701,0.3333333333333333,1.0,1.00057622123071,1.1018031282590177,0.9002092135380539
2025-02-13,106,106,-0.0166974399071033,-0.0176974399071033,0.0,-0.0176974399071033,0.3333333333333333,0.0,0.9828685836830031,1.1018031282590177,0.8842778150776436
2025-02-27,109,109,-0.0284257208617609,-0.0294257208617609,-0.0020067438866043998,-0.027418976975156502,0.3333333333333333,0.0,0.9539469670957528,1.0995920915671424,0.860031822026388
2025-03-13,108,108,-0.09029930884987285,-0.09129930884987285,0.0,-0.09129930884987285,0.0,0.0,0.8668522683204782,1.0995920915671424,0.7815115110864819
2025-03-27,107,107,0.029664497137338697,0.028664497137338697,-0.0132264775473558,0.04189097468469449,0.6666666666666666,1.0,0.8917001526842461,1.0850483614567796,0.814249790013203
2025-04-14,111,111,0.022733531776294932,0.02173353177629493,0.0,0.02173353177629493,0.6666666666666666,1.0,0.9110799462875362,1.0850483614567796,0.8319463136982964
2025-04-29,110,110,0.04020326607631864,0.03920326607631864,0.005155716000403202,0.034047550075915436,1.0,1.0,0.9467972558386446,1.0906425626551537,0.8602720474744124
2025-05-14,110,110,-0.023073344234093334,-0.024073344234093335,0.0,-0.024073344234093335,0.3333333333333333,0.0,0.9240046795789459,1.0906425626551537,0.8395624223405926
2025-05-29,110,110,-0.001678202391805166,-0.0026782023918051658,0.0093798112552265,-0.012058013647031665,0.6666666666666666,0.0,0.9215300080360584,1.1008725840397757,0.8294389671944749
2025-06-16,110,110,0.028701826765893463,0.027701826765893462,0.0,0.027701826765893462,1.0,1.0,0.9470580726782458,1.1008725840397757,0.8524159417765779
2025-06-30,111,111,0.04637116726519087,0.045371167265190866,-0.013432346542620096,0.05880351380781096,1.0,1.0,0.9900272029035798,1.0860852819916837,0.902540994378835
2025-07-14,110,110,0.047469795069199766,0.046469795069199765,0.0,0.046469795069199765,1.0,1.0,1.0360335641354421,1.0860852819916837,0.9444818894291711
2025-07-29,109,109,0.0383861659057627,0.0373861659057627,-0.015402035602446993,0.05278820150820969,1.0,1.0,1.0747668868481484,1.0693573578111542,0.9943393897292129
2025-08-12,111,111,0.07976686941337867,0.07876686941337867,0.0,0.07876686941337867,1.0,1.0,1.15942290987434,1.0693573578111542,1.0726603905925924
2025-08-26,111,111,0.0021155911086661316,0.0011155911086661316,-0.02511837281883031,0.02623396392749644,0.6666666666666666,1.0,1.1607163517637797,1.0424968410210942,1.1008005245858528
2025-09-09,111,111,0.011045170896494599,0.0100451708964946,0.022972337639673088,-0.012927166743178488,0.6666666666666666,0.0,1.1723759458796026,1.0664454304413233,1.086570292653553
2025-09-23,111,111,-0.053480850540544,-0.054480850540544,-0.036885498061896206,-0.017595352478647797,0.0,0.0,1.108503907194807,1.0271090595836618,1.0674517053614863
2025-10-07,111,111,-0.0241508980995721,-0.025150898099572102,0.04430415891111589,-0.06945505701068799,0.3333333333333333,0.0,1.080624038381973,1.0726142625785033,0.9933117863094482
2025-10-21,111,111,0.11344936882396163,0.11244936882396163,-0.13051034244969192,0.24295971127365357,1.0,1.0,1.2021395294340262,0.932627007852959,1.234646531115909
