rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,110,0.046646590053203214,0.04564659005320321,0.11548192944764853,-0.0698353393944453,0.6,0.0,1.0456465900532033,1.1154819294476486,0.9301646606055547
2025-01-16,107,107,-0.03548457048012134,-0.03648457048012134,0.0,-0.03648457048012134,0.2,0.0,1.0074966233411087,1.1154819294476486,0.8962280024875732
2025-01-30,110,110,0.37864985287283526,0.37764985287283526,-0.0122626829063957,0.38991253577923096,0.4,1.0,1.3879775749157568,1.1018031282590177,1.2456785355738578
2025-02-13,106,106,-0.03719197346972454,-0.03819197346972454,0.0,-0.03819197346972454,0.2,0.0,1.3349679721980015,1.1018031282590177,1.1981036139914156
2025-02-27,109,109,0.04633439557033526,0.04533439557033526,-0.0020067438866043998,0.04734113945693966,0.6,1.0,1.395487938323354,1.0995920915671424,1.2548232042652465
2025-03-13,108,108,-0.05375171010931919,-0.05475171010931919,0.0,-0.05475171010931919,0.2,0.0,1.3190825872632221,1.0995920915671424,1.1861194879468686
2025-03-27,107,107,0.02528856291512498,0.02428856291512498,-0.0132264775473558,0.037515040462480775,0.6,1.0,1.3511212076742107,1.0850483614567796,1.2306168085305325
2025-04-14,111,111,-0.011078636842712323,-0.012078636842712324,0.0,-0.012078636842712324,0.4,0.0,1.334801505276227,1.0850483614567796,1.2157526350077545
2025-04-29,110,110,0.09525050754089723,0.09425050754089723,0.005155716000403202,0.08909479154049403,1.0,1.0,1.460607224614865,1.0906425626551537,1.3240698625885767
2025-05-14,110,110,-0.04942229345805098,-0.05042229345805098,0.0,-0.05042229345805098,0.2,0.0,1.3869600585083848,1.0906425626551537,1.2573072234181744
2025-05-29,110,110,-0.007084145866909799,-0.008084145866909798,0.0093798112552265,-0.017463957122136296,0.6,0.0,1.3757476710838252,1.1008725840397757,1.235349663979047
2025-06-16,110,110,0.03236351628190368,0.03136351628190368,0.0,0.03136351628190368,0.8,1.0,1.418895955565654,1.1008725840397757,1.2740945732790983
2025-06-30,111,111,0.056783448919414156,0.055783448919414155,-0.013432346542620096,0.06921579546203425,1.0,1.0,1.498046865624914,1.0860852819916837,1.3622820426624722
2025-07-14,110,110,0.05137610415805358,0.05037610415805358,0.0,0.05037610415805358,1.0,1.0,1.57351263056128,1.0860852819916837,1.4309085047362828
2025-07-29,109,109,0.07320867004837346,0.07220867004837346,-0.015402035602446993,0.08761070565082045,1.0,1.0,1.6871338849184279,1.0693573578111542,1.556271408557989
2025-08-12,111,111,0.07355890048113434,0.07255890048113434,0.0,0.07255890048113434,1.0,1.0,1.8095504645725737,1.0693573578111542,1.669192750813183
2025-08-26,111,111,-0.01151592528425938,-0.01251592528425938,-0.02511837281883031,0.012602447534570928,0.6,1.0,1.7869022661598866,1.0424968410210942,1.6902286648803924
2025-09-09,111,111,0.022494059583157318,0.021494059583157317,0.022972337639673088,-0.0014782780565157708,0.8,0.0,1.8253100499380062,1.0664454304413233,1.6877300369346058
2025-09-23,111,111,-0.048417197515911684,-0.049417197515911684,-0.036885498061896206,-0.012531699454015478,0.0,0.0,1.7351083426724412,1.0271090595836618,1.6665799113522268
2025-10-07,111,111,-0.008973389929277358,-0.009973389929277359,0.04430415891111589,-0.05427754884039325,0.6,0.0,1.7178034306014267,1.0726142625785033,1.576122038817388
2025-10-21,111,111,0.09251284815319877,0.09151284815319877,-0.13051034244969192,0.2220231906028907,1.0,1.0,1.8750045151030992,0.932627007852959,1.9260576826551576
