entry_date,exit_date,symbol,entry_price,exit_price,shares,return,reason,days_held
2025-11-25,,INDES,7.388,,406,,ENTRY,0
2025-11-25,,KMPUR,14.602,,205,,ENTRY,0
2025-11-25,,TRALT,37.708,,79,,ENTRY,0
2025-11-25,,GWIND,22.865,,131,,ENTRY,0
2025-11-25,,HUNER,3.448,,870,,ENTRY,0
