AUC,Precision,Recall,F1,Fold_AUCs
0.7093055059026343,0.6160860818465774,0.7588809729535858,0.6800686657657329,"[0.7523985517339249, 0.7144331077233596, 0.748899494718745, 0.7825120972500885, 0.7557581014343392]"
