AUC,Precision,Recall,F1,Fold_AUCs
0.6960454379160532,0.617113003303876,0.7444629866658026,0.6748323897223507,"[0.7506039038656611, 0.7087191614381431, 0.7445118471661776, 0.7726020342123712, 0.7434740303451435]"
