AUC,Precision,Recall,F1,Fold_AUCs
0.6870215735990235,0.6081633177450023,0.7669761337675595,0.6783991974490344,"[0.7486490503438641, 0.715908668707916, 0.7499482445628649, 0.7654099843065694, 0.7524780794524687]"
