index,publishDate,ruleType,summary,url
883420,23.10.2020 18:16:43,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/883420
865534,05.08.2020 20:28:16,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/865534
843137,06.05.2020 18:46:30,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/843137
820206,19.02.2020 23:10:42,Yıllık,,https://www.kap.org.tr/tr/Bildirim/820206
972275,25.10.2021 18:57:30,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/972275
957443,11.08.2021 20:43:37,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/957443
935002,06.05.2021 18:23:22,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/935002
910582,17.02.2021 19:10:02,Yıllık,,https://www.kap.org.tr/tr/Bildirim/910582
1078146,08.11.2022 18:17:55,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1078146
1056061,16.08.2022 19:01:43,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1056061
1028772,10.05.2022 18:57:59,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028772
1002621,17.02.2022 21:36:16,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1002621
1212632,31.10.2023 18:25:00,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1212632
1182433,08.08.2023 19:53:45,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1182433
1149036,09.05.2023 18:21:58,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1149036
1117262,27.02.2023 18:31:06,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1117262
1355840,08.11.2024 18:16:42,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1355840
1322445,07.08.2024 20:32:23,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1322445
1289806,22.05.2024 18:42:18,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1289806
1261215,21.03.2024 18:38:24,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1261215
1511265,04.11.2025 18:19:12,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1511265
1477170,12.08.2025 22:00:07,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1477170
1435124,07.05.2025 20:47:07,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1435124
1396891,27.02.2025 23:20:28,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1396891
