index,publishDate,ruleType,summary,url
884093,26.10.2020 19:52:05,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/884093
866118,06.08.2020 18:14:11,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/866118
845117,14.05.2020 19:11:12,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/845117
818708,12.02.2020 21:12:05,Yıllık,,https://www.kap.org.tr/tr/Bildirim/818708
973037,27.10.2021 18:49:06,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/973037
955203,05.08.2021 20:44:55,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/955203
933950,01.05.2021 00:29:07,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/933950
909465,12.02.2021 19:25:53,Yıllık,,https://www.kap.org.tr/tr/Bildirim/909465
1075091,28.10.2022 18:22:18,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1075091
1050802,01.08.2022 21:27:57,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1050802
1024481,27.04.2022 19:03:59,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1024481
1001298,11.02.2022 19:54:07,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1001298
1208717,23.10.2023 19:00:51,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1208717
1176068,27.07.2023 21:33:51,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1176068
1142231,27.04.2023 19:44:33,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1142231
1111805,08.02.2023 23:46:59,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1111805
1352016,30.10.2024 21:14:27,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1352016
1329895,03.09.2024 21:47:45,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1329895
1290913,24.05.2024 20:56:58,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1290913
1257794,12.03.2024 02:38:37,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1257794
1507442,23.10.2025 18:33:16,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1507442
1476304,11.08.2025 20:20:20,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1476304
1432114,30.04.2025 18:32:44,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1432114
1396346,26.02.2025 20:22:50,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1396346
