index,publishDate,ruleType,summary,url
886478,05.11.2020 22:28:08,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/886478
869530,17.08.2020 18:59:02,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/869530
850259,09.06.2020 18:27:18,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/850259
820582,20.02.2020 18:49:22,Yıllık,,https://www.kap.org.tr/tr/Bildirim/820582
976496,09.11.2021 18:35:11,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/976496
958784,17.08.2021 19:00:38,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/958784
936267,11.05.2021 18:45:31,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/936267
910600,17.02.2021 19:26:26,Yıllık,,https://www.kap.org.tr/tr/Bildirim/910600
1078228,08.11.2022 18:24:53,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1078228
1057273,19.08.2022 18:43:29,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1057273
1028108,09.05.2022 21:58:27,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028108
1009878,11.03.2022 20:20:51,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1009878
1215906,08.11.2023 18:15:09,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1215906
1186125,16.08.2023 18:24:45,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1186125
1150272,10.05.2023 23:38:30,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1150272
1123869,13.03.2023 20:02:56,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1123869
1356037,08.11.2024 20:08:05,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1356037
1335090,17.09.2024 23:00:56,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1335090
1334159,13.09.2024 18:41:31,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1334159
1299665,14.06.2024 18:26:30,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1299665
1282096,06.05.2024 19:32:00,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1282096
1514807,10.11.2025 19:17:25,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1514807
1480017,18.08.2025 18:28:08,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1480017
1438036,12.05.2025 20:22:13,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1438036
1403822,10.03.2025 21:25:08,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1403822
