index,publishDate,ruleType,summary,url
887500,09.11.2020 19:24:29,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887500
887358,09.11.2020 18:26:13,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/887358
867744,10.08.2020 23:27:45,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/867744
867489,10.08.2020 18:25:55,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/867489
845771,18.05.2020 20:52:35,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/845771
843815,08.05.2020 19:07:37,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/843815
821869,26.02.2020 20:47:20,Yıllık,,https://www.kap.org.tr/tr/Bildirim/821869
819224,14.02.2020 18:23:06,Yıllık,,https://www.kap.org.tr/tr/Bildirim/819224
974844,04.11.2021 18:12:28,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/974844
974835,04.11.2021 18:10:28,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/974835
956368,09.08.2021 19:21:02,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/956368
956340,09.08.2021 19:02:03,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/956340
935095,06.05.2021 23:47:02,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/935095
935055,06.05.2021 19:04:29,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/935055
910938,18.02.2021 23:07:43,Yıllık,,https://www.kap.org.tr/tr/Bildirim/910938
908697,09.02.2021 18:51:57,Yıllık,,https://www.kap.org.tr/tr/Bildirim/908697
1077597,07.11.2022 18:21:15,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1077597
1077570,07.11.2022 18:15:23,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1077570
1053178,08.08.2022 19:30:56,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1053178
1053133,08.08.2022 18:47:54,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1053133
1028780,10.05.2022 19:05:42,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028780
1028681,10.05.2022 18:37:22,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1028681
1001689,14.02.2022 19:35:21,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1001689
1001642,14.02.2022 18:35:54,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1001642
1216450,09.11.2023 18:21:29,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1216450
1216436,09.11.2023 18:20:07,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1216436
1183154,09.08.2023 20:05:51,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1183154
1182988,09.08.2023 18:30:46,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1182988
1151531,15.05.2023 18:55:34,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1151531
1151495,15.05.2023 18:12:27,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1151495
1117758,28.02.2023 18:33:52,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1117758
1113217,14.02.2023 18:50:11,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1113217
1354600,06.11.2024 20:05:19,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1354600
1354463,06.11.2024 18:18:25,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1354463
1323007,08.08.2024 18:16:53,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1323007
1323000,08.08.2024 18:15:15,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1323000
1284655,10.05.2024 00:19:12,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1284655
1284326,09.05.2024 18:40:12,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1284326
1250138,16.02.2024 18:15:31,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1250138
1247229,06.02.2024 18:18:26,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1247229
1512413,06.11.2025 18:24:02,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1512413
1512339,06.11.2025 18:10:11,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1512339
1474013,07.08.2025 18:12:01,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1474013
1474005,07.08.2025 18:10:22,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1474005
1435711,08.05.2025 18:11:20,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1435711
1435704,08.05.2025 18:10:10,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1435704
1393481,17.02.2025 19:42:35,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1393481
1390345,06.02.2025 20:26:42,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1390345
