index,publishDate,ruleType,summary,url
886856,06.11.2020 18:41:52,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/886856
868811,13.08.2020 18:58:41,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/868811
840957,28.04.2020 21:28:04,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/840957
820558,20.02.2020 18:28:21,Yıllık,,https://www.kap.org.tr/tr/Bildirim/820558
974924,04.11.2021 18:34:13,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/974924
957746,12.08.2021 18:43:39,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/957746
933653,30.04.2021 19:16:52,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/933653
911162,19.02.2021 18:54:16,Yıllık,,https://www.kap.org.tr/tr/Bildirim/911162
1076646,03.11.2022 18:35:21,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1076646
1056837,18.08.2022 18:46:03,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1056837
1025038,28.04.2022 18:25:25,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1025038
1002515,17.02.2022 18:45:50,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1002515
1215276,07.11.2023 18:34:27,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1215276
1186579,17.08.2023 18:32:01,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1186579
1149176,09.05.2023 19:09:56,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1149176
1122450,09.03.2023 19:17:02,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1122450
1355213,07.11.2024 19:27:22,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1355213
1333669,12.09.2024 19:10:27,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1333669
1291417,27.05.2024 18:51:44,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1291417
1260784,20.03.2024 19:44:24,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1260784
1512392,06.11.2025 18:19:41,9 Aylık,,https://www.kap.org.tr/tr/Bildirim/1512392
1477817,13.08.2025 18:45:10,6 Aylık,,https://www.kap.org.tr/tr/Bildirim/1477817
1436853,09.05.2025 19:10:21,3 Aylık,,https://www.kap.org.tr/tr/Bildirim/1436853
1396778,27.02.2025 18:56:06,Yıllık,,https://www.kap.org.tr/tr/Bildirim/1396778
