symbol,split_date,split_factor,cumulative_split_factor
SMART,2019-05-16,1.7543859649122806,1.7543859649122806
SMART,2019-06-11,1.0434782608695652,1.8306636155606406
SMART,2019-06-21,1.0333333333333334,1.8916857360793289
SMART,2019-12-05,1.0278225806451613,1.9443173150266972
