symbol,split_date,split_factor,cumulative_split_factor
SISE,2020-05-29,1.0,1.0
SISE,2020-10-01,1.361428469408889,1.361428469408889
SISE,2021-05-31,1.0,1.361428469408889
SISE,2022-05-31,1.0,1.361428469408889
SISE,2023-05-31,1.0,1.361428469408889
SISE,2024-05-31,1.0,1.361428469408889
SISE,2025-05-30,1.0,1.361428469408889
