symbol,split_date,split_factor,cumulative_split_factor
AKCNS,2020-03-26,1.0,1.0
AKCNS,2021-03-30,1.0,1.0
AKCNS,2022-05-09,1.0,1.0
AKCNS,2023-03-27,1.0,1.0
AKCNS,2024-04-15,1.0,1.0
AKCNS,2025-03-24,1.0,1.0
