symbol,split_date,split_factor,cumulative_split_factor
TOASO,2020-03-25,1.0,1.0
TOASO,2021-03-23,1.0,1.0
TOASO,2022-03-22,1.0,1.0
TOASO,2023-03-21,1.0,1.0
TOASO,2024-04-04,1.0,1.0
TOASO,2025-04-03,1.0,1.0
