symbol,split_date,split_factor,cumulative_split_factor
AGHOL,2021-02-05,1.0,1.0
AGHOL,2021-05-31,1.0,1.0
AGHOL,2022-05-25,1.0,1.0
AGHOL,2023-05-24,1.0,1.0
AGHOL,2024-05-29,1.0,1.0
AGHOL,2025-05-28,1.0,1.0
AGHOL,2025-08-06,9.999999999999998,9.999999999999998
