symbol,split_date,split_factor,cumulative_split_factor
KRDMD,2022-06-28,1.0,1.0
KRDMD,2022-11-28,1.0,1.0
KRDMD,2023-06-21,1.0,1.0
KRDMD,2023-11-28,1.0,1.0
