symbol,split_date,split_factor,cumulative_split_factor
TKFEN,2020-04-27,1.0,1.0
TKFEN,2020-09-24,1.0,1.0
TKFEN,2021-01-05,1.0,1.0
TKFEN,2022-04-26,1.0,1.0
TKFEN,2023-04-12,1.0,1.0
TKFEN,2023-05-10,1.0,1.0
