symbol,split_date,split_factor,cumulative_split_factor
KFEIN,2020-06-08,1.0,1.0
KFEIN,2021-04-19,1.0,1.0
KFEIN,2022-04-25,1.0,1.0
KFEIN,2023-04-24,1.0,1.0
KFEIN,2024-07-01,1.0,1.0
KFEIN,2025-05-20,1.0,1.0
KFEIN,2025-08-14,10.0,10.0
