symbol,split_date,split_factor,cumulative_split_factor
ALARK,2020-10-23,1.0,1.0
ALARK,2021-05-11,1.0,1.0
ALARK,2022-05-06,1.0,1.0
ALARK,2023-05-31,1.0,1.0
ALARK,2023-06-01,1.0,1.0
ALARK,2023-08-25,1.0,1.0
ALARK,2023-11-15,1.0,1.0
ALARK,2024-05-30,1.0,1.0
ALARK,2025-04-17,1.0,1.0
